"logFC","AveExpr","t","P.Value","B","gene","count","sca.t","sca.P.Value","qvalue","sca.qvalue"
2.91502950848528,15.9261628175752,19.6317759774636,6.3819694138182e-12,15.7425299887761,"C4orf3",1,18.5975540531522,8.05046520895097e-12,2.55759182788647e-08,3.27501263941261e-08
1.05356072222943,14.2286574857706,15.0168911734001,2.70284374538331e-10,13.05993867787,"PPCDC",2,12.9639450243276,1.37571482993739e-09,4.91268372322145e-07,2.79827521722774e-06
1.9504094766553,14.5625140786965,12.7895860417216,2.42186351580708e-09,11.2995144957064,"NR1D2",1,12.1383454025933,3.42325072782774e-09,2.4264211933048e-06,4.64204618844014e-06
-0.855001573176937,14.1315651247068,-14.6850164047157,3.67759197376746e-10,12.8204650228355,"DGKB",2,-11.7735103432376,5.20651372101697e-09,4.91268372322145e-07,5.29515928615126e-06
1.79979847643367,14.7640819280298,9.47017721539589,1.25446044721107e-07,7.85440965975127,"MINDY1",1,9.23317517660584,1.33673979679276e-07,6.2841060105346e-05,7.82010090764426e-05
-2.01807583675225,15.4242881220098,-9.11124803050612,2.04429401469787e-07,7.40840524351068,"LAPTM4A",2,-9.17892859716338,1.44271747733203e-07,9.10284954858373e-05,7.82010090764426e-05
-1.66703386530145,14.4925245823959,-9.51524793234131,1.1809839330324e-07,7.90927463303992,"AGTRAP",1,-9.15697860282527,1.48808753426296e-07,6.2841060105346e-05,7.82010090764426e-05
-1.05697158844067,14.310296751716,-10.5696486797002,3.04900276838174e-08,9.12395618943398,"FAM171A1",1,-9.13370727550792,1.5378371253863e-07,2.44379252170403e-05,7.82010090764426e-05
0.649665260267803,17.3736075079102,9.71959763878097,9.00614081284613e-08,8.1549095493494,"SNRPE",3,8.34739011704499,4.84399521207231e-07,6.01539291143603e-05,0.000218954158866528
-0.783575760555154,15.1552150725319,-7.51084105946212,2.15830064090175e-06,5.20976415925416,"XRCC4",8,-7.88013477136135,9.91861164634544e-07,0.000442422617965619,0.000324516361908552
-2.00128772515614,14.7890412035403,-7.93226916486745,1.12598296701096e-06,5.82360154552959,"PABPC3",1,-7.87047183936486,1.00695919747744e-06,0.000337715188716465,0.000324516361908552
-2.09704522632737,15.0982188659051,-7.90154933251211,1.17978294036541e-06,5.77972732841962,"TMEM179B",1,-7.8694140915999,1.00862650994541e-06,0.000337715188716465,0.000324516361908552
-0.931841299544118,15.7210811021977,-7.50730511119577,2.17032363171546e-06,5.20450371587943,"CERS2",8,-7.72637724917585,1.26316305229465e-06,0.000442422617965619,0.000367048438863986
0.807215959708799,17.1675659817042,7.60141535115131,1.87306088570109e-06,5.34388253090834,"PPCS",11,7.58667370060983,1.57763694025332e-06,0.000442422617965619,0.000425735300326109
-1.31569057618623,14.4572270773374,-7.61676228030892,1.82880101044993e-06,5.36648784897126,"SLC39A6",2,-7.54951995458467,1.67443248664218e-06,0.000442422617965619,0.000425735300326109
-1.19142754471949,14.3821121147113,-7.49636869461888,2.20795795877346e-06,5.18822185609107,"CDC42BPG",2,-7.38019380415579,2.20147699169187e-06,0.000442422617965619,0.000526813908632743
1.00665672782374,14.6061983078086,7.40643768313797,2.54473130693297e-06,5.05366213379578,"MMADHC",1,6.92788274821039,4.65865298014155e-06,0.000485622896749345,0.000861449222701555
-0.710476906348074,15.1999674511469,-6.57325028766684,9.97635604342042e-06,3.74905980355474,"RIOK3",7,-6.83462491893058,5.45589846288601e-06,0.00109210703159257,0.000887806404302534
-1.53873140572463,14.3586679208145,-6.73514246647943,7.59456793671715e-06,4.01081835656584,"TLR9",2,-6.7341972474892,6.47621014456934e-06,0.00101451467573735,0.000940924775705357
-0.74760834055207,18.7572535533861,-7.97579009267742,1.05414868086452e-06,5.88552657388619,"EFHC1",1,-6.53862679605424,9.07883203417746e-06,0.000337715188716465,0.00123112097215517
-0.635063999095216,18.066535229153,-6.58028773266049,9.85802075115343e-06,3.76052187764245,"SLC25A6",12,-6.47334670985807,1.01743751756403e-05,0.00109210703159257,0.00133430829230148
-0.724209657494617,14.9866329457021,-6.36894118754277,1.41484499214284e-05,3.41298919555217,"SLC9A1",4,-6.44977887480093,1.06031048140257e-05,0.00131861169571701,0.00133430829230148
-2.91617181430916,17.0497129222546,-6.40236218333451,1.33572466639811e-05,3.4684010412876,"YIPF4",1,-6.43803437081703,1.08237592046294e-05,0.00127451271572085,0.00133430829230148
1.84661620442601,15.274147626013,6.4160225848024,1.30473127125455e-05,3.49100070991166,"SYNGR1",1,6.40867792638464,1.13965443778619e-05,0.00127451271572085,0.0013635977371705
-0.790111693550216,16.0381280160526,-7.09345714511602,4.20522291025582e-06,4.57593703859509,"SPOCD1",1,-6.38043096843168,1.19776193437896e-05,0.000702189445263823,0.00137893424938579
-0.991228751005606,14.593743828176,-6.67085684972332,8.45979001092648e-06,3.90735720803536,"POLR3H",1,-6.31621480990342,1.34167426073125e-05,0.00109210703159257,0.00143633417704263
0.902804349334025,14.1321728842664,6.83214943626839,6.46039467936313e-06,4.16574495222089,"ALG10",1,6.24295323473602,1.52815023995821e-05,0.000901513673332241,0.00159401883916868
-0.662643104403493,19.2016203633959,-6.51375915392959,1.10381872210989e-05,3.65186184552033,"NACA",7,-6.20839476285153,1.62531780949742e-05,0.00110589598605085,0.00165101494024031
-0.78072101333656,14.2583104766373,-6.93711842829745,5.43091951766705e-06,4.33176962013288,"MAPK1IP1L",1,-6.16018988134512,1.77174679981005e-05,0.000806094800525328,0.00167619756085799
-0.662240161127835,14.6859469804506,-6.03449389059796,2.53801349940443e-05,2.84909482372536,"PHF23",5,-6.08263780402831,2.03687455191633e-05,0.00216694361578409,0.00176428517794781
-0.957371655466247,16.7519949784164,-6.11223764347709,2.21259461584194e-05,2.98169124749978,"ATP6V1D",5,-6.08224156321744,2.03833067641337e-05,0.00201523497506268,0.00176428517794781
-1.2172162959005,14.2206292874153,-6.00684976859105,2.66545287573509e-05,2.80172609013205,"AKR1C2",2,-5.96441432460226,2.52335894011953e-05,0.00217997466227599,0.00205191013948079
-0.80822870154665,16.0728558092976,-6.01469860510067,2.62860466600531e-05,2.81518693649018,"IFITM2",2,-5.88748333368957,2.90370715265331e-05,0.00217997466227599,0.00222878895915349
1.25696599735564,14.3678845025046,5.99046812307406,2.74410807069957e-05,2.77360147830824,"TVP23C",1,5.84302787369476,3.15026619779684e-05,0.00218469749863084,0.00232353903625657
-1.54187892394472,16.3494123023964,-5.87079053104063,3.39749989579705e-05,2.56691239531121,"CNIH4",1,-5.80851693437758,3.35663941237998e-05,0.0023886972718169,0.00239564154982594
-0.70696812501032,14.2805838213447,-6.56779336379544,1.00691386966213e-05,3.74016674392846,"C19orf54",1,-5.77637535745604,3.56150354700857e-05,0.00109210703159257,0.00245568904321232
-0.922415107262061,14.9043527831892,-5.67609657546846,4.82930121339341e-05,2.22611686348069,"ARFIP2",4,-5.75037758790843,3.73670311124393e-05,0.0028912466284353,0.0025172205327669
-0.654369157392523,15.2587485085719,-5.66021628765533,4.97096220360026e-05,2.19807404348935,"TSPAN6",4,-5.74493566073737,3.77449711425183e-05,0.0028912466284353,0.0025172205327669
0.580526908423858,14.6248942394328,5.67729792213833,4.8187569694966e-05,2.22823681189891,"NDUFAF4",5,5.69140453048765,4.16815154692256e-05,0.0028912466284353,0.0026603661554842
0.72013439694577,18.9686312563312,5.68114058876913,4.78519045986564e-05,2.23501633370815,"RPS7",15,5.6769796176919,4.28136317714401e-05,0.0028912466284353,0.00267954290746069
0.648978028995165,14.5212179623228,5.77073655762387,4.06784223410308e-05,2.39247498559129,"DMAC2L",2,5.56451163990318,5.28130600644111e-05,0.00267300285714282,0.00302528660960503
0.661414339787822,16.1992155205848,5.48464821906386,6.85875337683048e-05,1.88561236546804,"PON2",8,5.55566607931668,5.36960204328265e-05,0.00346888017196491,0.00302528660960503
0.67635006830495,14.996557037195,5.43399570760026,7.53206136646457e-05,1.79464796923079,"CUTC",5,5.54334708317199,5.49512989055588e-05,0.00361138630629178,0.00302528660960503
0.749772897689155,19.4480705468154,5.54588525519026,6.12741509494208e-05,1.99509946135312,"ARPC4",13,5.52516234368184,5.68602071528359e-05,0.00327410464424151,0.00302528660960503
-3.21307152212161,15.9555930257549,-5.45305799292879,7.27095397580398e-05,1.82892343880038,"MGST2",1,-5.51234717912677,5.8246685539636e-05,0.00355348151301083,0.00302736507573266
3.31308273027028,17.7035644019823,5.4313070416318,7.56966597461994e-05,1.78980943199115,"PGM5",1,5.48375826699006,6.14676014392526e-05,0.00361138630629178,0.00312570712379615
-0.698634772496712,14.627890732385,-5.56484762645608,5.91777586952989e-05,2.02889413332559,"TMSB15A",2,-5.44689476057092,6.58955224520047e-05,0.00320481754857226,0.00322975676215587
-0.596882194462992,15.1523853866854,-5.34373455472211,8.90739620298053e-05,1.63166245872808,"AGPAT4",4,-5.4238706982219,6.88277287155011e-05,0.00379846813987743,0.00325698113552309
0.721465073230485,15.0451889226229,5.34336366200082,8.91355663603912e-05,1.63099040465985,"RAB33B",4,5.42032349742356,6.92913632774727e-05,0.00379846813987743,0.00325698113552309
-1.01626529158983,14.6466010807679,-5.38400681818258,8.2640886140709e-05,1.70452240386133,"DESI1",3,-5.41757046054486,6.9653427629286e-05,0.00376347304943516,0.00325698113552309
-0.683940093264887,15.919664579206,-5.13748125114197,0.000131196907155295,1.25505832122978,"SEMA7A",14,-5.34538045287664,7.98814509188731e-05,0.00468580466237071,0.00357105513212667
-0.938976320962286,14.5362861776225,-5.36526177725283,8.5573002324727e-05,1.67063707683452,"SIGMAR1",2,-5.33243139466527,8.18748280057478e-05,0.00379846813987743,0.0035949044868381
-0.868678633066244,14.3235445281046,-5.41613439309532,7.78556251539454e-05,1.7624856684985,"DCAF7",2,-5.3251682381844,8.30154006928185e-05,0.00362800654755356,0.0035949044868381
-1.46960004941199,15.2094846006962,-5.26762592925947,0.00010269015720809,1.4933598509611,"RSL24D1",2,-5.3248485303802,8.30659825960965e-05,0.00407459044162024,0.0035949044868381
4.15614214446551,18.3808867159393,5.24859223026186,0.000106421628193723,1.45864930390677,"H2AC4",1,5.31141315795345,8.52207411605826e-05,0.00414065638250464,0.00362781147890962
0.811200040000273,19.1594072708134,5.23311030098439,0.000109560359603539,1.43037992885618,"NNMT",16,5.26184206075362,9.36846348371549e-05,0.00418158247628083,0.00362970284794756
1.13592432895418,15.0362844965624,5.19710161944341,0.000117237333707124,1.36450551829445,"MRPL40",2,5.23596072032003,9.84448621555024e-05,0.00431038390152298,0.00374284015760316
-1.07807494132933,16.2167735883428,-5.17530956871889,0.000122152172362639,1.32455536906191,"ATP5MK",3,-5.1957882690113,0.000106334991959424,0.00445025633276984,0.00398045457856048
-1.99259980111553,14.6075076213833,-5.12927673497149,0.000133248529629709,1.23996052731969,"GIN1",1,-5.15368541677701,0.000115308924299278,0.00468580466237071,0.00422602386092996
0.630828020320362,15.9584595465883,5.01494044718144,0.000165560262530677,1.02865994099962,"PSMG2",9,5.14304735468488,0.000117697901184812,0.00496653634836118,0.00427506476786336
0.99760933389511,15.8271891657611,5.02796516758754,0.000161502326304587,1.05281427885324,"SAAL1",7,5.1165235618571,0.000123879676505577,0.00496653634836118,0.00437201374397781
-0.712946179186213,14.6434108937191,-5.06115291007302,0.000151620842189207,1.11426424190153,"GTF2H1",4,-5.08282704964852,0.000132220192623243,0.0048698045793869,0.0044313550127027
-1.65856125109561,14.5329556057836,-5.06020041512031,0.000151895542606,1.11250256146149,"ZNF845",1,-5.05956225990717,0.00013831537528016,0.0048698045793869,0.00450402726821017
-1.0028807648674,14.9898993853022,-4.99753491854581,0.000171148285031126,0.996348258737402,"PPT2",3,-5.05722880685806,0.000138942522284052,0.00496653634836118,0.00450402726821017
-0.611325201957445,17.8937566585057,-5.01330173206187,0.000166078230651904,1.02561943831321,"TRPV2",17,-5.05515733866269,0.000139501717114102,0.00496653634836118,0.00450402726821017
-0.849315382358576,15.7215014412399,-5.01071359265514,0.00016689971017048,1.02081667172639,"MIEN1",3,-5.04356356243033,0.000142674648527038,0.00496653634836118,0.0045160929761179
0.789551949054504,14.486034061357,5.34842276373487,8.8299060875738e-05,1.64015581534378,"ANAPC13",1,5.04164882041024,0.000143205791457886,0.00379846813987743,0.0045160929761179
0.705288703316551,16.0105070386146,4.97320922191587,0.00017928661815031,0.951126870606851,"LSM6",6,5.02603766059177,0.000147613161406987,0.00498768697037732,0.00451702206780151
0.581822414009302,18.1792984219469,5.15611238964541,0.000126658574896218,1.28931034598157,"ATOX1",8,5.02410373373919,0.000148168814237698,0.00457286242279624,0.00451702206780151
-0.720892659951062,16.7289744412125,-4.89802161746491,0.000207064254055896,0.810895416837893,"DCTN4",12,-4.96864232582831,0.000165057287636289,0.00545931384022255,0.00472040791381494
