PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P45974;P45974-2	USP5	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 5;Isoform Short of Ubiquitin carboxyl-terminal hydrolase 5	UBP5_HUMAN	16	16	16	True	15,089033704826935	14,617132245192666	14,611637224637894	14,403268752284186	14,941191730050535	14,852858547520142	14,75717501881037	14,508201233041637	13,225217735750865	14,491221529539859	14,207574426734128	13,576653181307194	34853,9296875	25130,16015625	25034,625	21667,85546875	31459,142578125	29590,748046875	27691,873046875	23302,56640625	9576,068359375	23029,916015625	18919,34375	12217,4296875
P45984;P45984-2;P45984-3;P45984-4	MAPK9	Homo sapiens	Mitogen-activated protein kinase 9;Isoform Alpha-1 of Mitogen-activated protein kinase 9;Isoform Beta-1 of Mitogen-activated protein kinase 9;Isoform Beta-2 of Mitogen-activated protein kinase 9	MK09_HUMAN	2	2	2	False	11,163760988129555	10,914703555415882	11,235005074964551	10,94564038415823	10,78577132714574	11,085388494380421	10,569248131868683	10,920740191406852	10,598084199655547	9,944545859163915	10,750577478574185	10,040556955680035	2294,177001953125	1930,426025390625	2410,3134765625	1972,2686767578125	1765,39013671875	2172,87353515625	1519,360107421875	1938,5203857421875	1550,0340576171875	985,386474609375	1722,8453369140625	1053,195068359375
P46060	RANGAP1	Homo sapiens	Ran GTPase-activating protein 1	RAGP1_HUMAN	7	7	7	False	13,193588223416862	12,28446181116298	9,964593552390435	12,73048371595535	10,601884224324252	10,5367707076937	10,456007041291281	11,106001674588914	10,9438390192764	11,00799409440044	10,566913887541205	10,251483855330191	9368,408203125	4988,7470703125	999,1749877929688	6796,06396484375	1554,1221923828125	1485,5389404296875	1404,6617431640625	2204,142333984375	1969,8076171875	2059,379638671875	1516,90380859375	1219,001220703125
P46063	RECQL	Homo sapiens	ATP-dependent DNA helicase Q1	RECQ1_HUMAN	5	5	5	False	11,761519986741941	10,862814402741702	10,514865960779161	11,167511710930897	11,848523039299563	11,717215158044361	10,932533139278931	11,225106799013783	10,321166767622326	10,56700362887913	10,706665689398603	11,227446579761754	3471,9248046875	1862,228515625	1463,154052734375	2300,149169921875	3687,74462890625	3366,92333984375	1954,4312744140625	2393,8330078125	1279,32470703125	1516,9981689453125	1671,196533203125	2397,718505859375
P46108	CRK	Homo sapiens	Adapter molecule crk	CRK_HUMAN	8	8	8	True	14,314949938415799	13,63335557924505	14,2918810090581	14,131100210183066	14,149976540652137	14,372180644455185	14,26293915296456	13,692894378016815	13,902552685977897	13,635809437958509	13,253374895611378	13,611551680558774	20381,1796875	12707,173828125	20057,873046875	17942,5859375	18178,890625	21205,9375	19659,501953125	13242,5595703125	15313,884765625	12728,8056640625	9764,80078125	12516,5703125
P46109	CRKL	Homo sapiens	Crk-like protein	CRKL_HUMAN	6	6	6	False	15,058500304223788	14,78832364842529	15,234202156386708	14,919045430728296	15,020179847793537	15,229023697594073	15,25171527919033	14,662636542779738	15,053519428791837	14,808292266899274	14,587994919989384	14,994565962085439	34124,02734375	28296,2578125	38543,55859375	30979,912109375	33229,56640625	38405,45703125	39014,296875	25935,427734375	34006,41796875	28690,634765625	24627,7109375	32644,80859375
P46379	BAG6	Homo sapiens	Large proline-rich protein BAG6	BAG6_HUMAN	4	4	4	True	11,876350194259611	11,864893435538503	12,22690266020324	11,194580883721017	11,850781921698593	12,002258083950972	11,780228161878641	10,663633562547789	11,80669563564546	11,509930209730738	11,109976157026365	11,520414383015229	3759,5654296875	3729,828125	4793,62939453125	2343,714111328125	3693,523193359375	4102,416015625	3517,240234375	1622,0848388671875	3582,362548828125	2916,313720703125	2210,222900390625	2937,583984375
P46459	NSF	Homo sapiens	Vesicle-fusing ATPase	NSF_HUMAN	13	13	13	False	12,777061932190755	12,250511961064067	12,170925975324716	12,045582540596351	12,939666370107641	12,30341273674279	12,500687638125372	11,844737270466583	12,21423788247945	12,694589245845384	13,067913537354187	12,287746333203108	7019,05908203125	4872,72119140625	4611,1982421875	4227,48095703125	7856,474609375	5054,71044921875	5795,38037109375	3678,080322265625	4751,732421875	6629,06298828125	8586,8515625	5000,11767578125
P46776	RPL27A	Homo sapiens	60S ribosomal protein L27a	RL27A_HUMAN	4	4	4	False	15,172438649024583	14,276887868334722	14,385126314296151	14,190528375774022	14,33868307254503	14,249035886877031	14,533293131333986	14,509029665026368	13,268925151580964	14,352098939200674	13,899954467504132	13,068496047668457	36928,28515625	19850,501953125	21397,080078125	18697,119140625	20719,234375	19470,953125	23711,3984375	23315,951171875	9870,62109375	20912,8046875	15286,330078125	8590,3193359375
P46777	RPL5	Homo sapiens	60S ribosomal protein L5	RL5_HUMAN	12	12	13	True	15,596391904698844	15,196662754592843	14,825419330207414	15,042944484369007	14,752727516488962	15,073196235179342	14,495772823507854	14,988841548088944	12,342976781249916	14,579122663795403	14,029778735151078	12,975690736896237	49542,94140625	37553,578125	29033,267578125	33758,0625	27606,63671875	34473,40625	23102,68359375	32515,53515625	5195,24755859375	24476,720703125	16725,697265625	8055,1220703125
P46778	RPL21	Homo sapiens	60S ribosomal protein L21	RL21_HUMAN	4	4	5	False	15,017704709408994	13,60745087648781	13,746290937022742	13,83037758104763	14,013319606190235	12,692559102752758	13,220477377075662	12,871130482947759	12,683103309443513	13,475701646676486	13,296921246591028	6,016017274725126	33172,60546875	12481,04296875	13741,8720703125	14566,6103515625	16535,96484375	6619,7412109375	9544,6552734375	7491,9755859375	6576,49560546875	11391,7490234375	10064,03515625	64,71450805664062
P46779;P46779-2;P46779-3;P46779-4;P46779-5	RPL28	Homo sapiens	60S ribosomal protein L28;Isoform 2 of 60S ribosomal protein L28;Isoform 3 of 60S ribosomal protein L28;Isoform 4 of 60S ribosomal protein L28;Isoform 5 of 60S ribosomal protein L28	RL28_HUMAN	7	7	7	True	15,048726822940163	14,29372281208929	14,466255859819604	14,440303096558042	14,201489209031223	13,973216157454226	14,105932479819534	14,336701861421217	13,051623844100478	14,074465547596695	13,953442496605426	13,28034940308967	33893,63671875	20083,49609375	22634,814453125	22231,275390625	18839,7109375	16082,634765625	17632,29296875	20690,80078125	8490,44140625	17251,875	15863,708984375	9949,09375
P46781	RPS9	Homo sapiens	40S ribosomal protein S9	RS9_HUMAN	11	11	11	True	15,714631440974534	15,4956789059029	15,575930998520752	15,089826090944829	15,462634318026998	15,042405839539477	15,254600192300803	15,46121313404111	14,49253389524533	14,983011933895417	15,183906411318317	14,652708234973687	53774,3828125	46202,359375	48845,26171875	34873,078125	45156,1328125	33745,4609375	39092,390625	45111,671875	23050,875	32384,412109375	37222,9921875	25757,55859375
P46782	RPS5	Homo sapiens	40S ribosomal protein S5	RS5_HUMAN	5	5	5	True	12,744463404261056	12,76392514330341	12,771813846621052	11,832723839181655	12,9130697283297	12,228290263028564	12,33249485401957	12,123237649599275	11,768522873133987	12,128641329834549	12,004774584114159	11,404557817599471	6862,23779296875	6955,435546875	6993,572265625	3647,579833984375	7712,96435546875	4798,2421875	5157,63818359375	4461,2666015625	3488,818603515625	4478,0078125	4109,578125	2710,903076171875
P46783	RPS10	Homo sapiens	40S ribosomal protein S10	RS10_HUMAN	9	9	9	True	15,123078318131343	14,694590733562134	14,694218012566166	13,969979816162102	14,521554794104132	14,47550313361386	14,38957160626347	13,798333951918194	13,960137456319627	13,859432130747736	13,483317368087569	13,367104491910728	35686,19140625	26516,279296875	26509,4296875	16046,59765625	23519,255859375	22780,36328125	21463,111328125	14246,638671875	15937,4970703125	14862,9423828125	11452,04296875	10565,7275390625
P46821	MAP1B	Homo sapiens	Microtubule-associated protein 1B	MAP1B_HUMAN	51	52	54	False	16,450012183649783	15,625880818947955	15,41693627054859	15,949935506811736	15,158435262285275	15,858907838023502	15,612339844824024	15,636162478410471	14,741440446180102	15,597739103526617	15,212689625960259	15,190653004063261	89525,5703125	50566,02734375	43748,20703125	63300,7734375	36571,578125	59430,16796875	50093,640625	50927,68359375	27391,49609375	49589,2265625	37973,0859375	37397,46875
P46926	GNPDA1	Homo sapiens	Glucosamine-6-phosphate isomerase 1	GNPI1_HUMAN	5	5	5	False	13,720863590733346	13,580488033193854	13,608679296882293	12,660009280228701	13,756482822623353	13,91728402167226	13,216363396709237	13,367927126368295	14,427216152922982	13,382381145500792	13,70982793358229	13,966140247583283	13501,794921875	12249,9482421875	12491,6748046875	6472,06005859375	13839,294921875	15471,0556640625	9517,4765625	10571,75390625	22030,5234375	10678,2021484375	13398,9091796875	16003,9482421875
P46934-4	NEDD4	Homo sapiens	Isoform 4 of E3 ubiquitin-protein ligase NEDD4	NEDD4_HUMAN	2	2	2	False	10,090274302742102	10,454574039590499	10,066700354067693	9,826897756168352	8,672531737981481	9,236922056725302	NaN	9,838023982479546	9,403434288161828	NaN	9,022897401212829	NaN	1090,122314453125	1403,2672119140625	1072,4542236328125	908,2198486328125	408,03009033203125	603,3795776367188	NaN	915,251220703125	677,1981811523438	NaN	520,19091796875	NaN
P46937;P46937-9	YAP1	Homo sapiens	Transcriptional coactivator YAP1;Isoform 9 of Transcriptional coactivator YAP1	YAP1_HUMAN	7	7	7	False	15,15728740825868	14,392108276716195	14,922607811302989	14,644304100645464	14,658920326644388	15,108737240952216	14,864392851515362	14,503718272789666	14,505384296163223	14,710196328632419	14,470996162056043	14,340809593172168	36542,4921875	21500,8828125	31056,50390625	25607,94921875	25868,70703125	35333,2109375	29828,2734375	23230,26953125	23257,111328125	26804,662109375	22709,30859375	20749,796875
P46939;P46939-2	UTRN	Homo sapiens	Utrophin;Isoform 2 of Utrophin	UTRN_HUMAN	28	28	28	False	13,282784863100323	13,165329498664544	13,118948832955775	12,963345563420338	13,241645432246862	13,235871369068493	13,32893263328438	13,22136305742878	12,733168659816213	13,28178177554277	13,294534934664716	12,908914534685461	9965,9033203125	9186,6904296875	8896,0478515625	7986,48828125	9685,732421875	9647,044921875	10289,837890625	9550,5166015625	6808,7236328125	9958,9765625	10047,40234375	7690,78173828125
P46940	IQGAP1	Homo sapiens	Ras GTPase-activating-like protein IQGAP1	IQGA1_HUMAN	53	56	57	False	16,033668661119894	15,999189820260481	15,914936808315282	15,869460460163115	16,358852110841365	15,738988720332928	15,903011142583699	15,864846218050047	16,22051280292281	16,042322837628628	16,152010591869143	16,090378660845147	67083,421875	65499,20703125	61783,62109375	59866,46484375	84043,703125	54689,97265625	61275,0078125	59675,296875	76359,1171875	67487,0390625	72818,15625	69772,875
P46976;P46976-2	GYG1	Homo sapiens	Glycogenin-1;Isoform GN-1 of Glycogenin-1	GLYG_HUMAN	7	7	7	False	15,13255087521317	15,111956276103514	15,09637849537484	14,70561055796361	15,335095217187126	15,31251628927462	14,766724416128094	14,854527343331558	15,46737407590263	14,809100619540391	15,178526569734755	15,099875562952109	35921,2734375	35412,13671875	35031,82421875	26719,595703125	41335,54296875	40693,65625	27875,77734375	29624,99609375	45304,73046875	28706,71484375	37084,4453125	35116,84375
P46977;P46977-2	STT3A	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A;Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A_HUMAN	3	3	3	False	NaN	11,153532704292163	9,971402869394295	10,467345838735135	10,438333740985522	8,336504108157575	10,411946155156816	11,57816397008604	10,588534625970029	11,069778512780472	11,822633941409736	11,442379124234327	NaN	2277,969482421875	1003,902099609375	1415,7451171875	1387,559326171875	323,24945068359375	1362,410888671875	3057,5576171875	1539,807861328125	2149,48974609375	3622,158447265625	2782,9111328125
P47224	RABIF	Homo sapiens	Guanine nucleotide exchange factor MSS4	MSS4_HUMAN	2	2	2	True	14,188072646255804	13,205167109508057	13,954421578975733	13,31343208763432	13,73869604288526	14,15627183065093	14,275148651917743	13,330265341919365	13,37875682321676	13,313685611873613	12,709919515452777	13,011201657778365	18665,3203125	9443,900390625	15874,478515625	10179,8740234375	13669,7197265625	18258,388671875	19826,5859375	10299,34765625	10651,41015625	10181,6630859375	6699,8798828125	8255,853515625
P47755	CAPZA2	Homo sapiens	F-actin-capping protein subunit alpha-2	CAZA2_HUMAN	8	8	10	False	16,95687577354855	16,93754399317137	17,06003586202361	16,845981161759738	17,072097267170932	17,094261034905244	16,55799719241608	16,520180916075553	16,912111153952495	16,84082084622525	16,766070362764744	16,931516811711173	127212,046875	125518,8046875	136641,46875	117800,09375	137788,625	139921,78125	96483,671875	93987,4765625	123325,4609375	117379,4921875	111452,5703125	124995,515625
P47756-2	CAPZB	Homo sapiens	Isoform 2 of F-actin-capping protein subunit beta	CAPZB_HUMAN	17	19	21	False	17,249056436441325	17,104569641497097	17,264701015271243	17,103676639426787	17,407565357252118	17,51161212060568	17,232515493662262	17,170587555762086	17,361049027637424	17,475250159944295	17,430361941380664	17,46884301446685	155769,84375	140925,15625	157468,203125	140837,953125	173859,859375	186861,796875	153994,09375	147523,734375	168343,5625	182210,953125	176628,90625	181403,53125
P47895	ALDH1A3	Homo sapiens	Aldehyde dehydrogenase family 1 member A3	AL1A3_HUMAN	7	7	7	False	12,003167536298326	11,467509283226146	11,245835992516687	11,390975268468278	11,320949525766267	10,86335656303249	11,41427360811739	11,188527122805269	10,955701427276251	11,261225361807382	11,759016204567011	11,45000702183869	4105,0029296875	2831,81103515625	2428,476806640625	2685,50048828125	2558,26416015625	1862,928466796875	2729,22119140625	2333,900146484375	1986,0709228515625	2454,520263671875	3465,904541015625	2797,6640625
P47897;P47897-2	QARS1	Homo sapiens	Glutamine--tRNA ligase;Isoform 2 of Glutamine--tRNA ligase	SYQ_HUMAN	7	7	7	False	12,489508559281868	11,568156650797045	11,63451451208929	11,55541424933721	12,241103784831662	11,9238840931354	11,650500693884055	11,244389097208321	11,968183024105459	11,248733977145497	11,437907477743458	11,413094980936645	5750,64697265625	3036,422119140625	3179,346435546875	3009,721435546875	4841,04833984375	3885,498779296875	3214,77197265625	2426,04248046875	4006,65625	2433,35986328125	2774,298828125	2726,992431640625
P47914	RPL29	Homo sapiens	60S ribosomal protein L29	RL29_HUMAN	2	2	2	True	16,54617371120003	14,88530547108668	16,03716318033746	15,603922170793878	15,255595700463228	15,09693435084919	15,342715333613217	15,229217231606837	14,599321412708148	15,264278078114831	14,416943741934757	5,419650987700855	95696,1796875	30263,798828125	67246,109375	49802,2109375	39119,375	35045,32421875	41554,44921875	38410,609375	24821,822265625	39355,51171875	21874,216796875	42,80332565307617
P47929	LGALS7	Homo sapiens	Galectin-7	LEG7_HUMAN	1	1	1	False	8,081406880529018	10,262264492078945	6,703393101325909	8,759963642554151	NaN	NaN	NaN	6,632965253656329	NaN	NaN	NaN	NaN	270,8606262207031	1228,1444091796875	104,21311950683594	433,5226745605469	NaN	NaN	NaN	99,24794006347656	NaN	NaN	NaN	NaN
P47989	XDH	Homo sapiens	Xanthine dehydrogenase/oxidase	XDH_HUMAN	2	2	2	False	11,5670486715863	12,31667831224019	10,49349561189292	11,53166451804907	10,869567958286773	2,183327950803885	7,233722940360936	10,503051348638976	10,248440401254175	10,243902942147908	10,190376757801845	10,832481929123553	3034,091064453125	5101,40283203125	1441,640380859375	2960,580810546875	1870,9664306640625	4,542000770568848	150,51077270507812	1451,2208251953125	1216,432373046875	1212,612548828125	1168,4471435546875	1823,484130859375
P48047	ATP5PO	Homo sapiens	ATP synthase subunit O, mitochondrial	ATPO_HUMAN	3	3	3	False	11,857010164521785	12,3299088144987	10,920297604087464	11,793152992108524	12,015174773778696	12,067076679700685	11,785146412983964	12,227542060414871	11,704742598159914	12,224957300474435	12,435697726242369	10,542375625011621	3709,5029296875	5148,4013671875	1937,92578125	3548,89208984375	4139,310546875	4290,93603515625	3529,251220703125	4795,75439453125	3337,940673828125	4787,169921875	5540,10546875	1491,321533203125
P48059;P48059-2;P48059-3;P48059-4;P48059-5	LIMS1	Homo sapiens	LIM and senescent cell antigen-like-containing domain protein 1;Isoform 2 of LIM and senescent cell antigen-like-containing domain protein 1;Isoform 3 of LIM and senescent cell antigen-like-containing domain protein 1;Isoform 4 of LIM and senescent cell antigen-like-containing domain protein 1;Isoform 5 of LIM and senescent cell antigen-like-containing domain protein 1	LIMS1_HUMAN	4	4	4	False	13,092195478638567	13,020485762521965	12,422856531483005	12,867663905858445	13,173709155990721	12,578404480693182	13,120850889188057	12,537277892809728	12,794733742032838	12,78326974494709	12,738893503623197	12,604908798987898	8732,599609375	8309,1533203125	5491,0126953125	7473,9951171875	9240,205078125	6116,134765625	8907,7841796875	5944,2451171875	7105,5654296875	7049,32666015625	6835,79541015625	6229,53515625
P48061;P48061-2;P48061-3;P48061-4;P48061-5;P48061-6	CXCL12	Homo sapiens	Stromal cell-derived factor 1;Isoform Alpha of Stromal cell-derived factor 1;Isoform Gamma of Stromal cell-derived factor 1;Isoform Delta of Stromal cell-derived factor 1;Isoform Epsilon of Stromal cell-derived factor 1;Isoform Theta of Stromal cell-derived factor 1	SDF1_HUMAN	2	2	2	False	15,893497442508659	15,92872636732407	15,055223675720713	15,758507281443935	16,18685643259998	14,695847518523868	16,658764118915453	15,390976186562506	16,083378040102364	16,245459425743604	15,676947689569289	15,354837193215053	60872,265625	62376,9921875	34046,61328125	55434,9140625	74598,3671875	26539,388671875	103463,625	42968,03515625	69435,125	77690,9765625	52387,9609375	41905,0703125
P48147	PREP	Homo sapiens	Prolyl endopeptidase	PPCE_HUMAN	10	10	10	False	13,571354894279681	13,443290993373001	13,523605624034435	13,29987764093274	13,435613548511716	13,34497783521019	13,46285781918471	13,391352424856466	13,416635966084568	13,26856855579436	13,269657195737539	12,840980618572878	12172,6435546875	11138,6826171875	11776,3564453125	10084,6796875	11079,564453125	10404,9169921875	11290,7822265625	10744,810546875	10934,775390625	9868,181640625	9875,630859375	7337,03076171875
P48163	ME1	Homo sapiens	NADP-dependent malic enzyme	MAOX_HUMAN	12	12	12	False	13,698688348401214	14,083755071751153	13,980802105634405	13,220370651453353	14,579226037986189	13,920809324895648	13,410660442992711	13,762162213680298	14,875321149747181	13,557256491332659	14,350298515874604	14,465828553581673	13295,849609375	17363,318359375	16167,4228515625	9543,94921875	24478,474609375	15508,90625	10889,578125	13893,8828125	30055,078125	12054,2685546875	20886,72265625	22628,111328125
P48307;P48307-2	TFPI2	Homo sapiens	Tissue factor pathway inhibitor 2;Isoform 2 of Tissue factor pathway inhibitor 2	TFPI2_HUMAN	2	2	2	True	13,342312220875405	13,13862569614284	13,22384911579532	13,872581233549306	12,345010602943201	14,092841968081053	12,526855475110466	13,407133794937645	12,775320920610593	12,191675092250597	11,831906879874852	12,068666442012171	10385,7099609375	9018,2119140625	9566,98828125	14999,0263671875	5202,57666015625	17473,02734375	5901,45703125	10862,9912109375	7010,59375	4677,99658203125	3645,514892578125	4295,6669921875
P48444	ARCN1	Homo sapiens	Coatomer subunit delta	COPD_HUMAN	26	26	29	True	15,458856393992608	14,882453121374649	14,779165874166232	14,829016476319216	14,73815061815485	14,997894686837066	14,44464552297923	14,845677155935045	13,692482694631769	14,677491153311383	14,330464225685542	14,087242686660346	45038,0390625	30204,0234375	28117,2109375	29105,748046875	27329,10546875	32720,216796875	22298,291015625	29443,818359375	13238,78125	26203,849609375	20601,53515625	17405,34375
P48506	GCLC	Homo sapiens	Glutamate--cysteine ligase catalytic subunit	GSH1_HUMAN	1	1	1	False	12,047260066531953	12,047000063684429	12,327616782414061	11,956716283775812	11,82906613963391	11,862416871883966	12,494936131622241	11,754730951239232	12,318760138461464	11,922700080996519	12,0432960144676	12,544286001349816	4232,3994140625	4231,63671875	5140,228515625	3974,93701171875	3638,34375	3723,430908203125	5772,322265625	3455,625	5108,76953125	3882,311279296875	4220,7861328125	5973,1904296875
P48507;P48507-2	GCLM	Homo sapiens	Glutamate--cysteine ligase regulatory subunit;Isoform 2 of Glutamate--cysteine ligase regulatory subunit	GSH0_HUMAN	2	2	2	False	12,83439881018788	12,93344213444436	12,538059597152346	12,600922172581638	13,161339047573263	12,396024206091163	12,55220834677627	12,377009512372783	12,692417989325902	12,691584116761463	12,059501416515854	12,670519027870208	7303,63427734375	7822,65234375	5947,466796875	6212,3447265625	9161,3154296875	5389,83056640625	6006,08154296875	5319,2587890625	6619,09375	6615,26904296875	4268,46435546875	6519,3798828125
P48509	CD151	Homo sapiens	CD151 antigen	CD151_HUMAN	3	3	3	True	13,32271102260667	13,539822977255017	13,150328352211229	13,49651419201782	13,950036015677245	13,258449868340213	14,122970297494478	13,913655230684583	14,447069096952598	14,518527099896396	14,845618203732801	14,811872459599758	10245,55859375	11909,4814453125	9091,662109375	11557,279296875	15826,2958984375	9799,2109375	17841,759765625	15432,1904296875	22335,78125	23469,94921875	29442,615234375	28761,921875
P48556	PSMD8	Homo sapiens	26S proteasome non-ATPase regulatory subunit 8	PSMD8_HUMAN	4	4	4	False	13,522770080197336	13,626749524331515	13,562540103666311	13,047525181234077	13,954566768927439	13,332823023424595	13,637423974917112	13,361886496625347	13,459111632884197	13,32093300413455	13,461955740594675	13,529179235583241	11769,5380859375	12649,12109375	12098,49609375	8466,3544921875	15876,076171875	10317,623046875	12743,05859375	10527,58203125	11261,501953125	10232,939453125	11283,724609375	11821,9404296875
P48637	GSS	Homo sapiens	Glutathione synthetase	GSHB_HUMAN	12	13	14	False	13,599032703436604	13,451294510197094	13,691714344629464	13,225684047564474	14,030825391066271	14,092997095349139	13,529393020015231	13,5995820302071	14,162377190693238	13,560243143497152	13,825879287777122	14,085973552861676	12408,427734375	11200,6474609375	13231,732421875	9579,1640625	16737,8359375	17474,90625	11823,6923828125	12413,1533203125	18335,8203125	12079,2490234375	14521,2626953125	17390,0390625
P48643	CCT5	Homo sapiens	T-complex protein 1 subunit epsilon	TCPE_HUMAN	17	17	17	False	14,099023647676225	13,950564884959729	13,490781116308996	13,673999547134953	14,269474005498	13,801183978034404	13,779082593172678	13,848720829185517	13,819441604627844	13,883930746997848	14,114565103592222	13,636849055136885	17548,056640625	15832,0986328125	11511,443359375	13070,25390625	19748,75390625	14274,810546875	14057,7939453125	14753,0009765625	14456,609375	15117,4873046875	17738,115234375	12737,9814453125
P48723	HSPA13	Homo sapiens	Heat shock 70 kDa protein 13	HSP13_HUMAN	9	9	9	False	14,936460470070717	16,13314534882167	15,22039678003264	15,224491636858914	15,88576767202133	14,998460708310667	15,601210390650545	15,994005231814027	15,862150465860879	15,302525835111327	16,09983929416798	15,459134151795038	31356,142578125	71872,15625	38176,48828125	38285	60546,9921875	32733,056640625	49708,6875	65264,24609375	59563,89453125	40412,83203125	70231,921875	45046,7109375
P48729;P48729-2;P48729-3	CSNK1A1	Homo sapiens	Casein kinase I isoform alpha;Isoform 2 of Casein kinase I isoform alpha;Isoform 3 of Casein kinase I isoform alpha	KC1A_HUMAN	1	1	1	False	11,912812331619072	10,946646278779305	11,286225383993617	11,1174091141829	11,61203088713164	10,662030717742931	14,537335723582345	9,870517396819846	10,56236949287486	11,712710760500663	11,90196302761817	12,316430285428106	3855,794189453125	1973,644287109375	2497,424560546875	2221,6396484375	3130,18212890625	1620,28369140625	23777,93359375	936,0990600585938	1512,1331787109375	3356,427490234375	3826,90673828125	5100,52587890625
P48735;P48735-2	IDH2	Homo sapiens	Isocitrate dehydrogenase [NADP], mitochondrial;Isoform 2 of Isocitrate dehydrogenase [NADP], mitochondrial	IDHP_HUMAN	6	6	6	False	11,912808586331522	11,65393447602921	11,085296743470156	11,526918977111622	11,737291602038704	11,012384818088686	11,852573131506945	11,574512918565256	11,495934664566612	11,632782917679375	12,170930863874425	11,231550653833429	3855,7841796875	3222,4326171875	2172,7353515625	2950,8583984375	3414,104736328125	2065,65673828125	3698,11181640625	3049,82958984375	2888,159423828125	3175,53271484375	4611,2138671875	2404,549072265625
P48739;P48739-3	PITPNB	Homo sapiens	Phosphatidylinositol transfer protein beta isoform;Isoform 3 of Phosphatidylinositol transfer protein beta isoform	PIPNB_HUMAN	15	16	16	False	14,8107724413447	14,793183957154573	14,843006578854826	14,392625058749486	15,156904587211372	14,968010272909282	14,479138453537317	14,694994698155275	15,191791038835078	14,594858189875179	14,898839656221496	15,161254924189372	28740	28391,74609375	29389,365234375	21508,5859375	36532,796875	32049,412109375	22837,837890625	26523,705078125	37426,98046875	24745,150390625	30549,044921875	36643,125
P48740-2	MASP1	Homo sapiens	Isoform 2 of Mannan-binding lectin serine protease 1	MASP1_HUMAN	9	9	9	False	18,242305085744665	18,671704318464865	18,679020421522605	18,50505883153129	18,398123911707465	18,561983127519902	18,086483543237716	18,47348293191312	18,86810051051153	18,080446884226273	18,315445905713712	18,437530235096204	310085,1875	417583,25	419706,25	372029,84375	345451,5625	387002,4375	278339	363975,78125	478480,46875	277176,78125	326211	355017,40625
P48745	CCN3	Homo sapiens	CCN family member 3	CCN3_HUMAN	11	11	13	True	14,802837291805034	15,244172322492794	15,690684872312543	16,524299229244203	15,73465887395476	16,140505279644184	16,587356575494617	16,327385158323498	16,444267257552294	17,1997806126271	16,68771600916219	16,29583996520083	28582,357421875	38810,84765625	52889,17578125	94256,15625	54526,08203125	72239,75	98467,265625	82230,453125	89169,78125	150539,296875	105560,8984375	80451,9609375
