PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
A0A075B6H7;A0A0C4DH55;P01624	IGKV3-7;IGKV3D-7;IGKV3-15	Homo sapiens	Probable non-functional immunoglobulin kappa variable 3-7;Immunoglobulin kappa variable 3D-7;Immunoglobulin kappa variable 3-15	KV37_HUMAN;KVD07_HUMAN;KV315_HUMAN	1	1	1	False	18,387400373367488	18,845685003286786	18,062308055265465	18,692408517417565	18,209962418826414	18,688914465386052	18,739110617402314	18,315637307912798	17,992060801866884	18,4817566965913	18,26521670482493	19,051274337578054	342893,34375	471103,65625	273713,6875	423619,21875	303210,96875	422594,5	437556,75	326254,28125	260705,375	366069,15625	315049	543256,625
A0A075B6I0	IGLV8-61	Homo sapiens	Immunoglobulin lambda variable 8-61	LV861_HUMAN	1	1	1	False	14,085005728041297	14,031714494017528	13,438198310062562	14,233527815673046	13,789187551825039	10,57942666407953	14,300982565001682	13,517947221524453	13,688238354934402	14,204530996526966	13,817341071031745	13,667380123088822	17378,376953125	16748,154296875	11099,4326171875	19262,7734375	14156,603515625	1530,117431640625	20184,8125	11730,2587890625	13199,890625	18879,474609375	14435,576171875	13010,421875
A0A075B6J2	IGLV2-33	Homo sapiens	Probable non-functional immunoglobulin lambda variable 2-33	LV233_HUMAN	1	1	1	False	13,366376380467752	14,30988333450704	13,01850617398077	12,699181738535733	13,879671115100763	14,241722960081661	13,715803356679592	13,665204696079954	13,93436531630292	13,833612811929122	NaN	NaN	10560,396484375	20309,728515625	8297,759765625	6650,19873046875	15072,91796875	19372,505859375	13454,5205078125	12990,818359375	15655,3193359375	14599,3125	NaN	NaN
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	GAL3B_HUMAN;GAL3A_HUMAN	4	4	4	False	12,234615145928535	12,84884372985808	12,416619087401758	12,487238361929142	12,325814067318486	11,863636073238064	12,10083859886389	12,115063817739212	12,309756104677485	12,054546689765425	12,006086165103312	12,445748914953022	4819,32421875	7377,12890625	5467,32373046875	5741,60498046875	5133,8095703125	3726,578857421875	4392,53662109375	4436,06201171875	5076,984375	4253,830078125	4113,31591796875	5578,837890625
A0A0C4DH25	IGKV3D-20	Homo sapiens	Immunoglobulin kappa variable 3D-20	KVD20_HUMAN	1	1	1	False	16,116887103527326	16,578752735330863	15,60611780470238	16,531886023290593	16,00319310528608	16,320891699227463	16,43949865796026	16,028271665730344	15,833477411441562	16,044035016587596	16,03852235193601	16,76494294398036	71066,75	97881,78125	49878,0625	94753,1328125	65681,2109375	81861,171875	88875,53125	66832,9375	58391,76953125	67567,1796875	67309,4921875	111365,5078125
A0A1B0GVG4	CCDC194	Homo sapiens	Coiled-coil domain-containing protein 194	CC194_HUMAN	1	1	1	False	11,05918847847341	10,07008801558277	10,65023180091422	10,674738063506421	10,640424566305757	10,315140162307355	10,524800895411646	9,891197136911519	NaN	10,524773640625627	9,685280063015412	NaN	2133,769287109375	1074,9754638671875	1607,08642578125	1634,6182861328125	1596,19873046875	1273,99169921875	1473,2646484375	949,6138305664062	NaN	1473,23681640625	823,30322265625	NaN
A0FGR8;A0FGR8-2;A0FGR8-4;A0FGR8-6	ESYT2	Homo sapiens	Extended synaptotagmin-2;Isoform 2 of Extended synaptotagmin-2;Isoform 4 of Extended synaptotagmin-2;Isoform 6 of Extended synaptotagmin-2	ESYT2_HUMAN	1	1	1	False	11,239551478353077	11,714052622133382	10,760263612763946	11,925473671376636	11,406851549762479	11,63267887380928	11,634860338043206	12,127872187529851	11,480381848553135	11,788221574503025	12,148736146864149	NaN	2417,921142578125	3359,55078125	1734,4512939453125	3889,7822265625	2715,216552734375	3175,3037109375	3180,108642578125	4475,62109375	2857,191162109375	3536,781982421875	4540,81689453125	NaN
A1L4H1	SSC5D	Homo sapiens	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SRCRL_HUMAN	20	21	22	True	16,555184154732526	17,123598093820927	16,3960754388602	17,011268040065794	15,462881777053058	16,047224614357265	15,595184735956444	16,83690184912372	15,70013244503001	15,330935883674675	15,548057895651038	15,255560117265402	96295,7265625	142796,203125	86240,3515625	132099,734375	45163,87890625	67716,7265625	49501,50390625	117061,0703125	53236,66015625	41216,54296875	47910,62109375	39118,41015625
A1X283	SH3PXD2B	Homo sapiens	SH3 and PX domain-containing protein 2B	SPD2B_HUMAN	15	15	15	False	13,86502544743585	13,545013469343779	14,116144990549875	13,55284332122065	13,995197051699435	13,967172070053865	13,995471993741806	13,839298473079806	13,954530029085856	13,816290535265797	13,919300262850504	13,793663929613269	14920,677734375	11952,40625	17757,55078125	12017,451171875	16329,5458984375	16015,3984375	16332,658203125	14656,9619140625	15875,671875	14425,068359375	15492,6923828125	14200,5966796875
A5D8V6	VPS37C	Homo sapiens	Vacuolar protein sorting-associated protein 37C	VP37C_HUMAN	1	1	1	False	12,619881663179347	12,59277397806157	13,071826485070375	12,940373733280577	12,72177790894372	13,214319417282614	13,03421343253514	12,68870332160506	NaN	13,11259890398737	12,870724233180441	12,355843717660932	6294,5244140625	6177,35693359375	8610,1728515625	7860,32763671875	6755,17724609375	9504,001953125	8388,5947265625	6602,07275390625	NaN	8856,978515625	7489,8662109375	5241,78955078125
A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	MP3B2_HUMAN;MLP3B_HUMAN	1	1	2	True	14,42081926283215	13,705323686877815	15,004733101228885	13,416956881175194	14,433849264030139	12,8791191562891	8,076859950057733	12,961855821265623	13,645795950138638	11,790636250672105	13,122914388900869	11,466840461696144	21933,056640625	13357,1416015625	32875,6796875	10937,2080078125	22132,046875	7533,576171875	270,00830078125	7978,24560546875	12817,2216796875	3542,70654296875	8920,5341796875	2830,49853515625
A6NCN2	KRT87P	Homo sapiens	Putative keratin-87 protein	KR87P_HUMAN	1	1	1	False	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	4	4	4	False	14,336258921847797	13,932910282797767	14,147166254716401	13,625935204980037	14,264868781311204	14,252250070085521	14,00319276208119	13,615628402287788	14,422835491801866	13,659324601724895	13,950288547798253	14,10135105751765	20684,44921875	15639,5380859375	18143,513671875	12641,9833984375	19685,814453125	19514,380859375	16420,298828125	12551,9892578125	21963,73046875	12937,978515625	15829,06640625	17576,388671875
A6NGH7	CCDC160	Homo sapiens	Coiled-coil domain-containing protein 160	CC160_HUMAN	1	1	1	True	13,280252255999496	14,388943800737358	13,234194991985097	13,780215744323058	12,970393204372526	14,359327986795103	13,618873643841196	13,678040539435727	12,950062899944095	14,215578618832822	13,925564490345502	15,020752113259883	9948,423828125	21453,7734375	9635,841796875	14068,83984375	8025,59814453125	21017,857421875	12580,255859375	13106,9150390625	7913,29541015625	19024,6015625	15560,1083984375	33242,75
A6NHY2	ANKDD1B	Homo sapiens	Ankyrin repeat and death domain-containing protein 1B	AKD1B_HUMAN	1	1	1	False	10,0957318187578	8,654066835483253	NaN	8,789326874748456	8,784589020227909	9,727535577446075	10,825342947527735	NaN	11,659478353348742	10,17610937052554	9,275092228987036	11,208203095829267	1094,25390625	402,8410339355469	NaN	442,43658447265625	440,9859924316406	847,7738037109375	1814,483154296875	NaN	3234,83935546875	1156,9488525390625	619,5565795898438	2365,94873046875
A6NJZ7;A6NNM3;Q9UFD9	RIMBP3C;RIMBP3B;RIMBP3	Homo sapiens	RIMS-binding protein 3C;RIMS-binding protein 3B;RIMS-binding protein 3A	RIM3C_HUMAN;RIM3B_HUMAN;RIM3A_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	-0,018890485710359995	1,1102317473511298	NaN	NaN	0	NaN	0,29793023418225845	NaN	NaN	NaN	NaN	NaN	0,9869914650917053	2,1588032245635986	NaN	NaN	1	NaN	1,229379415512085
A6NKT7;O14715;P49792;Q7Z3J3;Q99666	RGPD3;RGPD8;RANBP2;RGPD4;RGPD5	Homo sapiens	RanBP2-like and GRIP domain-containing protein 3;RANBP2-like and GRIP domain-containing protein 8;E3 SUMO-protein ligase RanBP2;RanBP2-like and GRIP domain-containing protein 4;RANBP2-like and GRIP domain-containing protein 5/6	RGPD3_HUMAN;RGPD8_HUMAN;RBP2_HUMAN;RGPD4_HUMAN;RGPD5_HUMAN	2	2	2	False	10,73219558646072	9,830907412370385	8,375017815245062	7,06625641977523	NaN	9,221481952777392	NaN	NaN	NaN	NaN	NaN	NaN	1701,033203125	910,74755859375	331,9950256347656	134,01553344726562	NaN	596,9564819335938	NaN	NaN	NaN	NaN	NaN	NaN
A6NNM8;A6NNM8-2	TTLL13P	Homo sapiens	Tubulin polyglutamylase TTLL13P;Isoform 2 of Tubulin polyglutamylase TTLL13P	TTL13_HUMAN	1	1	1	False	11,874241738934373	10,226975694277344	11,385277353869418	13,069561706584418	11,365373842507081	12,675308207191382	12,050935869516339	12,199923010586394	11,181940214582415	12,88322611011914	12,201934844275128	13,24392066035204	3754,074951171875	1198,468017578125	2674,9150390625	8596,6669921875	2638,26513671875	6541,0576171875	4243,19677734375	4704,8173828125	2323,2685546875	7555,052734375	4711,3828125	9701,01953125
A7E2V4;A7E2V4-2;A7E2V4-3;A7E2V4-4;A7E2V4-5	ZSWIM8	Homo sapiens	Zinc finger SWIM domain-containing protein 8;Isoform 2 of Zinc finger SWIM domain-containing protein 8;Isoform 3 of Zinc finger SWIM domain-containing protein 8;Isoform 4 of Zinc finger SWIM domain-containing protein 8;Isoform 5 of Zinc finger SWIM domain-containing protein 8	ZSWM8_HUMAN	1	1	1	False	NaN	11,217185770721139	9,571933255112258	NaN	9,400546455728742	NaN	NaN	10,258579978877838	7,681735982169165	NaN	9,16428196817519	8,963021112293632	NaN	2380,725830078125	761,0952758789062	NaN	675,843994140625	NaN	NaN	1225,0118408203125	205,32080078125	NaN	573,7514038085938	499,04327392578125
B1AKI9	ISM1	Homo sapiens	Isthmin-1	ISM1_HUMAN	1	1	1	False	11,711922557549084	10,514827925435181	11,456892673018412	11,343724926842464	NaN	11,598964462878545	NaN	11,103350566330565	9,966022278012694	NaN	NaN	NaN	3354,59423828125	1463,115478515625	2811,048583984375	2598,97119140625	NaN	3101,960205078125	NaN	2200,095703125	1000,1649780273438	NaN	NaN	NaN
B5ME19;Q99613;Q99613-2	EIF3CL;EIF3C;EIF3C	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein;Eukaryotic translation initiation factor 3 subunit C;Isoform 2 of Eukaryotic translation initiation factor 3 subunit C	EIFCL_HUMAN;EIF3C_HUMAN;EIF3C_HUMAN	9	9	9	False	14,529761765414648	13,28307464293258	12,132368405819843	13,8166822324114	12,39534389248807	12,283879783915792	13,578964364905243	13,347904360635404	11,877935341606713	13,386172731935448	12,668042914336077	12,139798947137242	23653,4296875	9967,9052734375	4489,59130859375	14428,9853515625	5387,28955078125	4986,73486328125	12237,017578125	10426,044921875	3763,698486328125	10706,302734375	6508,2001953125	4512,7744140625
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Homo sapiens	Putative WAS protein family homolog 3;WAS protein family homolog 2	WASH3_HUMAN;WASH2_HUMAN	2	2	2	False	13,5040642918471	13,304966496944916	13,350283810943663	13,374238756363598	13,041747036990015	13,64636929407475	13,692762128625732	13,28483242926177	13,404824793612013	13,679722123391693	13,246751324508706	13,663478950158765	11617,9208984375	10120,314453125	10443,2548828125	10618,10546875	8432,513671875	12822,31640625	13241,345703125	9980,0576171875	10845,619140625	13122,201171875	9720,072265625	12975,2880859375
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	2	2	2	False	13,426222774326124	12,721120472014553	13,411994757478874	12,73901592395293	13,362542103268918	13,187343312973557	12,600841887587238	12,37958579732201	12,74392220986009	11,618886074845479	12,131289120960849	12,49537137444099	11007,6796875	6752,099609375	10899,654296875	6836,37548828125	10532,3671875	9327,943359375	6211,9990234375	5328,76611328125	6859,6640625	3145,091064453125	4486,23388671875	5774,06396484375
E9PAV3;E9PAV3-2;Q13765	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	NACAM_HUMAN;NACAM_HUMAN;NACA_HUMAN	4	4	5	True	13,951974581919368	13,214488994914307	12,986645064393114	13,447292121220338	11,952613468310444	12,078924931130869	11,365880937261904	12,9976696458175	12,292988703219242	12,385232583543687	11,79722662633241	11,37021433227851	15847,576171875	9505,119140625	8116,51708984375	11169,6171875	3963,64892578125	4326,32080078125	2639,192626953125	8178,7783203125	5018,31982421875	5349,6640625	3558,927001953125	2647,1318359375
F5H4B4;F5H4B4-2	FAM227A	Homo sapiens	Protein FAM227A;Isoform 2 of Protein FAM227A	F227A_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	1	1	1	False	11,324331509974131	8,96781033043381	11,253589137999905	NaN	9,815815688162402	11,159584205421115	10,057876403944345	10,138841428532016	11,014777171139189	10,644565519475293	10,890203592871638	NaN	2564,268310546875	500,7026672363281	2441,562744140625	NaN	901,2700805664062	2287,544677734375	1065,914794921875	1127,445068359375	2069,0849609375	1600,786865234375	1897,920166015625	NaN
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	7	8	8	False	17,56271907773972	18,15522526788889	18,151819266676796	18,222363773656177	17,80836209391986	18,111245535908253	17,83603253197567	18,35388904420011	18,11173171049038	17,754798017452064	18,152354325251338	18,195108581218395	193599,953125	291922,375	291234	305828,59375	229536,1875	283157,5625	233981,109375	335020,3125	283253	221170,28125	291342,03125	300105,15625
O00148	DDX39A	Homo sapiens	ATP-dependent RNA helicase DDX39A	DX39A_HUMAN	1	1	1	False	12,048833564947355	11,508599974558875	11,389616898542856	11,467676440172974	NaN	NaN	NaN	NaN	NaN	9,009851848017048	NaN	NaN	4237,01806640625	2913,6259765625	2682,97314453125	2832,13916015625	NaN	NaN	NaN	NaN	NaN	515,50830078125	NaN	NaN
O00151	PDLIM1	Homo sapiens	PDZ and LIM domain protein 1	PDLI1_HUMAN	16	17	17	False	16,295705045760933	15,7633401373391	16,058967103139636	15,880969591616001	16,5595094297224	16,271820048650394	16,496505902502584	15,678161462298327	16,654704635598414	16,44203748356943	16,24644676162111	16,531683910038097	80444,4375	55620,92578125	68270,140625	60345,9609375	96584,859375	79123,578125	92457,703125	52432,0546875	103172,90625	89032,0703125	77744,1640625	94739,859375
O00154;O00154-4;O00154-6;O00154-7	ACOT7	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase;Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase	BACH_HUMAN	10	10	10	False	14,395576233953863	14,242353936970304	14,59188114224743	14,22510665187717	14,691370168277306	14,670331867301368	14,38346291162398	14,351155729640256	14,860558099657593	14,335997888850342	14,818106718526279	14,411586498794314	21552,62890625	19380,98046875	24694,140625	19150,662109375	26457,15234375	26074,13671875	21372,423828125	20899,13671875	29749,09375	20680,70703125	28886,478515625	21793,140625
O00159-2	MYO1C	Homo sapiens	Isoform 2 of Unconventional myosin-Ic	MYO1C_HUMAN	1	1	1	True	11,550496922027994	11,215046652093125	10,8029788515153	10,804346021181106	11,583152796600569	11,384385504227772	12,252159820876905	11,445783260036738	11,590562723198948	11,807413394973919	12,120812771401322	12,442498343985521	2999,48046875	2377,198486328125	1786,5726318359375	1788,2664794921875	3068,14892578125	2673,261962890625	4878,2900390625	2789,4853515625	3083,947998046875	3584,145263671875	4453,7744140625	5566,2822265625
O00159-3	MYO1C	Homo sapiens	Isoform 3 of Unconventional myosin-Ic	MYO1C_HUMAN	15	15	15	False	14,095785572024923	13,973303582277989	13,587780377115408	13,584253528715731	14,208158285049434	13,494111653447147	13,977737335750886	13,981961081010997	14,086947367750719	14,158349736567375	14,62418468470884	14,330470654070625	17508,71484375	16083,609375	12312,0244140625	12281,962890625	18927,001953125	11538,048828125	16133,1142578125	16180,416015625	17401,78125	18284,705078125	25253,306640625	20601,626953125
O00161;O00161-2	SNAP23	Homo sapiens	Synaptosomal-associated protein 23;Isoform SNAP-23b of Synaptosomal-associated protein 23	SNP23_HUMAN	2	2	2	False	11,701407470599076	10,002389438933742	11,731677008356037	10,61159670439059	10,637712951725012	NaN	11,487349883370587	NaN	11,342682920568908	11,065165959205029	10,756583604082808	9,878260040171117	3330,233154296875	1025,6973876953125	3400,84375	1564,6201171875	1593,201416015625	NaN	2871,0244140625	NaN	2597,0947265625	2142,62841796875	1730,03271484375	941,1364135742188
O00170	AIP	Homo sapiens	AH receptor-interacting protein	AIP_HUMAN	5	5	5	False	14,82201720764679	14,373909257545902	14,511084607087076	14,237725942954752	14,6858701114551	14,873438292229364	14,012201846483293	14,034996716283816	14,511235086346616	14,21095769884333	14,172872599039216	14,108534027954818	28964,8828125	21231,361328125	23349,185546875	19318,908203125	26356,48046875	30015,87890625	16523,158203125	16786,30078125	23351,62109375	18963,763671875	18469,697265625	17664,1171875
O00186	STXBP3	Homo sapiens	Syntaxin-binding protein 3	STXB3_HUMAN	2	2	2	False	10,780205730087477	10,89481757831819	10,707634646664587	10,482291101838129	11,238794228587642	10,662032130725077	10,760116580319039	10,830180258848896	10,719785902182167	10,869811540856936	11,533790967563398	10,675408898750877	1758,5927734375	1903,999755859375	1672,3193359375	1430,4874267578125	2416,65234375	1620,2852783203125	1734,2745361328125	1820,5772705078125	1686,464111328125	1871,2823486328125	2964,94775390625	1635,3785400390625
O00187-2	MASP2	Homo sapiens	Isoform 2 of Mannan-binding lectin serine protease 2	MASP2_HUMAN	1	1	1	False	11,24490861412142	11,535966123487478	11,819807505127603	12,306458647931079	11,372802503763571	11,069723290107275	12,35903596318539	11,702760621512601	11,891242572568242	12,056253032464962	11,325746281010087	12,822099797759988	2426,916259765625	2969,42138671875	3615,069091796875	5065,3935546875	2651,885009765625	2149,407470703125	5253,40087890625	3333,358154296875	3798,574951171875	4258,8642578125	2566,7841796875	7241,63525390625
O00203;O00203-3	AP3B1	Homo sapiens	AP-3 complex subunit beta-1;Isoform 2 of AP-3 complex subunit beta-1	AP3B1_HUMAN	3	3	3	False	12,802229886382378	13,128932011710221	12,567717877681853	12,750840468132262	13,078641910407075	12,16929838991312	12,445702067950771	12,666508893937902	12,812809028766665	12,978392238723583	13,136278518611178	12,64068437246363	7142,58154296875	8957,8203125	6070,99755859375	6892,6376953125	8650,9443359375	4605,9990234375	5578,65673828125	6501,28369140625	7195,14990234375	8070,2197265625	9003,5517578125	6385,94482421875
O00231;O00231-2	PSMD11	Homo sapiens	26S proteasome non-ATPase regulatory subunit 11;Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11	PSD11_HUMAN	12	12	13	False	12,953364073803412	12,506941414474023	12,41381190342541	12,185747762777149	12,90447742760062	12,364175675549294	12,122361029688845	12,211323027368538	12,282740048046733	12,132363698651382	12,593660677352299	12,42187426701608	7931,42333984375	5820,556640625	5456,69580078125	4658,81640625	7667,16455078125	5272,14990234375	4458,556640625	4742,1416015625	4982,796875	4489,57666015625	6181,15478515625	5487,275390625
O00232;O00232-2	PSMD12	Homo sapiens	26S proteasome non-ATPase regulatory subunit 12;Isoform 2 of 26S proteasome non-ATPase regulatory subunit 12	PSD12_HUMAN	8	9	9	True	12,902302975574937	12,784229755118552	12,55837399892232	12,18896923591575	13,278753436131728	12,200926884144732	12,170790769807432	12,338983459713505	12,542901148097938	11,904069157510053	12,346514003688245	12,115779346070026	7655,6171875	7054,01904296875	6031,8046875	4669,23095703125	9938,09375	4708,09228515625	4610,76611328125	5180,88720703125	5967,45947265625	3832,49755859375	5208,0009765625	4438,2626953125
O00233	PSMD9	Homo sapiens	26S proteasome non-ATPase regulatory subunit 9	PSMD9_HUMAN	10	10	12	False	14,878102004378588	14,381019806308846	14,95185989372723	14,384554274829576	14,876450247955692	14,974822246654496	14,627020824885522	14,427793006727239	14,739907485953688	14,444103560343185	14,406515403624885	14,678120725861596	30113,06640625	21336,26171875	31692,6328125	21388,59765625	30078,609375	32201,09765625	25303	22039,333984375	27362,40625	22289,916015625	21716,671875	26215,287109375
O00244	ATOX1	Homo sapiens	Copper transport protein ATOX1	ATOX1_HUMAN	4	4	4	True	12,579227304216548	12,466553355566875	12,376053167695884	12,25583481983585	12,39912795242719	11,877435986669013	12,431831422690403	11,782345693899588	12,181316829394516	11,806197358514334	11,842649488770792	11,671260299595742	6119,6240234375	5659,87060546875	5315,73388671875	4890,732421875	5401,4384765625	3762,39599609375	5525,2783203125	3522,406494140625	4644,52978515625	3581,12548828125	3672,761474609375	3261,365234375
O00264	PGRMC1	Homo sapiens	Membrane-associated progesterone receptor component 1	PGRC1_HUMAN	1	1	1	False	14,413976363134346	14,214065606523782	13,618445884847624	15,047865448545501	13,352273145798975	14,249581653411823	14,259868230467525	14,537262486680085	13,08968646084464	14,709003014194584	14,142091628093306	12,940101353017766	21829,271484375	19004,66015625	12576,5263671875	33873,40625	10457,6650390625	19478,3203125	19617,69921875	23776,7265625	8717,42578125	26782,5	18079,806640625	7858,84375
O00291;O00291-4	HIP1	Homo sapiens	Huntingtin-interacting protein 1;Isoform 4 of Huntingtin-interacting protein 1	HIP1_HUMAN	22	22	22	False	14,621858711047404	14,206379766621543	14,180120558616311	14,170843325773804	14,328190200400753	14,338843676634255	14,139863258616394	14,144465006471487	13,27486239288929	14,23200745537812	14,132786498015411	13,730261049436173	25212,625	18903,68359375	18562,720703125	18443,736328125	20569,087890625	20721,541015625	18051,90234375	18109,57421875	9911,326171875	19242,484375	17963,5703125	13590,0302734375
O00299	CLIC1	Homo sapiens	Chloride intracellular channel protein 1	CLIC1_HUMAN	13	13	14	False	16,706718589051718	16,229919253088585	16,14864492443068	16,701125580649336	16,310879834352086	16,857023647479966	16,4910863238862	16,64256769840248	15,37498983318436	16,88341202076427	16,405124709189323	15,843900642287256	106960,5	76858,609375	72648,4765625	106546,640625	81295,046875	118705,203125	92111,03125	102308,5859375	42494,5390625	120896,421875	86782,9921875	58815,16796875
O00300	TNFRSF11B	Homo sapiens	Tumor necrosis factor receptor superfamily member 11B	TR11B_HUMAN	11	11	12	True	13,610992254831785	14,376199064814305	14,739298955429149	14,520807006710726	15,267123855278896	15,367097691324139	14,59667284073707	14,85450480104246	16,065923913364188	15,42867682964913	15,668144655387872	15,869735778660312	12511,7177734375	21265,0859375	27350,8671875	23507,068359375	39433,21875	42262,7109375	24776,294921875	29624,533203125	68600,140625	44105,6796875	52069,2734375	59877,890625
O00303	EIF3F	Homo sapiens	Eukaryotic translation initiation factor 3 subunit F	EIF3F_HUMAN	2	2	2	True	12,432091487416473	11,57292627280143	12,335097943906927	11,776389958089853	11,400887382062303	11,057182313824763	11,047553969791528	11,079459718011922	10,464681596843556	11,483707549038378	10,622257415739735	11,033248729262949	5526,2744140625	3046,477294921875	5166,95263671875	3507,895263671875	2704,014892578125	2130,80419921875	2116,630859375	2163,96240234375	1413,133056640625	2863,78515625	1576,224609375	2095,746826171875
O00339-2	MATN2	Homo sapiens	Isoform 2 of Matrilin-2	MATN2_HUMAN	10	10	10	False	12,927093428828158	14,213669679337938	14,036121784896416	13,905733215660646	14,163585034281082	13,937343195904875	14,33233996162915	14,250836191287284	14,223454097174177	14,321893422768317	14,718811594542112	14,599723216193473	7788,3037109375	18999,4453125	16799,396484375	15347,6826171875	18351,177734375	15687,6669921875	20628,337890625	19495,265625	19128,73828125	20479,5078125	26965,208984375	24828,736328125
O00391	QSOX1	Homo sapiens	Sulfhydryl oxidase 1	QSOX1_HUMAN	28	29	33	False	17,556844085909457	18,611537497760732	18,40945477468527	17,83122759570162	18,578617082639905	17,823033641697908	18,389773506973278	18,39528491861011	19,04735609926741	18,13567187197834	18,709135361220135	18,927009942381943	192813,171875	400526,3125	348175,40625	233203,125	391490,3125	231882,375	343457,84375	344772,4375	541783,1875	287992,53125	428559,3125	498422,59375
O00401	WASL	Homo sapiens	Neural Wiskott-Aldrich syndrome protein	WASL_HUMAN	2	2	2	False	13,2590823398287	12,73542566546162	12,630185567571942	13,372476529341446	12,68738305249456	12,919001862844297	13,616511041277983	13,016916907574155	12,539818600178759	13,301010344778582	12,91527854647044	12,448470751471007	9803,5078125	6819,3837890625	6339,6416015625	10605,1435546875	6596,03369140625	7744,744140625	12559,6708984375	8288,6240234375	5954,72265625	10092,6005859375	7724,7822265625	5589,373046875
