PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
P61106	RAB14	Homo sapiens	Ras-related protein Rab-14	RAB14_HUMAN	16	17	22	False	20,15306722191326	17,82090776557615	19,490991978318274	20,43836344016301	18,35707513957126	18,282550452244397	19,677059883793536	19,627591436416647	18,019878957067352	19,14683976836275	19,0380800455309	19,752563381251935	1165944,125	231540,9375	736840,0625	1420890	335761	318857,09375	838272,5625	810016,3125	265781,09375	580461,0625	538310,875	883311,875
P61158	ACTR3	Homo sapiens	Actin-related protein 3	ARP3_HUMAN	25	27	31	False	21,03179844495194	21,269156506263293	21,06525932805562	20,971193395894826	21,341305439227728	21,247025100801473	21,0339453561213	21,057267275169565	21,34295373019897	21,039980282397686	21,296769067534864	21,154104686235225	2143888,5	2527284,25	2194193,5	2055693	2656887	2488810,75	2147081,25	2182072	2659924,25	2156081,5	2576121,25	2333565,75
P61160	ACTR2	Homo sapiens	Actin-related protein 2	ARP2_HUMAN	14	17	26	False	19,94461001893267	20,31846875048323	20,1407027911099	19,99105537264262	20,28771576086199	20,11489611655181	19,734755507374075	19,8957369619298	20,37837252227182	20,164413181277435	20,28419335361198	20,16691821243416	1009080,625	1307580,875	1155994,25	1042095	1280003	1135499,875	872475,75	975469,3125	1363017,375	1175149,75	1276881,625	1177192
P61163	ACTR1A	Homo sapiens	Alpha-centractin	ACTZ_HUMAN	20	20	23	False	18,67821616984564	19,15872339270391	18,938511846208986	18,706363744885582	19,21246417588296	19,096664974261373	18,662160162901692	18,71991340035621	19,07885996177792	18,869777754232192	18,977566860301113	18,74804232892092	419472,34375	585262,125	502412,15625	427736,78125	607474,4375	560620,5	414829,84375	431772,96875	553744,125	479037,0625	516198,65625	440274,0625
P61165	TMEM258	Homo sapiens	Transmembrane protein 258	TM258_HUMAN	1	2	2	False	18,973452490121378	15,504212109949814	18,874303567299112	19,26047696550004	16,674201537075618	16,577022034421788	18,850415686478172	19,046022220015065	15,4779443681312	18,36130436261536	18,269798852613903	19,133759015224346	514728,625	46476,4453125	480542,1875	628031,3125	104576,671875	97764,4296875	472650,96875	541282,5	45637,88671875	336746,71875	316051,21875	575221,875
P61201;P61201-2	COPS2	Homo sapiens	COP9 signalosome complex subunit 2;Isoform 2 of COP9 signalosome complex subunit 2	CSN2_HUMAN	17	18	21	False	16,917782793122914	17,2395469625517	16,833835620849324	16,92267885132424	17,164164096406598	17,054517212384887	16,99270042083044	16,925043312753694	16,847530433309647	16,924935612452142	16,93354920160764	16,827174725805694	123811,2421875	154746,46875	116812,5390625	124232,1328125	146868,359375	136119,78125	130410,4921875	124435,90625	117926,6640625	124426,6171875	125171,7265625	116274,4609375
P61221	ABCE1	Homo sapiens	ATP-binding cassette sub-family E member 1	ABCE1_HUMAN	23	23	26	False	17,576617663119613	17,561070442537503	17,47483615232429	17,445825811451293	17,5327058439708	17,554455006374692	17,838985940978173	17,612487549577448	17,63275230427067	17,632476643415714	17,58392920297031	17,501452727548173	195474,0625	193378,84375	182158,671875	178532,328125	189613,984375	192494,140625	234460,59375	200395,078125	203229,78125	203190,953125	196467,234375	185550,546875
P61224	RAP1B	Homo sapiens	Ras-related protein Rap-1b	RAP1B_HUMAN	15	15	19	False	21,16119278969239	19,60051151544648	20,96650298759251	21,44595711947712	19,999498841511425	19,825059607197318	21,0493998970236	21,059430450231915	20,021953555834425	20,61356613446532	20,656259654999133	21,285061529515453	2345059	794953,8125	2049020,5	2856777,25	1048211,8125	928832,9375	2170205	2185346,25	1064654,25	1604359,625	1652546,75	2555300,5
P61225	RAP2B	Homo sapiens	Ras-related protein Rap-2b	RAP2B_HUMAN	9	10	11	False	18,086652960118915	16,903390197497668	17,636343281350783	18,150965888885583	16,93699649441505	17,35728472721132	17,95981573122039	17,847961515913163	17,09110588858155	17,76326404380577	17,778287323249547	18,005636541086076	278371,6875	122582,21875	203736,265625	291061,78125	125471,1796875	167904,890625	254943,09375	235923,8125	139616,109375	222471,96875	224800,75	263170,1875
P61244;P61244-2	MAX	Homo sapiens	Protein max;Isoform 2 of Protein max	MAX_HUMAN	6	6	6	False	14,16893939535306	14,22171882918846	14,573303708539758	13,829500064249428	14,018882890205154	13,998023684191212	13,676107838286084	14,529502759918426	13,695264936404838	13,973209149222958	14,385036499485421	14,385308823943317	18419,412109375	19105,744140625	24378,1953125	14557,7529296875	16599,853515625	16361,5712890625	13089,3681640625	23649,18359375	13264,3369140625	16082,556640625	21395,748046875	21399,787109375
P61247	RPS3A	Homo sapiens	40S ribosomal protein S3a	RS3A_HUMAN	23	24	30	False	18,82725895978786	19,341094467513223	19,148492563899584	18,959761882335915	19,24549322793232	19,121381902807325	18,777944739913586	18,839333942300822	19,340834579635587	19,395815727463386	19,730323664910117	19,16271508323373	465125	664124,625	581126,4375	509867,15625	621542,375	570308,0625	449494,75	469034,3125	664005	689798,625	869799,6875	586883,6875
P61254	RPL26	Homo sapiens	60S ribosomal protein L26	RL26_HUMAN	13	14	17	False	19,282473249499784	19,254736416307075	19,55720459645403	19,42411501855208	19,674753793144518	19,448502133145546	19,359803973873948	19,178658013233107	19,508511119634093	19,44460445318363	20,082110537034172	19,68362315169861	637680,0625	625537,3125	771445,4375	703463	836933,6875	715455,3125	672793,375	593405,1875	745842,3125	713525	1109986,375	842094,8125
P61289;P61289-2;P61289-3	PSME3	Homo sapiens	Proteasome activator complex subunit 3;Isoform 2 of Proteasome activator complex subunit 3;Isoform 3 of Proteasome activator complex subunit 3	PSME3_HUMAN	13	13	14	False	16,69958982063821	17,293723373298988	16,75348629713662	16,565696081080844	17,253794694221543	16,994119122157127	17,063976786128805	16,61260633237617	17,228119363397646	16,926037055110676	16,853726067374126	16,57337086210126	106433,28125	160668,03125	110484,640625	96999,9296875	156282,28125	130538,796875	137015,234375	100205,7890625	153525,5625	124521,6484375	118434,1875	97517,3203125
P61313	RPL15	Homo sapiens	60S ribosomal protein L15	RL15_HUMAN	13	13	16	False	19,837035484496816	20,741118632867646	20,35528078505299	20,32730757649801	21,20895454831011	20,16699618526399	19,189352844087892	19,94911087391189	20,76301395050153	20,130458388321976	20,97370752479132	20,645662609798986	936575,3125	1752664,75	1341374,625	1315616,5	2423993,75	1177255,625	597820,5	1012233,625	1779467,25	1147814,75	2059278,5	1640452,75
P61326	MAGOH	Homo sapiens	Protein mago nashi homolog	MGN_HUMAN	1	1	1	True	13,749362279881954	16,00815006744096	14,711229204435526	14,292175849979435	15,732585018769111	15,612839482669463	12,054044498411882	14,022070088279294	15,188712434485584	15,166662511642377	15,24011802644698	14,789698403103593	13771,158203125	65907,2734375	26823,859375	20061,97265625	54447,7578125	50110,9921875	4252,349609375	16636,56640625	37347,19921875	36780,73046875	38701,93359375	28323,234375
P61353	RPL27	Homo sapiens	60S ribosomal protein L27	RL27_HUMAN	5	6	9	True	16,070208587373198	17,548636851524336	17,493025342895773	17,076792930833342	17,705096047832658	16,654074595239564	15,52089306993215	16,241396966011987	17,297081948167413	16,850103454767652	17,945501526508156	17,528962201256743	68804,1796875	191719,40625	184469,828125	138237,828125	213680,546875	103127,859375	47016,94140625	77472,515625	161042,5	118137,171875	252426,09375	189122,59375
P61421	ATP6V0D1	Homo sapiens	V-type proton ATPase subunit d 1	VA0D1_HUMAN	17	17	19	False	18,96368369827601	18,854685319701673	18,87085571263937	18,7973686386571	18,808302382696688	18,916749184998764	18,91874197446022	18,937132131085328	19,23494954428134	18,562864383232508	18,828820129750614	19,09953610924023	511255,0625	474051,84375	479395,125	455587,5	459053,375	494890,28125	495574,34375	501931,90625	617016,5	387238,90625	465628,59375	561737,3125
P61457	PCBD1	Homo sapiens	Pterin-4-alpha-carbinolamine dehydratase	PHS_HUMAN	2	2	2	False	15,319918351098408	16,492007918269884	16,366489642669798	15,16543439391246	16,33864268072676	16,10889162541377	15,823107813733662	15,66094383332093	15,990472588037257	15,765332440115218	15,821537721936066	15,762999965074105	40902,98046875	92169,890625	84489,8046875	36749,43359375	82874,6171875	70673,984375	57973,57421875	51810,03125	65104,6328125	55697,7890625	57910,515625	55607,8125
P61513	RPL37A	Homo sapiens	60S ribosomal protein L37a	RL37A_HUMAN	4	4	4	True	18,383606083948305	19,219812685969735	19,4189554855684	18,91524206907481	19,325112311140497	19,28446039910245	17,50668542095591	18,123081476507796	19,06240869143729	19,141810132946926	19,63846386597146	19,143975732044673	341992,71875	610576,5625	700951,6875	494373,5625	656808,0625	638559	186224,765625	285490,15625	547465,5625	578440,9375	816143,8125	579309,875
P61586	RHOA	Homo sapiens	Transforming protein RhoA	RHOA_HUMAN	10	12	15	False	19,931295693819962	18,08023460368997	19,65721735985556	20,258652864404734	18,50510887982773	18,210254117698547	19,691330655156083	19,72981011704121	18,281017784641303	18,934113401628583	19,117182858757985	19,92160126200252	999810,875	277136	826822,0625	1254475,5	372042,75	303272,28125	846605,6875	869490,125	318518,53125	500882,75	568650,5625	993115
P61587	RND3	Homo sapiens	Rho-related GTP-binding protein RhoE	RND3_HUMAN	6	6	6	True	14,666871942943542	13,62149633952103	15,030513073657398	15,304560215476911	14,64140706041271	15,096103866196902	14,858385346765258	15,0124918960179	14,3873618486977	15,190572531889124	15,43636207474606	15,555269244856902	26011,6796875	12603,146484375	33468,42578125	40469,859375	25556,578125	35025,15625	29704,32421875	33052,9609375	21430,26171875	37395,3828125	44341,2578125	48150,703125
P61599	NAA20	Homo sapiens	N-alpha-acetyltransferase 20	NAA20_HUMAN	3	3	3	False	12,998754394033012	12,637588701002079	12,800552178509388	13,012257610092663	12,97798166041357	12,789552051854846	13,597953193295472	13,290231373262278	12,842522606539173	12,70861021501218	12,50591474549709	12,888198839244698	8184,93017578125	6372,2568359375	7134,2802734375	8261,8984375	8067,92333984375	7080,09033203125	12399,146484375	10017,4755859375	7344,876953125	6693,80224609375	5816,416015625	7581,138671875
P61601	NCALD	Homo sapiens	Neurocalcin-delta	NCALD_HUMAN	1	1	1	False	14,581357141405919	13,68006372243785	11,128663038621605	13,905259553608905	13,84326609451268	13,026644840344515	NaN	NaN	NaN	NaN	NaN	NaN	24514,66015625	13125,30859375	2239,03759765625	15342,64453125	14697,326171875	8344,7021484375	NaN	NaN	NaN	NaN	NaN	NaN
P61604	HSPE1	Homo sapiens	10 kDa heat shock protein, mitochondrial	CH10_HUMAN	11	11	13	False	21,04733928983938	21,476967035450752	20,896157484243403	21,210926198111338	21,436423460056503	21,420238071028837	20,90699121341601	20,89433476674455	21,186591094450527	21,286853692329306	20,93694825498872	20,66757329722427	2167107,5	2918846,75	1951507,375	2427308,75	2837961,25	2806300,5	1966217,125	1949043,375	2386708,75	2558476,75	2007471,75	1665557
P61619	SEC61A1	Homo sapiens	Protein transport protein Sec61 subunit alpha isoform 1	S61A1_HUMAN	13	16	19	False	19,318149162730595	15,726288123508077	19,13412420626646	19,54896215498603	16,797169322627784	16,435702685200194	19,132562798463084	19,29453801957832	15,636902697467065	18,21128618671765	18,403706282307827	19,423518226810376	653645,625	54210,62890625	575367,5	767050,5625	113881,140625	88641,9921875	574745,125	643035,125	50953,8203125	303489,3125	346790,84375	703172,0625
P61758	VBP1	Homo sapiens	Prefoldin subunit 3	PFD3_HUMAN	11	12	14	False	16,962421594367715	17,44086714044128	17,23930643928552	17,202480634651987	17,68179570052821	17,03015251973611	17,412177906306052	17,10155432297849	17,658274035402247	17,320593029560726	17,528445645048247	17,144177126536235	127702	177919,75	154720,671875	150821,296875	210257,203125	133840,25	174416,609375	140630,921875	206856,96875	163688,453125	189054,890625	144847,6875
P61764	STXBP1	Homo sapiens	Syntaxin-binding protein 1	STXB1_HUMAN	24	25	25	False	16,606545393700486	16,713625014979772	16,626470151729116	16,49856852255975	16,752572874656895	16,649282714431873	16,767757214437594	16,755801803383036	16,96652842262302	16,7436797308098	16,80575912183993	16,705552239160188	99785,6953125	107473,765625	101173,375	92589,984375	110414,7109375	102785,890625	111582,9609375	110662,109375	128066,0390625	109736,1796875	114561,2109375	106874,0625
P61769	B2M	Homo sapiens	Beta-2-microglobulin	B2MG_HUMAN	9	9	10	True	18,851312511703913	19,50579072092163	18,882410393460873	18,93807485774936	19,546947433250317	19,350065107995682	18,58998858500016	18,530341321308192	19,35210149923337	18,59774546758724	18,857501451528766	18,67755556380202	472944,875	744437,25	483250,0625	502260	765980,125	668267	394588,28125	378606,9375	669210,9375	396715,5625	474978,09375	419280,3125
P61803	DAD1	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1_HUMAN	3	4	4	False	18,664798051753866	17,12775004374305	18,610417179143397	18,711137705668634	16,36325223059163	15,868046613524612	18,04041280896809	18,613559952216963	16,102783885042964	17,445943231693402	17,588660200482842	18,155393287812363	415589,03125	143207,75	400215,40625	429154,53125	84300,421875	59807,82421875	269591	401088,1875	70375,4140625	178546,859375	197112,5625	291956,375
P61812;P61812-2	TGFB2	Homo sapiens	Transforming growth factor beta-2 proprotein;Isoform B of Transforming growth factor beta-2 proprotein	TGFB2_HUMAN	3	3	3	True	NaN	NaN	NaN	NaN	10,694862853656465	10,99920031705709	12,906391163277698	12,722643186992855	12,54406285337754	12,302667926606691	12,195644345269308	9,066768336381221	NaN	NaN	NaN	NaN	1657,580078125	2046,8651123046875	7677,341796875	6759,22998046875	5972,2666015625	5052,1015625	4690,884765625	536,2523803710938
P61916	NPC2	Homo sapiens	NPC intracellular cholesterol transporter 2	NPC2_HUMAN	4	5	7	False	17,239192792297413	17,668492685411707	17,73733585969193	17,336007290127828	17,556532365722017	17,98275740755083	17,209064055941038	17,544628676220288	18,334238635782224	17,309478296742306	17,429893229454457	17,92023926075058	154708,484375	208327,34375	218509,40625	165446,734375	192771,515625	259029,59375	151511,109375	191187,5	330488,0625	162432,21875	176571,53125	248044,46875
P61923;P61923-4	COPZ1	Homo sapiens	Coatomer subunit zeta-1;Isoform 4 of Coatomer subunit zeta-1	COPZ1_HUMAN	4	4	6	False	18,07641456440403	18,46243150225558	18,256041208485428	17,973718121066838	18,088579608203155	18,341514208403204	17,870307896572488	18,06524404096384	18,191333221457604	18,258960466891246	18,123290071963424	17,797576238488965	276403,15625	361198,28125	313051,65625	257411,703125	278743,6875	332158,9375	239606,5625	274271,28125	299320,84375	313685,75	285531,4375	227826,53125
P61925	PKIA	Homo sapiens	cAMP-dependent protein kinase inhibitor alpha	IPKA_HUMAN	2	2	2	True	11,377857094044016	11,137962988220954	10,835238169671264	10,669424572511387	10,864574970860465	11,129715051288883	9,753678785991688	10,248952093722101	10,290489569615222	9,71632955521917	10,257850777181167	9,679999316485903	2661,1923828125	2253,517578125	1826,97119140625	1628,6090087890625	1864,50244140625	2240,6708984375	863,2764282226562	1216,8638916015625	1252,4085693359375	841,2142944335938	1224,392822265625	820,295166015625
P61927	RPL37	Homo sapiens	60S ribosomal protein L37	RL37_HUMAN	8	8	8	False	16,88302460216995	18,42368799463392	17,188481243925118	17,0674939382916	18,49200302683558	16,28493138583716	16,97004425949288	15,720539554592687	18,162036298477798	16,13920799026027	18,034526964984323	16,350744853874367	120863,9609375	351627,40625	149364,859375	137349,671875	368678,3125	79845,9375	128378,515625	53995,05078125	293303,8125	72174,8203125	268493,375	83572,7421875
P61952	GNG11	Homo sapiens	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	GBG11_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN
P61956;P61956-2	SUMO2	Homo sapiens	Small ubiquitin-related modifier 2;Isoform 2 of Small ubiquitin-related modifier 2	SUMO2_HUMAN	3	3	4	False	12,291966981286096	13,088103041176376	12,487819675532528	12,92019518361222	13,116933096257416	12,837253915091829	13,019923738466952	12,36482022632612	12,785014870140131	12,67405182579261	12,74959685009524	12,393865025924526	5014,76708984375	8707,86328125	5743,9189453125	7751,15283203125	8883,626953125	7318,1025390625	8305,9169921875	5274,505859375	7057,85888671875	6535,36376953125	6886,69873046875	5381,77001953125
P61960	UFM1	Homo sapiens	Ubiquitin-fold modifier 1	UFM1_HUMAN	3	3	5	False	15,8182044564226	18,450339732035452	17,776020208748736	16,817787122056863	18,444639204625233	17,124040986914476	15,145896239403553	16,682025008921674	18,322553700901683	17,661022038918464	18,28716844862069	17,55052616109421	57776,87109375	358183,59375	224447,765625	115520,3203125	356771,09375	142840,046875	36255,09765625	105145,3125	327822,125	207251,359375	319879,375	191970,640625
P61962	DCAF7	Homo sapiens	DDB1- and CUL4-associated factor 7	DCAF7_HUMAN	6	6	7	False	13,96611718264977	14,113017834221948	13,736245116555619	13,993539906293643	14,29138966095329	13,998135880120948	14,058150477565723	13,732912673291299	14,187535119567304	13,778622306323728	14,10950708516734	13,974847710445333	16003,6923828125	17719,1015625	13646,5166015625	16310,7998046875	20051,04296875	16362,84375	17057,876953125	13615,03125	18658,3671875	14053,3095703125	17676,03515625	16100,8330078125
P61964	WDR5	Homo sapiens	WD repeat-containing protein 5	WDR5_HUMAN	8	8	10	False	14,914623910572468	16,36025099866235	15,652656380524183	15,199495924308293	16,440147441945626	15,724185951061024	14,90349859882011	15,482477481436838	16,012829787306224	15,555133004608539	15,966289544493705	15,338165373244795	30885,111328125	84125,234375	51513,265625	37627,3984375	88915,5078125	54131,6953125	30647,857421875	45781,51171875	66121,40625	48146,15625	64022,41796875	41423,6015625
P61966	AP1S1	Homo sapiens	AP-1 complex subunit sigma-1A	AP1S1_HUMAN	4	4	4	False	13,747325963017092	14,300703341556861	12,349859866747902	13,803955983783135	14,245323483622833	12,92154687563876	13,511039955048991	13,272248898099237	14,078162048769654	13,884591445019463	13,766216182999399	13,071571363472422	13751,734375	20180,90625	5220,09326171875	14302,2646484375	19420,9140625	7758,41845703125	11674,2314453125	9893,3876953125	17296,134765625	15124,412109375	13932,9794921875	8608,650390625
P61970	NUTF2	Homo sapiens	Nuclear transport factor 2	NTF2_HUMAN	5	6	8	False	19,013446039035884	19,43891441400506	19,179694098055162	18,41838473820836	19,175341218430294	19,164586885997984	18,609497099493062	18,83055476112209	19,164953254582375	19,03024851907275	19,073052043345815	18,68361940402145	529197,25	710716,375	593831,5	350337,21875	592042,5	587645,625	399960,25	466188,78125	587794,875	535396,625	551519,375	421046,3125
P61978-3	HNRNPK	Homo sapiens	Isoform 3 of Heterogeneous nuclear ribonucleoprotein K	HNRPK_HUMAN	31	33	37	False	21,80092684927287	22,112941023548583	21,793836748072177	21,83577325348392	21,982550968935705	21,838479747235123	21,883729989910897	21,750969032443034	21,93629007935524	21,811230622852644	21,80428102227044	21,609014118672018	3653700,25	4535848,5	3635788,25	3743025	4143880,5	3750053,5	3869538,25	3529345	4013112,25	3679888,5	3662204,75	3198611
P61981	YWHAG	Homo sapiens	14-3-3 protein gamma	1433G_HUMAN	15	19	21	False	19,888304857299833	20,41945155382987	20,07236456351461	20,015151969055385	20,37152687846937	20,19319987327712	20,016120511899857	20,053636919152314	20,354834369065312	20,199756503905245	20,2082845258099	19,96200626847298	970457,0625	1402385,5	1102513,25	1059646,75	1356565,125	1198833,5	1060358,375	1088294	1340959,625	1204294,25	1211434,125	1021321,9375
P62068;P62068-3;P62068-4	USP46	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 46;Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 46;Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 46	UBP46_HUMAN	3	3	3	False	12,378718463866234	11,953618510521377	11,712180825684761	12,121785171775633	11,563505741410896	11,533651495689691	11,451127457045631	11,912125868112804	11,325357340102611	11,773317117403458	11,632058447990056	11,894685027061922	5325,5634765625	3966,4111328125	3355,19482421875	4456,77734375	3026,649169921875	2964,6611328125	2799,837646484375	3853,9599609375	2566,09228515625	3500,431640625	3173,9384765625	3807,649658203125
P62070;P62070-4	RRAS2	Homo sapiens	Ras-related protein R-Ras2;Isoform 4 of Ras-related protein R-Ras2	RRAS2_HUMAN	10	11	13	False	16,379843952781638	14,884558934313507	16,188946152815614	16,671629928918694	14,810071065373156	15,041445263771426	16,502714797071167	16,531279122561273	15,272013338658782	16,300489838777274	15,840821998493022	16,46694336792829	85275,515625	30248,142578125	74706,5	104390,4296875	28726,03125	33723	92856,46875	94713,28125	39567,08984375	80711,6796875	58689,79296875	90582,4140625
P62072	TIMM10	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim10	TIM10_HUMAN	8	9	9	False	16,57569122911644	16,766152072450993	16,61872748751481	16,577342153379597	16,7427218431349	16,72974893117351	16,49270771158358	16,47396766195195	16,607731247490463	16,723010616784347	16,45747882610558	16,240872398810424	97674,2890625	111458,8828125	100631,8515625	97786,125	109663,34375	108681,65625	92214,609375	91024,5234375	99867,75	108175,2265625	89990,109375	77444,3515625
P62081	RPS7	Homo sapiens	40S ribosomal protein S7	RS7_HUMAN	13	14	20	False	19,231154808189252	19,47145543192266	19,383216347708768	19,281652750464733	19,491490557215748	19,124521291722324	19,406470509018877	19,244499287004665	19,442343558897523	19,056375427580285	19,803721713672125	19,261357374572082	615395,6875	726929,25	683800,6875	637317,5	737094,75	571550,4375	694911,875	621114,3125	712407,6875	545180,875	915196,3125	628414,6875
P62136;P62136-2	PPP1CA	Homo sapiens	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PP1A_HUMAN	19	20	26	False	19,482767343731986	19,652281310154066	19,349612755870815	19,366851781912057	19,681490542705415	19,6841264298331	19,494498560113318	19,466812214082445	19,720407310238773	19,432834708095477	19,59446505240457	19,486301437752324	732651,375	823998	668057,5	676088,125	840850,9375	842388,625	738633,1875	724593,4375	863841,625	707727,625	791629,0625	734448,3125
P62140	PPP1CB	Homo sapiens	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PP1B_HUMAN	11	13	13	False	15,899513385154723	16,040602270290268	15,507525732548908	15,514041115194535	15,762397348154442	15,876345697301339	15,869395129018999	15,700050614458865	15,633413232028197	15,656981347206743	15,549204292086834	15,434419908801152	61126,62890625	67406,6015625	46583,31640625	46794,16796875	55584,58984375	60152,859375	59863,75390625	53233,640625	50830,7265625	51667,92578125	47948,70703125	44281,60546875
P62166	NCS1	Homo sapiens	Neuronal calcium sensor 1	NCS1_HUMAN	3	3	3	False	14,125870307241208	12,761940326778916	13,381833094642175	13,865845482494642	13,514976329818928	12,918489955365464	13,464710135447634	13,194320570021498	12,726873381782134	13,577327630254981	12,183127252587708	12,000224247947626	17877,66015625	6945,873046875	10674,146484375	14929,1611328125	11706,1279296875	7741,99658203125	11305,2880859375	9373,1650390625	6779,078125	12223,142578125	4650,36181640625	4096,63671875
P62191	PSMC1	Homo sapiens	26S proteasome regulatory subunit 4	PRS4_HUMAN	29	30	36	False	18,73325028865096	18,618772511961247	19,0621229059018	18,90937985633116	18,792452826037028	18,82180725766427	18,922964518466873	18,880421866360997	18,94763247945799	19,10399223744534	19,143098077202946	19,01618088606618	435782,96875	402539,96875	547357,125	492368,8125	454037,78125	463370,6875	497026,9375	482584,4375	505598,4375	563475,0625	578957,5625	530201,375
P62195	PSMC5	Homo sapiens	26S proteasome regulatory subunit 8	PRS8_HUMAN	24	25	35	False	17,80573157389847	18,19810731991965	17,959657362015665	17,77509361162761	18,257540492262617	18,130534743330024	18,235360420731777	18,100508515035468	18,281938938530146	18,250625153589333	18,110159727726902	17,91676458071943	229118,046875	300729,59375	254915,109375	224303,65625	313377,15625	286968,875	308596,125	281058,03125	318721,96875	311878,625	282944,53125	247447,78125
P62241	RPS8	Homo sapiens	40S ribosomal protein S8	RS8_HUMAN	11	11	16	False	20,520033166063154	20,69733115864678	20,80911946555289	20,4399131678423	20,58707965809851	20,574617778379192	20,383142370316342	20,641041626052015	20,45320254984557	20,721866024235588	20,84434727473838	20,674835024299178	1503645,625	1700268,5	1837253,75	1422417,125	1575173,875	1561626,25	1367531,25	1635206,75	1435580,25	1729431	1882668,125	1673961,625
P62244	RPS15A	Homo sapiens	40S ribosomal protein S15a	RS15A_HUMAN	10	12	14	False	20,041912267007984	19,299541890346955	19,766266842474458	20,14795250086569	19,74770539241286	19,675061348523723	20,20628689988955	20,108476759467873	19,66964807100424	19,40838947964688	19,88269080727902	20,034756823097354	1079485,375	645269,3125	891742	1161817,875	880342,5	837112,125	1209757,875	1130458,625	833977	695836,8125	966688	1074144,625
P62249	RPS16	Homo sapiens	40S ribosomal protein S16	RS16_HUMAN	13	13	16	False	20,14091868108345	20,516332445355722	20,37462522109102	20,16982287835169	20,391728040705704	20,509758214570397	20,279781297285044	20,150101776803265	20,475369415650654	20,43362045902954	20,52473156205015	20,235823612268103	1156167,25	1499793,5	1359481,625	1179564,5	1375693,875	1492974,625	1272982,625	1163550	1457808,125	1416226,375	1508550,5	1234780,875
P62253	UBE2G1	Homo sapiens	Ubiquitin-conjugating enzyme E2 G1	UB2G1_HUMAN	3	3	3	False	15,133354219117214	14,168475950738245	14,196131572089136	15,217938622825963	14,178075467915477	15,072534665142804	14,70763222455614	15,157400908593214	13,65428518564629	14,40081808296546	14,356018816419242	14,083159209439085	35941,28125	18413,49609375	18769,876953125	38111,49609375	18536,42578125	34457,6015625	26757,064453125	36545,3671875	12892,8642578125	21631,080078125	20969,703125	17356,1484375
