PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
A0A024RBG1;Q9NZJ9;Q9NZJ9-2	NUDT4B;NUDT4;NUDT4	Homo sapiens	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2;Isoform 2 of Diphosphoinositol polyphosphate phosphohydrolase 2	NUD4B_HUMAN;NUDT4_HUMAN;NUDT4_HUMAN	3	3	3	False	13,477708742309147	14,04297620237579	13,619854467993493	13,527816300513715	14,283656006029533	13,768834392631783	13,40721122111739	13,305517119476413	14,028602003881259	13,86070490451966	14,126933964975441	13,969297541208066	11407,6083984375	16879,40234375	12588,8115234375	11810,77734375	19943,845703125	13958,2880859375	10863,57421875	10124,177734375	16712,060546875	14876,060546875	17890,845703125	16039,0107421875
A0A0A0MS15	IGHV3-49	Homo sapiens	Immunoglobulin heavy variable 3-49	HV349_HUMAN	1	1	1	False	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	GAL3B_HUMAN;GAL3A_HUMAN	9	10	15	False	17,616802330508378	17,658920326644388	17,351607328736094	17,04226655393797	17,43619735094322	17,389024704630927	17,06856574942336	17,020870268401204	17,264450331874716	17,181346708291663	17,033431067632513	16,854052834675016	200995,3125	206949,65625	167245,4375	134968,8125	177344,78125	171639,8125	137451,75	132981,890625	157440,84375	148628,03125	134144,75	118461,015625
A0A0B4J2F0	PIGBOS1	Homo sapiens	Protein PIGBOS1	PIOS1_HUMAN	1	1	1	False	17,2626412859295	15,85573507590518	16,38277915354222	16,488537928681758	15,670648686082412	15,607283688940546	16,085458519417514	16,035178498198206	15,28301556084193	15,557203661394052	15,739146885717167	15,454594119473493	157243,546875	59299,61328125	85449,1875	91948,46875	52159,7265625	49918,38671875	69535,328125	67153,6640625	39869,98828125	48215,30859375	54695,96875	44905,17578125
A0A0U1RRL7	MMP24OS	Homo sapiens	Protein MMP24OS	MMPOS_HUMAN	2	2	2	False	13,900339670495347	13,202794620942496	13,82550444311831	13,569428709582096	12,720564081612972	13,500483902338782	13,687162712104731	13,704705771108564	13,305366679533915	13,053452808003769	13,33797680075694	13,451200545179564	15290,412109375	9428,3828125	14517,490234375	12156,40234375	6749,49609375	11589,1240234375	13190,052734375	13351,421875	10123,1220703125	8501,2119140625	10354,546875	11199,91796875
A0A1B0GTL2	C20orf204	Homo sapiens	Uncharacterized protein C20orf204	CT204_HUMAN	1	1	1	False	15,74774912691429	15,012441938673662	15,380897377278606	15,846983247862907	15,91053907329355	15,644997152944567	14,90549057395145	16,01659986418849	15,38038271834873	14,8724305594666	14,902863429497469	15,485135876895637	55023,07421875	33051,81640625	42668,90234375	58940,97265625	61595,57421875	51240,5078125	30690,203125	66294,421875	42653,68359375	29994,919921875	30634,3671875	45865,94921875
A0A1B0GUI7	BRD3OS	Homo sapiens	Putative uncharacterized protein BRD3OS	BRDOS_HUMAN	1	1	1	False	14,108056827468488	NaN	NaN	13,553458211954963	NaN	13,233087444849213	14,702082407546857	NaN	NaN	13,04061029634592	NaN	NaN	17658,275390625	NaN	NaN	12022,57421875	NaN	9628,447265625	26654,33203125	NaN	NaN	8425,8720703125	NaN	NaN
A0AVF1;A0AVF1-2;A0AVF1-3	TTC26	Homo sapiens	Intraflagellar transport protein 56;Isoform 2 of Intraflagellar transport protein 56;Isoform 3 of Intraflagellar transport protein 56	IFT56_HUMAN	2	2	2	False	12,18116424019954	11,827182286709265	13,386980754055235	12,90133786279064	12,870414861209364	12,602608485359317	NaN	NaN	12,229262273327457	10,941189222116524	12,727178648734625	11,94324909528829	4644,03857421875	3633,595947265625	10712,30078125	7650,49755859375	7488,26025390625	6219,6103515625	NaN	NaN	4801,47607421875	1966,1929931640625	6780,5126953125	3938,004638671875
A0AVI4	TMEM129	Homo sapiens	E3 ubiquitin-protein ligase TM129	TM129_HUMAN	2	2	2	False	14,438665093317889	NaN	13,551014448108436	14,61622328354512	NaN	NaN	14,122811094444025	13,813515338108406	NaN	NaN	13,811693851879491	NaN	22206,048828125	NaN	12002,2265625	25114,33203125	NaN	NaN	17839,791015625	14397,3466796875	NaN	NaN	14379,1806640625	NaN
A0AVT1	UBA6	Homo sapiens	Ubiquitin-like modifier-activating enzyme 6	UBA6_HUMAN	38	38	40	False	16,804396245606405	17,033813987211996	16,958504306428768	16,648776564768646	17,06833038998602	16,93549339756081	16,953163334640532	16,901186202692795	17,166028043152615	16,810148457058432	17,052048913124338	17,014806961093132	114453,0390625	134180,359375	127355,7265625	102749,8359375	137429,328125	125340,5234375	126885,1171875	122395,09375	147058,234375	114910,2890625	135887,09375	132424,171875
A0FGR8-2	ESYT2	Homo sapiens	Isoform 2 of Extended synaptotagmin-2	ESYT2_HUMAN	36	37	38	False	19,405713707893014	17,120115560197053	18,48451144171077	19,365117357418356	17,91181674781564	18,011458978768584	19,084194952703882	19,163467566233017	17,673933899704547	18,761224133502044	18,835957961664764	19,296072226848242	694547,4375	142451,921875	366768,8125	675275,8125	246600,59375	264234,4375	555795,625	587189,875	209114,546875	444315,25	467938,03125	643719,3125
A0JLT2;A0JLT2-2	MED19	Homo sapiens	Mediator of RNA polymerase II transcription subunit 19;Isoform 2 of Mediator of RNA polymerase II transcription subunit 19	MED19_HUMAN	4	4	4	False	16,460579755607544	17,627601900159778	17,030228140800283	16,716526856367622	17,59060989152857	16,236628548524504	16,759150240923788	17,118456529846103	15,852046339748906	16,48212021219702	17,116821283794067	16,10263621352	90183,7421875	202505,546875	133847,265625	107690,15625	197379,125	77216,875	110919,25	142288,203125	59148,1875	91540,3515625	142127,015625	70368,2109375
A0JNW5	UHRF1BP1L	Homo sapiens	UHRF1-binding protein 1-like	UH1BL_HUMAN	6	6	6	False	16,37768608204935	16,086749321265806	16,309289684345572	16,78046027038339	16,97891221252197	16,51960290188199	16,371981449325716	16,759118028622268	16,269079582450885	16,344243615775433	16,22748198178719	16,023269588078126	85148,0625	69597,5703125	81205,4921875	112569,796875	129170,0625	93949,828125	84812,0390625	110916,7734375	78973,421875	83196,984375	76728,875	66601,6171875
A0PJW6	TMEM223	Homo sapiens	Transmembrane protein 223	TM223_HUMAN	2	2	2	False	14,11876590209001	NaN	14,233475885241612	14,27530582859754	13,188940419700808	13,3489215383982	NaN	13,833727742784793	12,041356023052536	13,260979240542742	12,51892083760268	14,207051419064646	17789,83984375	NaN	19262,080078125	19828,74609375	9338,275390625	10433,3984375	NaN	14600,4755859375	4215,1142578125	9816,40625	5869,0888671875	18912,486328125
A1A4S6	ARHGAP10	Homo sapiens	Rho GTPase-activating protein 10	RHG10_HUMAN	16	16	17	False	15,353087851599545	15,55997637105479	15,383109797962165	15,27681135566316	15,514105785869813	15,470694492815564	15,65774770212052	15,40624912963703	15,671182971054956	15,323106451412611	15,482489544808397	15,373138363682644	41854,2890625	48308,0625	42734,38671875	39698,8984375	46796,265625	45409,12109375	51695,37890625	43425,328125	52179,046875	40993,46875	45781,89453125	42440,0390625
A1L0T0	ILVBL	Homo sapiens	2-hydroxyacyl-CoA lyase 2	HACL2_HUMAN	17	17	19	False	18,267484237355855	17,044883842820283	17,410882569500433	18,124130464482594	17,30306080158306	17,254120062301585	17,687434100871023	17,826758330260088	17,07757788771523	17,392026103895525	17,32800853994037	17,752212591869004	315544,5625	135213,890625	174260,078125	285697,8125	161711,28125	156317,53125	211080,546875	232481,8125	138313,0625	171997,265625	164531,984375	220774,28125
A1L188	NDUFAF8	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	NDUF8_HUMAN	1	1	1	False	13,869374418240456	14,038430418299988	13,954940947305998	13,44208963995204	14,407466944397498	14,113927165300058	14,117334915192735	12,167858966621216	14,292825719958786	14,29864575378515	13,990572389513511	13,137084169105187	14965,7236328125	16826,30078125	15880,1943359375	11129,4111328125	21731	17730,2734375	17772,203125	4601,40576171875	20071,01171875	20152,14453125	16277,2841796875	9008,5810546875
A1L390;A1L390-3	PLEKHG3	Homo sapiens	Pleckstrin homology domain-containing family G member 3;Isoform 3 of Pleckstrin homology domain-containing family G member 3	PKHG3_HUMAN	8	8	8	False	13,278518227486206	13,318632447992659	13,387480706485686	12,99527728808308	12,996633901325504	13,134330897908002	12,937142729970068	12,820984188725623	13,16056452729559	12,944991612305282	12,982524857394301	12,772378209835608	9936,4736328125	10216,634765625	10716,013671875	8165,22705078125	8172,90869140625	8991,4052734375	7842,74365234375	7236,03759765625	9156,3984375	7885,52783203125	8093,3701171875	6996,30859375
A1L4H1	SSC5D	Homo sapiens	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SRCRL_HUMAN	2	2	2	False	12,20545619975771	11,369384347657112	NaN	12,47984574891158	11,98321752358813	11,88891061822037	NaN	12,458839376460833	11,337606250688935	NaN	NaN	NaN	4722,896484375	2645,609375	NaN	5712,25927734375	4048,62841796875	3792,43994140625	NaN	5629,6884765625	2587,971923828125	NaN	NaN	NaN
A1X283	SH3PXD2B	Homo sapiens	SH3 and PX domain-containing protein 2B	SPD2B_HUMAN	38	39	43	False	17,274159296395904	17,2601487199177	17,488933685626346	17,42518708497319	17,297715481100614	17,615343387349743	17,148147909079928	17,611668852151197	17,609679922590008	17,349598043948447	17,70046501259846	17,71253308766989	158503,953125	156972,109375	183947,390625	175996,484375	161113,234375	200792,15625	145246,90625	200281,390625	200005,46875	167012,671875	212995,734375	214784,90625
A1XBS5;A1XBS5-2	FAM92A	Homo sapiens	Protein FAM92A;Isoform 2 of Protein FAM92A	FA92A_HUMAN	4	4	4	True	13,364348296445892	14,16075715787657	13,569633483785081	13,49239184412246	13,859285765115136	13,630279347136383	12,829186466852997	12,931762238133684	13,388337402462616	12,951784319004968	12,661674275966043	12,471196909011548	10545,5615234375	18315,2421875	12158,1279296875	11524,302734375	14861,4345703125	12680,107421875	7277,29443359375	7813,548828125	10722,37890625	7922,7431640625	6479,53369140625	5678,1171875
A2RRP1	NBAS	Homo sapiens	Neuroblastoma-amplified sequence	NBAS_HUMAN	48	48	48	False	18,46058275509539	18,202936422905765	18,214285617959746	18,35485373455251	18,230513342840897	18,137642072574423	18,539443186905178	18,442847593553704	18,359925257779633	18,17319706074987	18,18355391115386	18,470115920483504	360735,71875	301737,90625	304120,9375	335244,40625	307561,0625	288386,09375	381003,09375	356328,3125	336424,96875	295581,625	297711,1875	363127,3125
A2RU48	SMCO3	Homo sapiens	Single-pass membrane and coiled-coil domain-containing protein 3	SMCO3_HUMAN	1	1	1	False	11,028426136475858	NaN	NaN	12,071532575802108	9,442918825023044	7,859796179292486	NaN	NaN	NaN	NaN	9,415296009036794	NaN	2088,7529296875	NaN	NaN	4304,20947265625	695,9880981445312	232,29208374023438	NaN	NaN	NaN	NaN	682,7890014648438	NaN
A2RU67	FAM234B	Homo sapiens	Protein FAM234B	F234B_HUMAN	3	3	3	False	14,75431319512508	12,45154291567278	12,554469761584008	12,587194598435001	12,403091622164542	11,324999597571102	11,284371154073062	12,642333574011666	12,376480878777679	11,679030411409451	12,31098478389862	12,848310511495265	27636,99609375	5601,2880859375	6015,50341796875	6153,51318359375	5416,298828125	2565,4560546875	2494,216796875	6393,2490234375	5317,31005859375	3278,977783203125	5081,31005859375	7374,40283203125
A2RUB1;A2RUB1-1;A2RUB1-2;A2RUB1-5	MEIOC	Homo sapiens	Meiosis-specific coiled-coil domain-containing protein MEIOC;Isoform 3 of Meiosis-specific coiled-coil domain-containing protein MEIOC;Isoform 2 of Meiosis-specific coiled-coil domain-containing protein MEIOC;Isoform 4 of Meiosis-specific coiled-coil domain-containing protein MEIOC	MEIOC_HUMAN	1	1	1	True	16,79661121001905	NaN	14,241038884069852	15,864380476389615	NaN	15,759692153322773	18,02625933742034	16,866596009615364	NaN	14,176818082869888	NaN	14,38513447900169	113837,09375	NaN	19363,322265625	59656,03515625	NaN	55480,4609375	266959,125	119495,4375	NaN	18520,27734375	NaN	21397,201171875
A2RUB6;A2RUB6-3	CCDC66	Homo sapiens	Coiled-coil domain-containing protein 66;Isoform 3 of Coiled-coil domain-containing protein 66	CCD66_HUMAN	3	3	3	False	12,276719648673291	1,3660526870450782	11,721969253057148	12,806218898029531	12,035938276542154	11,886090612784061	13,45701972021069	12,564341290826498	11,695542770127952	12,553053862306498	10,564393511138631	11,837200104718717	4962,046875	2,577643394470215	3378,03662109375	7162,35791015625	4199,31494140625	3785,0341796875	11245,1845703125	6056,80517578125	3316,722900390625	6009,6025390625	1514,256103515625	3658,914794921875
A2RUC4	TYW5	Homo sapiens	tRNA wybutosine-synthesizing protein 5	TYW5_HUMAN	2	2	2	False	NaN	NaN	11,709175020881785	NaN	10,735512331385294	NaN	11,81884729361135	NaN	11,293719304523721	NaN	NaN	NaN	NaN	NaN	3348,211669921875	NaN	1704,9483642578125	NaN	3612,663818359375	NaN	2510,430908203125	NaN	NaN	NaN
A2RUS2;A2RUS2-2	DENND3	Homo sapiens	DENN domain-containing protein 3;Isoform 2 of DENN domain-containing protein 3	DEND3_HUMAN	11	11	11	False	12,664829836834704	12,60502560674521	12,885380606272056	12,516031450385777	12,059896453369225	12,659342569297007	12,641238359008806	12,826463920867258	13,070043453892586	12,253992289084108	11,946113471391987	12,830106449542143	6493,7216796875	6230,03955078125	7566,34375	5857,34619140625	4269,63330078125	6469,06982421875	6388,3974609375	7263,57421875	8599,5380859375	4884,490234375	3945,8310546875	7281,9365234375
A2VDJ0;A2VDJ0-2;A2VDJ0-3;A2VDJ0-5;A2VDJ0-6	TMEM131L	Homo sapiens	Transmembrane protein 131-like;Isoform 2 of Transmembrane protein 131-like;Isoform 3 of Transmembrane protein 131-like;Isoform 4 of Transmembrane protein 131-like;Isoform 5 of Transmembrane protein 131-like	T131L_HUMAN	1	1	1	False	NaN	NaN	9,824763103161569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	906,8770141601562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A3KMH1;A3KMH1-3	VWA8	Homo sapiens	von Willebrand factor A domain-containing protein 8;Isoform 3 of von Willebrand factor A domain-containing protein 8	VWA8_HUMAN	25	25	25	False	14,24916352098307	13,857664417431442	14,024364097047531	14,167027894030682	13,837989827991755	13,931530968594684	13,892561529976616	13,96869043254898	13,766965478647053	13,802084406380994	13,639741455590633	13,950271547552196	19472,67578125	14844,7421875	16663,041015625	18395,0234375	14643,6728515625	15624,5927734375	15208,197265625	16032,2626953125	13940,2177734375	14283,72265625	12763,544921875	15828,8798828125
A3KN83;A3KN83-2;A3KN83-3	SBNO1	Homo sapiens	Protein strawberry notch homolog 1;Isoform 2 of Protein strawberry notch homolog 1;Isoform 3 of Protein strawberry notch homolog 1	SBNO1_HUMAN	9	9	9	False	13,134080482253552	12,793900433696145	12,917827035056412	13,097813214042302	12,86336507107488	13,021245520557176	13,388889687159553	12,67117703084199	12,101575802040248	13,0215861121252	12,843631369738672	12,975419695995631	8989,8447265625	7101,46240234375	7738,43994140625	8766,669921875	7451,7578125	8313,5302734375	10726,484375	6522,35400390625	4394,78173828125	8315,4931640625	7350,52392578125	8053,60888671875
A4D126;A4D126-2	CRPPA	Homo sapiens	D-ribitol-5-phosphate cytidylyltransferase;Isoform 2 of D-ribitol-5-phosphate cytidylyltransferase	ISPD_HUMAN	1	1	1	False	13,115758077436785	12,348251875709368	NaN	NaN	12,640509408365597	12,784650819186503	13,553118800294333	NaN	13,030678753414488	13,182937131546439	13,343900147488293	12,720696729037229	8876,39453125	5214,2783203125	NaN	NaN	6385,17041015625	7056,078125	12019,74609375	NaN	8368,0673828125	9299,498046875	10397,1474609375	6750,11669921875
A4D1E9;A4D1E9-2	GTPBP10	Homo sapiens	GTP-binding protein 10;Isoform 2 of GTP-binding protein 10	GTPBA_HUMAN	2	2	2	False	11,9331898783696	10,807587227345863	11,550660723615103	12,185510501073232	9,960119334114033	10,553862096845886	12,075434427567568	12,225989936849267	11,103655831857738	10,599779618629395	10,735728302112358	12,305315462357052	3910,642333984375	1792,28857421875	2999,821044921875	4658,05029296875	996,0810546875	1503,2425537109375	4315,8662109375	4790,59765625	2200,561279296875	1551,856689453125	1705,20361328125	5061,38134765625
A4D1P6;A4D1P6-2	WDR91	Homo sapiens	WD repeat-containing protein 91;Isoform 2 of WD repeat-containing protein 91	WDR91_HUMAN	9	9	10	False	15,411340557028574	15,038409820343245	15,035564142424208	15,419877133697648	14,939345965969666	15,220527268226936	15,175964906939297	14,956998834438593	14,677234558104324	14,677427815316907	14,682691607987763	14,840313470927681	43578,8515625	33652,12109375	33585,80859375	43837,4765625	31418,919921875	38179,94140625	37018,65625	31805,724609375	26199,189453125	26202,69921875	26298,4765625	29334,5546875
A5A3E0	POTEF	Homo sapiens	POTE ankyrin domain family member F	POTEF_HUMAN	2	4	4	False	19,68763624751788	19,44921477967726	19,124434993805913	19,55279138459145	19,5139353717932	19,613667856747753	20,08687644335266	19,567382733132487	19,665786099214298	19,26295176580322	19,222827471840922	19,293717761192166	844440,5	715808,8125	571516,25	769089,1875	748651,8125	802236,375	1113659,25	776907,1875	831747,5	629109,5625	611853,8125	642669,625
A5D8V6	VPS37C	Homo sapiens	Vacuolar protein sorting-associated protein 37C	VP37C_HUMAN	1	1	1	False	15,635455978958312	15,885435535344147	15,755760145691173	16,01558672838111	15,894414706857573	16,27189241080194	16,222109015231098	15,996123898166836	16,111275309657103	16,046780972413288	15,692172018827259	15,658450672059262	50902,75	60533,0546875	55329,45703125	66247,8828125	60910,98046875	79127,546875	76443,6484375	65360,16015625	70790,8515625	67695,90625	52943,72265625	51720,57421875
A5PLK6;A5PLK6-6	RGSL1	Homo sapiens	Regulator of G-protein signaling protein-like;Isoform 6 of Regulator of G-protein signaling protein-like	RGSL_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	9,756577394519642	NaN	NaN	9,598760403218026	10,395238888542476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	865,0126342773438	NaN	NaN	775,38037109375	1346,724365234375	NaN	NaN
A5PLL7	PEDS1	Homo sapiens	Plasmanylethanolamine desaturase	PDES1_HUMAN	6	6	7	False	15,37939872802076	13,508063376803138	14,84928854849119	14,624990178924675	12,24601713311781	11,755331887843214	14,953423934855042	15,102888943648638	13,583769365128306	12,764039584258702	13,11343219145416	14,756848656253059	42624,6015625	11650,169921875	29517,615234375	25267,41015625	4857,5634765625	3457,064697265625	31727,009765625	35190,26953125	12277,841796875	6955,9873046875	8862,095703125	27685,609375
A5PLN9-4;A5PLN9-5	TRAPPC13	Homo sapiens	Isoform 3 of Trafficking protein particle complex subunit 13;Isoform 4 of Trafficking protein particle complex subunit 13	TPC13_HUMAN	8	8	8	False	15,023956163880834	15,000987186555317	14,729860723052418	14,732078591311046	14,958578733492349	14,63015756585666	14,785926840112797	14,481427828163246	14,85733001848761	14,574567312657983	14,865433588069868	14,882055180353909	33316,66015625	32790,4296875	27172,51953125	27214,32421875	31840,57421875	25358,07421875	28249,287109375	22874,107421875	29682,603515625	24399,556640625	29849,798828125	30195,693359375
A5YKK6	CNOT1	Homo sapiens	CCR4-NOT transcription complex subunit 1	CNOT1_HUMAN	45	46	51	False	16,798159198763372	16,31119757097243	16,373851126304615	16,621148412984617	16,279536621359163	16,280591251102425	16,715658634137274	16,515383190055335	16,13772664616746	16,31061389101491	16,148334600862036	16,50132953375609	113959,3046875	81312,953125	84922,0234375	100800,859375	79547,921875	79606,09375	107625,3671875	93675,4375	72100,75	81280,0625	72632,8515625	92767,3515625
A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	MP3B2_HUMAN;MLP3B_HUMAN	2	2	3	False	17,555183218362114	17,21258781415894	17,61128995171315	17,839733559600543	17,646069297778407	17,788959132637054	17,418586893000146	17,75621403764083	17,01486126234089	17,468319515314654	17,613332427049546	17,841120212858982	192591,328125	151881,625	200228,796875	234582,125	205114,40625	226469,796875	175193,15625	221387,46875	132429,15625	181337,71875	200512,46875	234807,703125
A6NCM1	IQCA1L	Homo sapiens	IQ and AAA domain-containing protein 1-like	IQCAL_HUMAN	1	1	1	False	NaN	-10,289675638268395	NaN	NaN	0,7506413650166507	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0,0007989120786078274	NaN	NaN	1,6825406551361084	1	NaN	NaN	NaN	NaN	NaN	NaN
A6NDE4;A6NEQ0;P0C7P1;P0C7P1-2;P0DJD3;P0DJD3-2;P0DJD4;Q15415;Q15415-2	RBMY1B;RBMY1E;RBMY1D;RBMY1D;RBMY1A1;RBMY1A1;RBMY1C;RBMY1F;RBMY1F	Homo sapiens	RNA-binding motif protein, Y chromosome, family 1 member B;RNA-binding motif protein, Y chromosome, family 1 member E;RNA-binding motif protein, Y chromosome, family 1 member D;Isoform 2 of RNA-binding motif protein, Y chromosome, family 1 member D;RNA-binding motif protein, Y chromosome, family 1 member A1;Isoform 2 of RNA-binding motif protein, Y chromosome, family 1 member A1;RNA-binding motif protein, Y chromosome, family 1 member C;RNA-binding motif protein, Y chromosome, family 1 member F/J;Isoform 2 of RNA-binding motif protein, Y chromosome, family 1 member F/J	RBY1B_HUMAN;RBY1E_HUMAN;RBY1D_HUMAN;RBY1D_HUMAN;RBY1A_HUMAN;RBY1A_HUMAN;RBY1C_HUMAN;RBY1F_HUMAN;RBY1F_HUMAN	1	1	1	False	11,600697408702052	12,067936999791907	12,16666036656688	11,82561876019855	12,26985305801085	11,937588351589136	11,770176105074468	12,128683488629452	12,571741882456967	12,377948812714088	12,457424217071054	12,46302526637463	3105,6884765625	4293,49560546875	4597,58447265625	3629,66015625	4938,48583984375	3922,583251953125	3492,81884765625	4478,138671875	6087,95458984375	5322,72314453125	5624,1689453125	5646,04638671875
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	11	11	11	False	16,46798831519337	16,798350269043958	16,681749169739394	16,680755583023142	16,920232535666013	16,665315855227107	16,768189171839456	16,697191996274363	17,133094381134406	16,612841619425065	16,9882506727039	16,846869655060708	90648,046875	113974,3984375	105125,2109375	105052,8359375	124021,65625	103934,5546875	111616,375	106256,53125	143739,234375	100222,1328125	130008,8828125	117872,6640625
A6NDN3	GOLGA6B	Homo sapiens	Golgin subfamily A member 6B	GOG6B_HUMAN	1	1	1	False	NaN	NaN	NaN	11,215489601028398	NaN	11,42906086502026	NaN	10,936396575910685	NaN	11,508387076260389	NaN	NaN	NaN	NaN	NaN	2377,928466796875	NaN	2757,3388671875	NaN	1959,672119140625	NaN	2913,196044921875	NaN	NaN
A6NDU8	C5orf51	Homo sapiens	UPF0600 protein C5orf51	CE051_HUMAN	10	10	11	False	16,130736609019273	15,722289423961417	16,086797094574	16,156136942480114	15,930176779506441	15,578521150754204	15,940047121785884	16,04008215357701	15,750646373594149	15,611622479901841	15,841655806985974	16,170726447254758	71752,2578125	54060,58203125	69599,875	73026,7265625	62439,734375	48933,03515625	62868,38671875	67382,3046875	55133,68359375	50068,73828125	58723,72265625	73768,96875
A6NED2	RCCD1	Homo sapiens	RCC1 domain-containing protein 1	RCCD1_HUMAN	2	2	2	False	12,363651807693465	13,543426243816224	13,303190853367571	13,19961693494003	13,665637897279616	13,7098165774458	13,092263722113026	13,269677168344872	13,249915059726263	13,663688389506511	13,516836648580108	13,316387055901926	5270,23583984375	11939,263671875	10107,8662109375	9407,638671875	12994,7197265625	13398,8037109375	8733,0126953125	9875,767578125	9741,4111328125	12977,171875	11721,232421875	10200,74609375
A6NFI3	ZNF316	Homo sapiens	Zinc finger protein 316	ZN316_HUMAN	1	1	1	False	11,268199304909553	NaN	NaN	11,829041453404626	10,211337585108357	10,004347527600794	10,841257681788669	10,96234877753598	8,91117462254562	11,054096680123841	11,687361052009651	11,45615021306167	2466,4140625	NaN	NaN	3638,281494140625	1185,54736328125	1027,0904541015625	1834,6099853515625	1995,2430419921875	481,4274597167969	2126,251708984375	3297,966552734375	2809,602294921875
A6NFQ2;A6NFQ2-2	TCAF2	Homo sapiens	TRPM8 channel-associated factor 2;Isoform 2 of TRPM8 channel-associated factor 2	TCAF2_HUMAN	6	6	6	False	13,179350591026614	13,20208943857016	13,383343986055095	14,0921217462451	13,384423054429991	13,726654314496692	14,59033999475673	13,107699501838797	13,118248026541872	12,878363516633959	13,151365619319984	13,498313352189834	9276,408203125	9423,775390625	10685,3310546875	17464,306640625	10693,326171875	13556,09765625	24667,775390625	8826,951171875	8891,7275390625	7529,63134765625	9098,201171875	11571,701171875
