PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	GAL3B_HUMAN;GAL3A_HUMAN	8	8	12	True	14,400351920961963	14,512716233881957	14,185823666186401	14,603069837979296	14,916344008965243	14,092033165586102	13,742575684431804	13,603574620166185	12,793721075091499	14,138679436988943	13,677420287696354	13,491563463761887	21624,091796875	23375,607421875	18636,24609375	24886,3984375	30921,95703125	17463,234375	13706,529296875	12447,5537109375	7100,57958984375	18037,095703125	13101,28125	11517,6875
A1L4H1	SSC5D	Homo sapiens	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SRCRL_HUMAN	24	25	27	True	16,13014428478909	16,977601096741562	17,38330218837732	16,309367408408487	16,305944416946723	16,768159483325853	14,871558050099116	15,90583850377385	16,666625586616377	14,893446800601103	15,357511466479334	15,493614101853884	71722,8046875	129052,7265625	170960,34375	81209,8671875	81017,4140625	111614,078125	29976,78515625	61395,2109375	104028,953125	30435,064453125	41982,8203125	46136,28125
A1L4K1;A1L4K1-2	FSD2	Homo sapiens	Fibronectin type III and SPRY domain-containing protein 2;Isoform 2 of Fibronectin type III and SPRY domain-containing protein 2	FSD2_HUMAN	1	1	1	False	12,902574213885693	12,588708803348425	12,752648921721658	12,72612095235658	12,680336449776236	11,556600187549584	13,32534031982784	NaN	12,386293793050177	12,727447600018518	12,647065308910133	13,036846699782966	7657,056640625	6159,97509765625	6901,283203125	6775,54345703125	6563,89501953125	3012,196533203125	10264,248046875	NaN	5353,6005859375	6781,77685546875	6414,251953125	8403,919921875
A1X283	SH3PXD2B	Homo sapiens	SH3 and PX domain-containing protein 2B	SPD2B_HUMAN	14	14	14	False	14,329493484407921	14,13719520408758	14,22560153458841	14,047196817911475	14,273209252067433	13,946933484747673	14,118110486591721	14,134245654905374	14,170507943058281	14,15941359307861	13,925920014696738	13,986184043540739	20587,677734375	18018,548828125	19157,232421875	16928,85546875	19799,951171875	15792,2978515625	17781,759765625	17981,748046875	18439,44921875	18298,193359375	15563,943359375	16227,84765625
A2A288;A2A288-3;A2A288-4	ZC3H12D	Homo sapiens	Probable ribonuclease ZC3H12D;Isoform 2 of Probable ribonuclease ZC3H12D;Isoform 3 of Probable ribonuclease ZC3H12D	ZC12D_HUMAN	1	1	1	True	8,595212400167542	10,850141044442006	10,373794983635818	9,861179976305376	10,432414718216634	10,356080492348022	9,243169914913942	10,175371830530219	NaN	9,436974539942783	9,902819370175507	9,553377116705148	386,7379150390625	1845,94140625	1326,85498046875	930,0599975585938	1381,878173828125	1310,6624755859375	605,998291015625	1156,3575439453125	NaN	693,1263427734375	957,2947387695312	751,36865234375
A2RUC4	TYW5	Homo sapiens	tRNA wybutosine-synthesizing protein 5	TYW5_HUMAN	1	1	1	False	12,81280648323519	NaN	13,244115981868992	12,594925827873215	12,894397590423642	13,021394645168998	12,698553979747425	13,359158652480584	NaN	12,201535423915121	13,154426905917564	NaN	7195,13720703125	NaN	9702,3330078125	6186,57763671875	7613,7822265625	8314,3896484375	6647,3056640625	10507,6953125	NaN	4710,07861328125	9117,52734375	NaN
A5D8V6	VPS37C	Homo sapiens	Vacuolar protein sorting-associated protein 37C	VP37C_HUMAN	1	1	1	False	12,086461838299032	11,126602237072195	11,641198771965586	10,543800858142701	NaN	12,067622111920508	12,413290646248894	11,51172068819946	12,660793066199782	12,26524217680015	11,620915930726374	12,699575524358446	4348,9814453125	2235,841552734375	3194,111083984375	1492,7955322265625	NaN	4292,55859375	5454,724609375	2919,935302734375	6475,5771484375	4922,7275390625	3149,519287109375	6652,01416015625
A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	MP3B2_HUMAN;MLP3B_HUMAN	2	2	3	False	12,477838168383883	12,375424223325538	11,46466003673775	12,336964673323694	11,751781747463795	12,207549405336895	12,500138968958735	11,803817573955056	12,975608266787711	12,323690734161316	13,134725551240116	13,384227123848701	5704,31591796875	5313,4169921875	2826,223876953125	5173,642578125	3448,568115234375	4729,75390625	5793,1767578125	3575,22314453125	8054,66162109375	5126,25927734375	8993,865234375	10691,8740234375
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	7	7	7	False	14,008553090730963	14,042794899527724	13,754892190275521	13,982482120485136	14,251693900764547	13,75187754717536	14,271476848786996	13,73281840003545	12,919477763841071	14,054314663309125	14,288046527630764	13,702819264592115	16481,421875	16877,28125	13824,044921875	16186,2607421875	19506,859375	13795,1884765625	19776,189453125	13614,1416015625	7747,29931640625	17012,583984375	20004,6328125	13333,974609375
A6NFA1	TRABD2B	Homo sapiens	Metalloprotease TIKI2	TIKI2_HUMAN	1	1	1	False	NaN	7,839255505131843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6,347988950161457	NaN	NaN	NaN	229,00820922851562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81,458251953125	NaN	NaN
A8CG34;A8CG34-2;Q96HA1;Q96HA1-2;Q96HA1-3	POM121C;POM121C;POM121;POM121;POM121	Homo sapiens	Nuclear envelope pore membrane protein POM 121C;Isoform 2 of Nuclear envelope pore membrane protein POM 121C;Nuclear envelope pore membrane protein POM 121;Isoform 2 of Nuclear envelope pore membrane protein POM 121;Isoform 3 of Nuclear envelope pore membrane protein POM 121	P121C_HUMAN;P121C_HUMAN;P121A_HUMAN;P121A_HUMAN;P121A_HUMAN	2	2	2	True	10,799332022560483	10,953889238747497	10,795483635215932	11,148407067388975	11,333177739344995	11,312566974492526	NaN	10,488271660075004	NaN	10,441480609318523	10,057197851876452	10,292922585614882	1782,062255859375	1983,5777587890625	1777,31494140625	2269,890625	2580,0400390625	2543,44287109375	NaN	1436,4296875	NaN	1390,5892333984375	1065,41357421875	1254,5224609375
A8MTW9		Homo sapiens	Putative uncharacterized protein ENSP00000380674	YB043_HUMAN	1	1	1	True	11,085504552543991	11,374043030135303	12,366972741508455	9,619360164916976	11,027042224354034	10,939430086790829	10,602252574566092	12,262922383451489	11,766834895481562	10,085876491707364	11,220501437224955	9,755139925131985	2173,04833984375	2654,166259765625	5282,38134765625	786,5311889648438	2086,750244140625	1963,7969970703125	1554,51904296875	4914,818359375	3484,739013671875	1086,8043212890625	2386,20361328125	864,1511840820312
A8MWD9;P62308	SNRPGP15;SNRPG	Homo sapiens	Putative small nuclear ribonucleoprotein G-like protein 15;Small nuclear ribonucleoprotein G	RUXGL_HUMAN;RUXG_HUMAN	1	1	1	False	13,600635938415303	13,381183292955267	13,241251619613173	13,29839083118092	13,556153089394389	13,33248529324247	13,601625269137768	13,400156056717144	13,30566503910979	13,40438162534629	13,482973596676356	13,448633071802691	12422,224609375	10669,33984375	9683,0888671875	10074,2919921875	12045,052734375	10315,2080078125	12430,74609375	10810,578125	10125,2158203125	10842,2880859375	11449,314453125	11180,00390625
A8MXE2	B3GALT9	Homo sapiens	Beta-1,3-galactosyltransferase 9	B3GT9_HUMAN	1	1	1	True	12,098058917025895	14,534208470979522	14,35536682526841	15,89471768038606	15,593900783545976	14,996667860650566	16,055042084597346	16,104347922634606	17,016248059985998	15,3070569392266	15,986462097284628	16,020474910781036	4384,08154296875	23726,447265625	20960,228515625	60923,7734375	49457,46875	32692,404296875	68084,65625	70451,75	132556,515625	40539,95703125	64923,90234375	66472,7265625
A8MXV4	NUDT19	Homo sapiens	Nucleoside diphosphate-linked moiety X motif 19	NUD19_HUMAN	1	1	1	False	9,667347852690625	11,833658553769533	11,236059898061136	11,47064484971015	11,521822297599055	10,83435048755738	10,086822033231847	9,296691221811953	11,184807711361891	10,955824943034127	11,549163977904016	9,964539529022991	813,1331787109375	3649,94384765625	2412,076416015625	2837,972412109375	2940,4521484375	1825,847412109375	1087,516845703125	628,9019165039062	2327,890869140625	1986,240966796875	2996,71044921875	999,1375732421875
A9UHW6;A9UHW6-2;A9UHW6-3	MIF4GD	Homo sapiens	MIF4G domain-containing protein;Isoform 2 of MIF4G domain-containing protein;Isoform 3 of MIF4G domain-containing protein	MI4GD_HUMAN	1	1	1	False	10,156022107828985	8,831784460331555	9,324936578473205	NaN	9,210776857451535	NaN	10,467616992228	9,796735363705364	NaN	10,670785030732109	10,013294386453484	10,550166561609158	1140,9517822265625	455,65069580078125	641,3359985351562	NaN	592,5433349609375	NaN	1416,01123046875	889,4288330078125	NaN	1630,1455078125	1033,479736328125	1499,3968505859375
B1AKI9	ISM1	Homo sapiens	Isthmin-1	ISM1_HUMAN	1	1	1	True	11,649304206781776	11,131211235557288	11,639825785947197	10,173343021839397	11,197807006635605	10,33218532582999	11,373489146904575	10,854369254536177	9,921329491300297	10,415198122132923	11,007856406816032	NaN	3212,10693359375	2242,995849609375	3191,07275390625	1154,7325439453125	2348,9609375	1289,1329345703125	2653,1474609375	1851,359375	969,6561889648438	1365,4853515625	2059,18310546875	NaN
B5ME19;Q99613;Q99613-2	EIF3CL;EIF3C;EIF3C	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein;Eukaryotic translation initiation factor 3 subunit C;Isoform 2 of Eukaryotic translation initiation factor 3 subunit C	EIFCL_HUMAN;EIF3C_HUMAN;EIF3C_HUMAN	6	6	6	False	9,926070816744728	12,046485079798236	9,943395771653273	12,972649957857831	10,153837119668717	10,495851368082647	9,349715465204001	9,010423614013785	NaN	11,308230415480454	10,127155389489532	9,389630157752688	972,84814453125	4230,12646484375	984,6012573242188	8038,162109375	1139,22509765625	1443,996337890625	652,4463500976562	515,712646484375	NaN	2535,80908203125	1118,3494873046875	670,7494506835938
B7ZAP0;Q5R372-5;Q5R372-6;Q5R372-7;Q5R372-8;Q9Y3P9	RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1	Homo sapiens	Rab GTPase-activating protein 1-like, isoform 10;Isoform 5 of Rab GTPase-activating protein 1-like;Isoform 6 of Rab GTPase-activating protein 1-like;Isoform 7 of Rab GTPase-activating protein 1-like;Isoform 8 of Rab GTPase-activating protein 1-like;Rab GTPase-activating protein 1	RBG10_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBGP1_HUMAN	1	1	1	True	9,735563873965146	NaN	10,245285179580945	10,563332335109113	NaN	NaN	11,278326090704395	9,079214245329485	NaN	10,747492436634072	10,518979288887866	10,53568390875745	852,504638671875	NaN	1213,77490234375	1513,1427001953125	NaN	NaN	2483,78759765625	540,8985595703125	NaN	1719,1651611328125	1467,3316650390625	1484,4202880859375
B9A064;P0DOX8	IGLL5;	Homo sapiens	Immunoglobulin lambda-like polypeptide 5;Immunoglobulin lambda-1 light chain	IGLL5_HUMAN;IGL1_HUMAN	1	1	1	False	14,34897231095012	15,059784256739988	14,5895181148702	15,365244871321895	15,181756456921292	14,96496919239552	14,260778437635153	15,095962589584628	12,492592325296188	14,800029945321334	15,20422619559699	13,962685734158512	20867,53125	34154,41015625	24653,7265625	42208,46875	37167,5625	31981,92578125	19630,080078125	35021,7265625	5762,9521484375	28526,79296875	37750,97265625	15965,6728515625
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Homo sapiens	Putative WAS protein family homolog 3;WAS protein family homolog 2	WASH3_HUMAN;WASH2_HUMAN	3	3	3	False	14,498800157719725	14,023147567402535	14,336852745817193	14,271652234260092	14,399422665385966	14,493834687135905	13,8423520699837	14,081898501167387	14,33699490043111	13,952921611176965	13,788071089432572	14,114469629409752	23151,212890625	16648,99609375	20692,96484375	19778,59375	21610,16796875	23071,66796875	14688,017578125	17340,98828125	20695,00390625	15857,982421875	14145,65234375	17736,94140625
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	2	2	2	False	13,550608238679782	12,80529585293068	13,383583936672396	12,887010923050052	12,986758409035348	13,149994055767754	13,557797536189026	13,127041059311088	14,717531156183194	13,099423261310942	13,1885502126108	13,667084789534297	11998,84765625	7157,77685546875	10687,1083984375	7574,89892578125	8117,15478515625	9089,5556640625	12058,7900390625	8946,0869140625	26941,287109375	8776,458984375	9335,75	13007,7587890625
C9JRZ8;C9JRZ8-2;O60218	AKR1B15;AKR1B15;AKR1B10	Homo sapiens	Aldo-keto reductase family 1 member B15;Isoform 2 of Aldo-keto reductase family 1 member B15;Aldo-keto reductase family 1 member B10	AK1BF_HUMAN;AK1BF_HUMAN;AK1BA_HUMAN	1	1	1	False	11,310529300219716	10,961976250916877	11,611685734881576	11,547680737882628	11,490985247853924	11,258001364304212	10,9782727352133	11,371212183697844	10,848213263614868	11,173517179699502	10,902937379906836	11,051828762250798	2539,85302734375	1994,7279052734375	3129,433349609375	2993,631103515625	2878,26806640625	2449,041259765625	2017,3878173828125	2648,96337890625	1843,4764404296875	2309,743896484375	1914,74609375	2122,911865234375
D6RIA3	C4orf54	Homo sapiens	Uncharacterized protein C4orf54	CD054_HUMAN	1	1	1	True	9,569168614873547	10,405642562970652	NaN	NaN	8,989020661122293	9,87371350973493	10,476539923942893	11,954319688793527	11,984766551793566	8,896895089253617	10,630603750741923	10,128555749984654	759,63818359375	1356,4710693359375	NaN	NaN	508,1183166503906	938,1751708984375	1424,7962646484375	3968,33935546875	4052,977783203125	476,6858825683594	1585,369873046875	1119,435546875
E9PAV3;E9PAV3-2;Q13765	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	NACAM_HUMAN;NACAM_HUMAN;NACA_HUMAN	3	3	5	True	14,610289090536664	14,042273902675031	14,182999245558545	15,254133329300934	14,819932309078432	14,98778444105361	13,15331142558342	13,76156715937662	14,061653831375596	14,645529806840807	13,165310481750307	14,61501396162237	25011,2421875	16871,1875	18599,796875	39079,7421875	28923,0546875	32491,71875	9110,48046875	13888,1533203125	17099,349609375	25629,71484375	9186,5693359375	25093,2890625
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	2	2	2	False	12,23828533514389	12,095112546132686	11,160614841438539	11,635925652034448	11,578476925503848	12,059627496837761	12,06744765513049	11,988933750318266	12,605988655815421	11,529240490325227	11,209707096744493	12,11833580440185	4831,60009765625	4375,13720703125	2289,179443359375	3182,457763671875	3058,220947265625	4268,83740234375	4292,03955078125	4064,70166015625	6234,19970703125	2955,610595703125	2368,41650390625	4446,13427734375
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	7	7	7	False	16,756034412489505	16,80150352373335	17,358102378336824	16,949179106570906	16,52963608088227	17,635184599178704	16,69612428471451	17,257431006320104	17,969514755514552	16,760982820061244	16,548344168564242	17,086219174289422	110679,953125	114223,78125	168000,078125	126535,1875	94605,4765625	203572,703125	106177,921875	156676,6875	256662,8125	111060,234375	95840,2578125	139144
O00151	PDLIM1	Homo sapiens	PDZ and LIM domain protein 1	PDLI1_HUMAN	17	18	18	True	16,724619182346572	16,277201542062418	16,31959853310375	16,289095379340576	16,42842880038688	16,32454769385771	17,649268349468475	17,250592049670022	17,770079798397877	17,364347227649397	17,639337064987608	17,40629052730882	108295,90625	79419,2734375	81787,828125	80076,7265625	88196,1953125	82068,8828125	205569,734375	155935,734375	223525,484375	168728,859375	204159,484375	173706,296875
O00154;O00154-4;O00154-5;O00154-6;O00154-7	ACOT7	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase;Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 5 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase	BACH_HUMAN	8	8	8	True	13,421629559359612	13,782758911038412	12,785730725426863	13,270534018087744	13,135723374854365	13,089444500306193	14,629438224408075	14,375571774829929	13,523809589820289	14,530356920602099	15,170952862143126	14,770161281324025	10972,689453125	14093,662109375	7061,36181640625	9881,634765625	9000,087890625	8715,9638671875	25345,43359375	21255,841796875	11778,021484375	23663,189453125	36890,2734375	27942,263671875
O00159;O00159-2;O00159-3	MYO1C	Homo sapiens	Unconventional myosin-Ic;Isoform 2 of Unconventional myosin-Ic;Isoform 3 of Unconventional myosin-Ic	MYO1C_HUMAN	9	9	9	True	12,936763457010375	11,429218614400645	11,825085526559409	11,151514889691331	11,134801210824168	12,303812653871526	12,783722158151667	12,016179185420022	13,49653991359278	11,156014390118726	11,577402319052721	11,112117317939976	7840,68212890625	2757,640380859375	3628,31884765625	2274,78564453125	2248,584228515625	5056,11181640625	7051,53759765625	4142,193359375	11557,4853515625	2281,891357421875	3055,94384765625	2213,505615234375
O00161;O00161-2	SNAP23	Homo sapiens	Synaptosomal-associated protein 23;Isoform SNAP-23b of Synaptosomal-associated protein 23	SNP23_HUMAN	2	2	2	False	12,003422004759997	11,234617484647691	12,148842255499146	11,001745942875157	11,243049160671074	10,959434059312922	11,901174415447976	11,553800355592424	12,138373212350665	11,149742778752936	10,694452900718877	11,764908532927238	4105,72705078125	2409,666015625	4541,15087890625	2050,47998046875	2423,790283203125	1991,216064453125	3824,8154296875	3006,3564453125	4508,31689453125	2271,9931640625	1657,109130859375	3480,089111328125
O00170	AIP	Homo sapiens	AH receptor-interacting protein	AIP_HUMAN	11	11	13	False	14,329691790361835	14,04589811037304	13,990872444822026	14,16001680511875	14,227338605563864	13,959450421278463	14,40308707007602	14,031662674168805	13,90565123799066	14,208358210770728	14,133416623443358	14,101383280529992	20590,5078125	16913,623046875	16280,669921875	18305,845703125	19180,3125	15929,9091796875	21665,126953125	16747,552734375	15346,810546875	18929,625	17971,41796875	17576,78125
O00186	STXBP3	Homo sapiens	Syntaxin-binding protein 3	STXB3_HUMAN	2	2	2	False	NaN	10,009626699943725	9,019676235995496	10,58973125673337	10,105950218286912	10,732633147042604	10,071873118843241	9,261712314208264	NaN	11,225877147723804	9,531781698796564	10,85847726355409	NaN	1030,855712890625	519,03076171875	1541,0855712890625	1102,0318603515625	1701,5491943359375	1076,306396484375	613,8372192382812	NaN	2395,111572265625	740,205322265625	1856,6385498046875
O00187-2	MASP2	Homo sapiens	Isoform 2 of Mannan-binding lectin serine protease 2	MASP2_HUMAN	1	1	1	False	12,17732402772308	12,74941261390476	12,664844047685262	12,752826111142221	12,862166550006194	12,049054007085443	11,415336632086321	12,68576982665927	12,157467369997061	12,169064219953302	12,753255623509979	11,500239284138686	4631,693359375	6885,8193359375	6493,78564453125	6902,130859375	7445,56982421875	4237,66552734375	2731,23291015625	6588,662109375	4568,38134765625	4605,25146484375	6904,18603515625	2896,789794921875
O00193	SMAP	Homo sapiens	Small acidic protein	SMAP_HUMAN	3	3	3	True	13,209854912472949	12,788634307045228	12,917518132484965	12,881522430032428	13,311019303283004	13,022683760831397	10,87932663305819	11,775958641603031	12,496315352426134	11,891158747302615	11,037617496869958	12,60259172259467	9474,63671875	7075,587890625	7736,783203125	7546,13623046875	10162,86328125	8321,822265625	1883,6649169921875	3506,8466796875	5777,84326171875	3798,354248046875	2102,102783203125	6219,5380859375
O00203;O00203-3	AP3B1	Homo sapiens	AP-3 complex subunit beta-1;Isoform 2 of AP-3 complex subunit beta-1	AP3B1_HUMAN	1	1	1	True	11,958590945889943	12,72181388565972	11,768588291751334	13,241949265163763	12,321968957386515	11,894572168522277	11,762160489827684	11,530446464430813	10,735534642627854	12,57037944116694	11,989633740443747	11,705283499277273	3980,10546875	6755,345703125	3488,976806640625	9687,7724609375	5120,14501953125	3807,351806640625	3473,466552734375	2958,082275390625	1704,9747314453125	6082,2080078125	4066,67431640625	3339,1923828125
O00214;O00214-2	LGALS8	Homo sapiens	Galectin-8;Isoform 2 of Galectin-8	LEG8_HUMAN	1	1	1	False	NaN	10,10406728583928	9,115231340654763	10,495598034287058	8,59297181691741	9,276558082550146	9,582606134942207	NaN	NaN	10,698906088061452	NaN	9,470302389856757	NaN	1100,594482421875	554,5721435546875	1443,7427978515625	386,13775634765625	620,1864013671875	766,7466430664062	NaN	NaN	1662,2320556640625	NaN	709,32470703125
O00231;O00231-2	PSMD11	Homo sapiens	26S proteasome non-ATPase regulatory subunit 11;Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11	PSD11_HUMAN	9	9	10	False	11,61771720408627	12,072372251232455	11,056920125292308	11,81851586645559	11,465128802908724	10,53957050471715	11,673221071682706	10,841571065816522	9,624876872480653	11,4540647956479	11,800350240474112	10,629222974683906	3142,5439453125	4306,71533203125	2130,4169921875	3611,833984375	2827,142333984375	1488,4246826171875	3265,80078125	1835,008544921875	789,5445556640625	2805,5439453125	3566,640869140625	1583,853271484375
O00232;O00232-2	PSMD12	Homo sapiens	26S proteasome non-ATPase regulatory subunit 12;Isoform 2 of 26S proteasome non-ATPase regulatory subunit 12	PSD12_HUMAN	8	8	8	False	11,123966023480353	12,068649059102974	11,423498607337603	11,366146360127782	11,40428091583222	10,41902108903252	11,75368409003745	10,925976499423017	10,877364462270966	11,27948150333661	11,976587895916133	10,319013003941905	2231,759765625	4295,615234375	2746,728515625	2639,67822265625	2710,3828125	1369,1085205078125	3453,118408203125	1945,569091796875	1881,104736328125	2485,777587890625	4030,06640625	1277,416259765625
O00233	PSMD9	Homo sapiens	26S proteasome non-ATPase regulatory subunit 9	PSMD9_HUMAN	10	10	12	False	15,507963846084783	15,019834852815178	15,267880953639118	15,02209583254998	15,132216827280027	15,226067722386054	15,566059265708159	15,196120613171525	15,736178730977853	15,063626803996	15,184121684776077	15,361741286285277	46597,46484375	33221,62109375	39453,91796875	33273,7265625	35912,95703125	38326,84765625	48512,17578125	37539,46875	54583,5546875	34245,5	37228,546875	42106,08984375
O00244	ATOX1	Homo sapiens	Copper transport protein ATOX1	ATOX1_HUMAN	6	6	7	False	13,405404305795098	13,165187019073619	13,046051371738217	13,335641140040593	13,14185674086545	12,769891603655836	13,670142845063989	13,01449183733441	11,986537873479985	13,494839718617065	13,528370763026233	12,962105851656675	10849,9765625	9185,783203125	8457,7099609375	10337,796875	9038,431640625	6984,26025390625	13035,3603515625	8274,703125	4057,95703125	11543,873046875	11815,3173828125	7979,62841796875
O00264	PGRMC1	Homo sapiens	Membrane-associated progesterone receptor component 1	PGRC1_HUMAN	3	3	3	False	14,608174379890848	14,31148183879855	14,890621927603625	14,365904692529584	14,413068631896953	14,741800034953012	14,593155491993945	14,78881838054165	15,727398571308253	14,221357746737954	14,531203197387727	14,429380050158294	24974,607421875	20332,244140625	30375,529296875	21113,888671875	21815,541015625	27398,32421875	24715,962890625	28305,962890625	54252,37109375	19100,962890625	23677,07421875	22063,591796875
O00273	DFFA	Homo sapiens	DNA fragmentation factor subunit alpha	DFFA_HUMAN	6	6	6	False	12,428772017604862	12,495849416716437	12,548249965877178	12,757872273420846	12,864636742636714	12,71515209564336	12,554448097137499	12,475345540556765	12,231054291227577	12,68916568515898	12,704927985398303	12,683813627953095	5513,57373046875	5775,9775390625	5989,625	6926,31494140625	7458,3291015625	6724,22412109375	6015,4130859375	5694,46875	4807,44384765625	6604,18896484375	6676,7392578125	6579,734375
O00291;O00291-4	HIP1	Homo sapiens	Huntingtin-interacting protein 1;Isoform 4 of Huntingtin-interacting protein 1	HIP1_HUMAN	14	14	14	False	11,99740735509791	12,242912409908373	11,945417848274557	12,880619441311334	12,157393198255356	12,637752966138846	12,385488545729142	11,86984833820266	11,997936280701852	12,50758779260928	12,385079958963008	12,722347591314339	4088,645751953125	4847,12109375	3943,928955078125	7541,41455078125	4568,146484375	6372,982421875	5350,61328125	3742,66015625	4090,14501953125	5823,1650390625	5349,09814453125	6757,84521484375
O00299	CLIC1	Homo sapiens	Chloride intracellular channel protein 1	CLIC1_HUMAN	14	14	15	True	16,042165839065003	16,26103033389133	15,850683123645524	16,97911245455672	16,30948037841926	16,63944714376427	16,42941657504686	16,429412360683834	15,483609275695766	16,963320777857902	16,607321282427268	16,86925184200055	67479,6953125	78534,03125	59092,32421875	129187,9921875	81216,2265625	102087,53125	88256,6015625	88256,34375	45817,44140625	127781,6171875	99839,375	119715,6171875
O00300	TNFRSF11B	Homo sapiens	Tumor necrosis factor receptor superfamily member 11B	TR11B_HUMAN	3	3	3	True	10,520909251162228	10,818480369301366	11,13214652458023	11,283161706866753	10,449418958078125	11,663814429326543	11,52705552082002	9,407860296282692	12,445890583153805	11,510499314372737	10,714165951383999	12,268389653691393	1469,2958984375	1805,87255859375	2244,450439453125	2492,126708984375	1398,261962890625	3244,576416015625	2951,1376953125	679,2789306640625	5579,3857421875	2917,46435546875	1679,9073486328125	4933,47900390625
O00303	EIF3F	Homo sapiens	Eukaryotic translation initiation factor 3 subunit F	EIF3F_HUMAN	3	3	3	False	13,6171533248719	14,06983422490816	13,015087807564187	13,80691143348794	12,912689554201377	13,243710206313109	12,96314859023957	13,129520117312147	16,82711268612607	12,977745282629309	13,293950785561162	12,872312282438513	12565,263671875	17196,58203125	8278,1220703125	14331,59375	7710,93212890625	9699,6044921875	7985,39794921875	8961,47265625	116269,4609375	8066,6015625	10043,3349609375	7498,115234375
