PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q92734;Q92734-2;Q92734-3;Q92734-4	TFG	Homo sapiens	Protein TFG;Isoform 2 of Protein TFG;Isoform 3 of Protein TFG;Isoform 4 of Protein TFG	TFG_HUMAN	7	8	9	True	13,8169480883802	13,428337040477881	13,529995473793395	13,992175191642081	13,826166250296822	13,345125961105751	13,053673705422364	12,644169852030128	13,397598259920736	13,273323808398667	12,948031281807774	12,931467757486036	14431,64453125	11023,8232421875	11828,630859375	16295,3779296875	14524,1513671875	10405,9853515625	8502,513671875	6401,3916015625	10791,4287109375	9900,76171875	7902,15966796875	7811,9541015625
Q92743	HTRA1	Homo sapiens	Serine protease HTRA1	HTRA1_HUMAN	19	19	24	False	17,158493355241678	17,95116970506308	17,993389861224742	18,115306441769878	17,79633128049162	17,98868182671139	17,211773060987934	17,881438691568075	17,210643255044406	17,96368175823946	17,917968490900115	17,544132089554683	146292,203125	253419,796875	260945,65625	283955,71875	227630,015625	260095,484375	151795,875	241462,34375	151677,046875	255627,1875	247654,359375	191121,703125
Q92747	ARPC1A	Homo sapiens	Actin-related protein 2/3 complex subunit 1A	ARC1A_HUMAN	9	9	10	False	14,613482503260942	14,877494308259054	14,250216722422124	14,75968006563332	14,771229512211207	14,160889307273441	14,785783796731764	14,34882525468925	12,787216881409863	14,850039149348284	14,816993775916103	14,58456768919225	25066,666015625	30100,384765625	19486,896484375	27739,998046875	27962,9609375	18316,919921875	28246,486328125	20865,404296875	7068,6396484375	29532,9765625	28864,203125	24569,275390625
Q92765	FRZB	Homo sapiens	Secreted frizzled-related protein 3	SFRP3_HUMAN	5	5	6	True	11,85845260121346	12,234538550780833	12,681966800845736	11,731094006753786	12,093862567015222	12,556028630414403	14,13436866020189	15,243566835982007	15,608858276633446	13,640763022172008	14,629640547655757	14,427382416871017	3713,213623046875	4819,068359375	6571,31689453125	3399,4697265625	4371,34814453125	6022,0068359375	17983,28125	38794,5625	49972,8984375	12772,5859375	25348,98828125	22033,0625
Q92783;Q92783-2	STAM	Homo sapiens	Signal transducing adapter molecule 1;Isoform 2 of Signal transducing adapter molecule 1	STAM1_HUMAN	4	4	4	False	12,13913958913225	11,850317531087303	11,924519953397125	11,734268450383986	12,001723783775887	11,258403140697764	12,569772417019037	11,758239178441416	12,312523352075695	11,887640559585572	12,276086910349985	11,935564525273493	4510,71240234375	3692,33447265625	3887,211669921875	3406,9580078125	4100,89697265625	2449,723388671875	6079,6494140625	3464,038330078125	5086,73193359375	3789,102783203125	4959,87109375	3917,08447265625
Q92804;Q92804-2	TAF15	Homo sapiens	TATA-binding protein-associated factor 2N;Isoform Short of TATA-binding protein-associated factor 2N	RBP56_HUMAN	10	10	10	False	16,405297694066277	15,995405225687751	16,143267515359298	15,766473809913093	15,948881656247558	16,15679151063633	16,346943123940157	15,885199046153689	16,663892479473752	15,88046941760391	16,027148051170148	16,192832483863643	86793,3984375	65327,609375	72378,1953125	55741,87109375	63254,55078125	73059,8671875	83352,8046875	60523,1328125	103832,0625	60325,04296875	66780,90625	74908,015625
Q92820	GGH	Homo sapiens	Gamma-glutamyl hydrolase	GGH_HUMAN	9	9	10	True	14,80277705571013	15,024610120368889	15,344972012766535	15,481067218450336	15,230595575378455	15,690996507678939	14,51591274273422	15,287164925083491	14,69385720940287	15,190194825347874	14,855360019796167	15,060756282808953	28581,1640625	33331,765625	41619,5	45736,78125	38447,32421875	52900,6015625	23427,45703125	39984,82421875	26502,80078125	37385,59375	29642,099609375	34177,4296875
Q92823;Q92823-2;Q92823-3;Q92823-4;Q92823-5;Q92823-6	NRCAM	Homo sapiens	Neuronal cell adhesion molecule;Isoform 2 of Neuronal cell adhesion molecule;Isoform 3 of Neuronal cell adhesion molecule;Isoform 4 of Neuronal cell adhesion molecule;Isoform 5 of Neuronal cell adhesion molecule;Isoform 6 of Neuronal cell adhesion molecule	NRCAM_HUMAN	24	27	29	True	15,17685079362942	14,972997221750317	14,834505962981755	15,98204196981939	15,173334023620466	16,14229032498535	15,360925427670082	15,697984575578895	15,050392228879335	16,46329236804786	15,134449195568248	15,841225907662286	37041,39453125	32160,388671875	29216,70703125	64725,29296875	36951,2109375	72329,1875	42082,28515625	53157,4609375	33932,78515625	90353,46875	35968,5703125	58706,2265625
Q92824;Q92824-2	PCSK5	Homo sapiens	Proprotein convertase subtilisin/kexin type 5;Isoform PC6A of Proprotein convertase subtilisin/kexin type 5	PCSK5_HUMAN	3	3	3	False	10,56735139638646	10,492925502497274	9,513426900360129	9,812860134256011	9,859481611106919	9,292940133045173	10,799706713899221	11,1203421472886	10,08096907527032	9,9607026664508	10,34750620977432	9,357991810468947	1517,3638916015625	1441,07080078125	730,84765625	899,4255981445312	928,9657592773438	627,2688598632812	1782,525146484375	2226,160888671875	1083,11376953125	996,48388671875	1302,89599609375	656,2000122070312
Q92841	DDX17	Homo sapiens	Probable ATP-dependent RNA helicase DDX17	DDX17_HUMAN	21	23	24	True	15,433959897394876	15,206761158128685	14,974947461173326	15,511921999149383	15,318820118743645	15,331304323292976	14,8520995039546	14,844078756187079	14,650133501121733	15,429128820714288	14,664223304424159	15,221215973570086	44267,48828125	37817,36328125	32203,892578125	46725,484375	40871,85546875	41227,0703125	29575,18359375	29411,21484375	25711,630859375	44119,5	25963,96875	38198,171875
Q92859;Q92859-2;Q92859-3;Q92859-4	NEO1	Homo sapiens	Neogenin;Isoform 2 of Neogenin;Isoform 3 of Neogenin;Isoform 4 of Neogenin	NEO1_HUMAN	13	13	13	True	13,378816741126894	13,223026111919957	13,237412174242346	13,799828625698241	13,203212814489767	14,014322585252273	12,849275374894	13,561753029652833	12,50742918937062	13,798995191597735	13,211692421722686	13,396196063935111	10651,8525390625	9561,5322265625	9657,353515625	14261,40625	9431,1162109375	16547,46484375	7379,33642578125	12091,8974609375	5822,52490234375	14253,169921875	9486,7119140625	10780,9453125
Q92879;Q92879-2;Q92879-3;Q92879-4;Q92879-5;Q92879-6	CELF1	Homo sapiens	CUGBP Elav-like family member 1;Isoform 2 of CUGBP Elav-like family member 1;Isoform 3 of CUGBP Elav-like family member 1;Isoform 4 of CUGBP Elav-like family member 1;Isoform 5 of CUGBP Elav-like family member 1;Isoform 6 of CUGBP Elav-like family member 1	CELF1_HUMAN	1	1	1	True	NaN	NaN	NaN	NaN	NaN	NaN	12,13509785836659	NaN	11,521384658599585	9,133237242932402	NaN	8,863276679520697	NaN	NaN	NaN	NaN	NaN	NaN	4498,09326171875	NaN	2939,560302734375	561,5369873046875	NaN	465,7063293457031
Q92882	OSTF1	Homo sapiens	Osteoclast-stimulating factor 1	OSTF1_HUMAN	6	6	6	True	14,383882632608882	14,192565082294125	14,34575986017643	14,213285956330555	14,499922629211937	14,238232117642555	13,816971420443624	13,804405305512663	12,879875334949187	14,030109233735194	13,787523892618937	14,118434508503947	21378,642578125	18723,533203125	20821,1171875	18994,392578125	23169,232421875	19325,6875	14431,8779296875	14306,7197265625	7537,52587890625	16729,529296875	14140,2880859375	17785,75390625
Q92888;Q92888-2;Q92888-3;Q92888-4	ARHGEF1	Homo sapiens	Rho guanine nucleotide exchange factor 1;Isoform 2 of Rho guanine nucleotide exchange factor 1;Isoform 3 of Rho guanine nucleotide exchange factor 1;Isoform 4 of Rho guanine nucleotide exchange factor 1	ARHG1_HUMAN	5	5	5	False	12,593612468966375	12,845794191886291	12,24158593808126	12,453642402292926	12,518292006462191	12,250473939104518	12,291369846152735	12,004761727975612	12,35140486805584	12,159558799627009	12,160643613569578	12,13416933934148	6180,9482421875	7361,5517578125	4842,66650390625	5609,4453125	5866,53125	4872,5927734375	5012,69189453125	4109,54150390625	5225,6865234375	4575,0087890625	4578,4501953125	4495,19921875
Q92890;Q92890-1	UFD1	Homo sapiens	Ubiquitin recognition factor in ER-associated degradation protein 1;Isoform Long of Ubiquitin recognition factor in ER-associated degradation protein 1	UFD1_HUMAN	8	8	8	False	13,644780472365294	13,44723510698426	13,146431323417668	13,790496059836332	13,630439669404948	13,318488886140813	13,44373172802392	12,912274372199633	12,289849337907269	13,681972160803571	13,499615271273283	13,208272467912542	12808,203125	11169,17578125	9067,13671875	14169,44921875	12681,5166015625	10215,6181640625	11142,0859375	7708,71337890625	5007,41162109375	13142,6826171875	11582,1484375	9464,25
Q92896;Q92896-2;Q92896-3	GLG1	Homo sapiens	Golgi apparatus protein 1;Isoform 2 of Golgi apparatus protein 1;Isoform 3 of Golgi apparatus protein 1	GSLG1_HUMAN	36	37	38	True	14,247748640398328	14,051845187627894	14,883567238733423	15,377131609658722	14,25333954616635	16,001500456024022	14,079269105912456	14,654355120652818	15,00512182793017	16,00573538474339	14,153262402576976	15,774362503119642	19453,587890625	16983,48828125	30227,357421875	42557,671875	19529,123046875	65604,1953125	17309,412109375	25786,978515625	32884,5390625	65797,0546875	18220,341796875	56047,50390625
Q92900;Q92900-2	UPF1	Homo sapiens	Regulator of nonsense transcripts 1;Isoform 2 of Regulator of nonsense transcripts 1	RENT1_HUMAN	10	10	10	False	10,863280650166576	11,66291779818633	11,533916409451786	11,65006029246554	11,366293796178093	10,654567527449485	11,632602000757023	11,615869144963998	5,702790207508317	11,934048593312626	11,824144267813011	10,75021557236296	1862,8304443359375	3242,560546875	2965,20556640625	3213,790771484375	2639,947998046875	1611,9234619140625	3175,134521484375	3138,52099609375	52,08478927612305	3912,970703125	3625,952392578125	1722,4132080078125
Q92905	COPS5	Homo sapiens	COP9 signalosome complex subunit 5	CSN5_HUMAN	10	10	10	True	13,641710122072759	13,695667968984448	13,276413821934435	13,751827196947344	13,614300397112682	13,255730678137462	13,385716687730426	13,168924403436879	11,182924405418754	13,584515161827417	13,27483637944737	12,935778516713599	12780,9736328125	13268,04296875	9921,990234375	13794,70703125	12540,4404296875	9780,7587890625	10702,9189453125	9209,6103515625	2324,85400390625	12284,1904296875	9911,1474609375	7835,3310546875
Q92917	GPKOW	Homo sapiens	G-patch domain and KOW motifs-containing protein	GPKOW_HUMAN	1	1	1	False	11,969380987693379	10,797635603777378	10,486661478114058	NaN	11,746653623963917	NaN	11,456820749825793	NaN	NaN	11,612532881666919	11,315346670607333	11,611077043898893	4009,984619140625	1779,968017578125	1434,827392578125	NaN	3436,331787109375	NaN	2810,908447265625	NaN	NaN	3131,271484375	2548,34814453125	3128,11328125
Q92930	RAB8B	Homo sapiens	Ras-related protein Rab-8B	RAB8B_HUMAN	1	1	1	True	0,06601772604600278	8,650307849892972	9,220102252548932	10,560790298397887	9,586105846829815	9,69687681600281	9,823197728847028	9,816629016279757	NaN	10,975702542941715	NaN	9,60320875842913	1,0468231439590454	401,79278564453125	596,3858642578125	1510,4788818359375	768,60888671875	829,9478149414062	905,8935546875	901,7783203125	NaN	2013,7969970703125	NaN	777,7748413085938
Q92934	BAD	Homo sapiens	Bcl2-associated agonist of cell death	BAD_HUMAN	4	4	4	False	13,316704548662917	12,672918948894216	13,169359105767846	12,216395371057782	12,768538117552188	12,717245181366117	13,158840477392616	12,94485760599591	13,6446294366537	12,511465058803193	12,988503711755536	12,78860433936935	10202,9912109375	6530,23388671875	9212,3857421875	4758,84375	6977,7109375	6733,98681640625	9145,462890625	7884,79541015625	12806,8623046875	5838,8359375	8126,98046875	7075,44091796875
Q92945	KHSRP	Homo sapiens	Far upstream element-binding protein 2	FUBP2_HUMAN	22	22	24	False	16,58112965327889	16,159255897303748	16,3228439900754	16,30175294141557	16,42633437799851	16,332362636510155	16,531641675617216	16,250433892078807	16,467191457489456	16,22810027541229	16,216225869325864	16,290897301985055	98043,1796875	73184,7734375	81972,0234375	80782,375	88068,25	82514,6484375	94737,0859375	77959,3203125	90597,9921875	76761,765625	76132,5546875	80176,8046875
Q92954-3	PRG4	Homo sapiens	Isoform C of Proteoglycan 4	PRG4_HUMAN	28	31	41	True	17,9563438064916	18,3656684570229	18,695201205529912	17,83791997714122	18,078110730288365	17,979951162258626	18,24759176424375	18,759690934400695	18,87639338308258	17,729425432587803	18,36329621756684	18,109210708698456	254330,296875	337766,90625	424440,03125	234287,421875	276728,3125	258526,234375	311223,5625	443843,3125	481238,78125	217314,578125	337211,96875	282758,46875
Q92956;Q92956-2	TNFRSF14	Homo sapiens	Tumor necrosis factor receptor superfamily member 14;Isoform 2 of Tumor necrosis factor receptor superfamily member 14	TNR14_HUMAN	1	1	2	True	9,208058237355514	8,479882991341773	10,154763730130313	9,919260067482986	NaN	10,161604304002845	10,357269287777045	10,27657426837272	10,389731107542547	10,234529195369612	9,154361076954347	10,1403993362079	591,4277954101562	357,0254211425781	1139,95703125	968,2662963867188	NaN	1145,375	1311,742919921875	1240,38671875	1341,5927734375	1204,75927734375	569,8194580078125	1128,6632080078125
Q92973;Q92973-2	TNPO1	Homo sapiens	Transportin-1;Isoform 2 of Transportin-1	TNPO1_HUMAN	5	5	5	True	11,544293431158948	12,205859307862665	11,684259366152174	12,528178055111614	11,637171653264765	12,620853638351313	11,383455132978428	10,439245886694266	11,073145557152415	11,778836931335405	11,732735090878721	11,53225579702197	2986,610595703125	4724,21630859375	3290,8837890625	5906,86962890625	3185,20751953125	6298,7666015625	2671,53857421875	1388,4368896484375	2154,51220703125	3513,85009765625	3403,3388671875	2961,79443359375
Q92974;Q92974-2;Q92974-3	ARHGEF2	Homo sapiens	Rho guanine nucleotide exchange factor 2;Isoform 2 of Rho guanine nucleotide exchange factor 2;Isoform 3 of Rho guanine nucleotide exchange factor 2	ARHG2_HUMAN	3	3	3	False	10,004469605633336	9,153845621969426	10,602323378584938	10,242557029837714	9,285601175840505	9,47304586650685	10,203836517867344	9,337756768364219	9,994492850724859	10,159153324198227	10,33463978267086	9,347322774732545	1027,1773681640625	569,6159057617188	1554,5953369140625	1211,4818115234375	624,0860595703125	710,6748657226562	1179,3992919921875	647,0604858398438	1020,0985717773438	1143,4307861328125	1291,3280029296875	651,3651733398438
Q93009;Q93009-3	USP7	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 7;Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 7	UBP7_HUMAN	14	14	14	True	12,52939838209372	12,726362762082855	11,929776350680847	13,059988514085997	12,70543548901089	12,15776571467856	12,33762135760219	10,921357733138725	10,28867066444534	12,303213015364276	12,01507044773128	12,038135655303137	5911,8681640625	6776,67919921875	3901,400390625	8539,8115234375	6679,08837890625	4569,326171875	5175,998046875	1939,350341796875	1250,83056640625	5054,0107421875	4139,01123046875	4205,7158203125
Q93052	LPP	Homo sapiens	Lipoma-preferred partner	LPP_HUMAN	24	27	35	False	15,18962536566036	14,698910431924707	14,811061051879058	14,667464260967433	14,96243854030319	14,687623327211353	15,2009204503227	14,759465212910584	15,345945253125088	14,59740631495777	14,700840038206614	14,704257545374233	37370,83984375	26595,79296875	28745,75	26022,361328125	31925,875	26388,529296875	37664,5703125	27735,8671875	41647,5859375	24788,89453125	26631,388671875	26694,548828125
Q93062;Q93062-2;Q93062-3;Q93062-4;Q93062-5	RBPMS	Homo sapiens	RNA-binding protein with multiple splicing;Isoform B of RNA-binding protein with multiple splicing;Isoform C of RNA-binding protein with multiple splicing;Isoform D of RNA-binding protein with multiple splicing;Isoform E of RNA-binding protein with multiple splicing	RBPMS_HUMAN	1	1	1	False	11,448100421363865	10,899030113831335	11,71413355752999	10,808200828657876	11,284284727991745	10,239566482365829	11,600312212178876	NaN	9,828993628684103	11,766483515522356	11,653777946123348	11,632978672851262	2793,96923828125	1909,5673828125	3359,7392578125	1793,051025390625	2494,0673828125	1208,97314453125	3104,859375	NaN	909,5402221679688	3483,890380859375	3222,0830078125	3175,963623046875
Q93063;Q93063-2;Q93063-3	EXT2	Homo sapiens	Exostosin-2;Isoform 2 of Exostosin-2;Isoform 3 of Exostosin-2	EXT2_HUMAN	8	8	8	False	13,158856806870462	13,778541700921366	14,229618449521562	13,761821560673187	13,55046040171941	13,682466156214367	13,402463037903043	13,840322019897782	13,95168144210888	13,450914587202236	13,829301266895788	13,51271551062431	9145,56640625	14052,5244140625	19210,646484375	13890,6025390625	11997,6181640625	13147,18359375	10827,87890625	14667,3642578125	15844,3564453125	11197,6982421875	14555,7470703125	11687,7978515625
Q93088	BHMT	Homo sapiens	Betaine--homocysteine S-methyltransferase 1	BHMT1_HUMAN	4	4	4	False	11,98190448226953	12,546054513349972	12,515106908236234	12,383423095063973	12,623532240567513	12,166148674948372	11,62933493967951	12,636453699419063	11,088740854744373	11,71010024378633	12,66566218305804	11,379118012460456	4044,9453125	5980,51708984375	5853,59375	5342,95849609375	6310,47216796875	4595,9541015625	3167,952392578125	6367,24560546875	2177,928466796875	3350,359619140625	6497,46923828125	2663,519287109375
Q969E8	TSR2	Homo sapiens	Pre-rRNA-processing protein TSR2 homolog	TSR2_HUMAN	2	2	2	True	11,950120049601882	11,865203049535376	11,3967477003611	11,941693676932134	12,125661296366102	11,235369624660704	11,236383888403301	10,803231278338888	9,755884096706026	11,199991284748977	11,270231583140934	10,813272436462853	3956,804443359375	3730,628662109375	2696,26708984375	3933,76123046875	4468,767578125	2410,922607421875	2412,6181640625	1786,88525390625	864,5970458984375	2352,52001953125	2469,890869140625	1799,3653564453125
Q969G5	CAVIN3	Homo sapiens	Caveolae-associated protein 3	CAVN3_HUMAN	8	8	9	True	15,418929243347439	14,78363514357478	14,502847096811017	15,882681946066185	15,227853430329409	15,465111610030334	15,36631380896014	14,89901277538948	14,467495228225168	15,50283216818159	14,991768344745148	15,181646221416264	43808,68359375	28204,44921875	23216,24609375	60417,62890625	38374,31640625	45233,73828125	42239,75390625	30552,7109375	22654,267578125	46432,01171875	32581,56640625	37164,72265625
Q969H8	MYDGF	Homo sapiens	Myeloid-derived growth factor	MYDGF_HUMAN	5	6	6	False	17,216357179392503	17,032107120309878	17,193119693478913	16,919219689108438	17,282941351438787	17,07046575168135	17,02811313051949	16,967095885628964	17,46023989824945	16,612734102953443	16,912905047223425	16,79095595412779	152278,96875	134021,703125	149845,859375	123934,6171875	159471,75	137632,890625	133651,1875	128116,421875	180325	100214,6640625	123393,34375	113391,734375
Q969M3;Q969M3-3	YIPF5	Homo sapiens	Protein YIPF5;Isoform 3 of Protein YIPF5	YIPF5_HUMAN	1	1	1	True	11,158040568892092	10,536427821142007	10,677245098118908	11,131185796268555	10,736324919746506	11,634394971284562	11,883828694309598	11,457817706601757	10,684621721318244	11,535187674855905	12,00621254845234	11,739627354833015	2285,098388671875	1485,1859130859375	1637,4613037109375	2242,956298828125	1705,908935546875	3179,0830078125	3779,1044921875	2812,8515625	1645,855224609375	2967,819580078125	4113,67626953125	3419,63671875
Q969M7;Q969M7-2;Q969M7-3;Q969M7-6;Q969M7-7	UBE2F	Homo sapiens	NEDD8-conjugating enzyme UBE2F;Isoform 2 of NEDD8-conjugating enzyme UBE2F;Isoform 3 of NEDD8-conjugating enzyme UBE2F;Isoform 6 of NEDD8-conjugating enzyme UBE2F;Isoform 7 of NEDD8-conjugating enzyme UBE2F	UBE2F_HUMAN	1	1	1	False	NaN	8,238523696300911	NaN	NaN	7,961105646676183	NaN	7,88584380693233	NaN	NaN	NaN	NaN	NaN	NaN	302,02490234375	NaN	NaN	249,19056701660156	NaN	236,524169921875	NaN	NaN	NaN	NaN	NaN
Q969Q0	RPL36AL	Homo sapiens	60S ribosomal protein L36a-like	RL36L_HUMAN	2	2	2	True	14,83748800054874	14,391646632796387	14,437092301680053	13,913225715058338	14,790639531571077	14,117814287500005	14,753743861205079	14,50231139003934	14,7968401038811	13,715522590087765	14,085034913295274	14,112043323676266	29277,16015625	21494,00390625	22181,853515625	15427,5966796875	28341,716796875	17778,109375	27626,091796875	23207,626953125	28463,7890625	13451,90234375	17378,728515625	17707,13671875
Q969S3	ZNF622	Homo sapiens	Zinc finger protein 622	ZN622_HUMAN	2	2	2	True	13,164339519250676	12,649358703805206	12,346756371562883	11,875139538110423	12,162474310250502	12,553802464445422	11,421178808614084	12,027077163252175	11,543321806421643	11,468839659307916	11,006802533416518	11,978260251806654	9180,388671875	6424,45654296875	5208,8759765625	3756,411865234375	4584,263671875	6012,7216796875	2742,3154296875	4173,6015625	2984,599853515625	2834,423583984375	2057,679443359375	4034,74072265625
Q969T9	WBP2	Homo sapiens	WW domain-binding protein 2	WBP2_HUMAN	3	3	3	False	12,629994100552898	12,446090814120105	12,333643734628279	12,697780798937817	12,398985529722884	12,409340044562052	12,676755659073926	12,011049257064615	11,16537167237834	12,335212325160176	12,533834920981516	12,654198199251313	6338,80029296875	5580,16015625	5161,7470703125	6643,744140625	5400,9052734375	5439,80810546875	6547,62353515625	4127,49072265625	2296,73974609375	5167,3623046875	5930,076171875	6446,04345703125
Q969X2;Q969X2-2	ST6GALNAC6	Homo sapiens	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6;Isoform 2 of Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIA7F_HUMAN	1	1	1	False	NaN	7,989589048254762	NaN	7,493216083614719	8,824837865982124	NaN	9,145913804126103	NaN	1,0145539822598988	8,968905014467252	8,85128896584517	9,34048771796902	NaN	254,15927124023438	NaN	180,17013549804688	453,4620056152344	NaN	566,4927978515625	NaN	2,020278215408325	501,0827331542969	461,8526916503906	648,2864990234375
Q96A26	FAM162A	Homo sapiens	Protein FAM162A	F162A_HUMAN	2	2	2	True	13,07858588591346	12,3230653461639	12,096593400083899	12,299610499918943	11,957948592805776	13,043966121350477	11,621189448531192	11,597200443160938	11,945850475823168	11,57455091380563	9,946027061299944	11,616195907110107	8650,6083984375	5124,03759765625	4379,63037109375	5041,40625	3978,333740234375	8445,494140625	3150,116455078125	3098,169677734375	3945,11181640625	3049,909912109375	986,398681640625	3139,23193359375
Q96A33;Q96A33-2	CCDC47	Homo sapiens	PAT complex subunit CCDC47;Isoform 2 of PAT complex subunit CCDC47	CCD47_HUMAN	1	1	1	False	13,05998636936911	12,46230567974235	12,330298855891499	12,233110125035148	12,752062183683949	12,147492977739983	12,942684878351253	12,291926945836913	13,212789056207281	12,233972292945708	12,639420866945859	12,44691682019524	8539,798828125	5643,23095703125	5149,79345703125	4814,29931640625	6898,47705078125	4536,90576171875	7872,9296875	5014,6279296875	9493,92578125	4817,17724609375	6380,3544921875	5583,35595703125
Q96A49	SYAP1	Homo sapiens	Synapse-associated protein 1	SYAP1_HUMAN	3	3	3	False	11,0093939986245	11,016311319653305	10,593137250946551	10,978469487368681	11,78818671833887	10,527298856457152	11,42769852131298	10,017649155950101	10,874570365240325	11,31637186310907	10,825158428335714	11,33196659442361	2061,37890625	2071,286376953125	1544,7281494140625	2017,6629638671875	3536,696533203125	1475,8177490234375	2754,736328125	1036,60400390625	1877,465087890625	2550,15966796875	1814,2510986328125	2577,875
Q96A72	MAGOHB	Homo sapiens	Protein mago nashi homolog 2	MGN2_HUMAN	3	3	3	False	11,874356855781809	11,938091373993938	11,721329532520064	11,839691469487265	11,605811805908154	11,524420716372445	11,565246679121154	11,355588892860188	11,150333930910575	11,517058038379913	11,412579408150894	11,571475029112575	3754,37451171875	3923,951171875	3376,5390625	3665,23876953125	3116,7177734375	2945,7529296875	3030,3037109375	2620,431884765625	2272,92431640625	2930,7578125	2726,01806640625	3043,414306640625
Q96AC1;Q96AC1-3	FERMT2	Homo sapiens	Fermitin family homolog 2;Isoform 3 of Fermitin family homolog 2	FERM2_HUMAN	21	23	24	False	16,031914353143215	16,357241630638217	15,579311448488623	16,01157192614084	16,244251892615434	15,20913651090461	16,116962594271154	15,76611779135157	15,532137822260639	15,921608797847792	16,06280688488703	15,547583314925264	67001,8984375	83949,9375	48959,84765625	66063,78125	77625,9765625	37879,6796875	71070,46875	55728,1171875	47384,8359375	62070,01171875	68452,0859375	47894,86328125
Q96AE4	FUBP1	Homo sapiens	Far upstream element-binding protein 1	FUBP1_HUMAN	19	21	21	False	16,256596856411036	15,754413618510045	15,973780908970324	15,999136130532676	15,95585668478723	16,182701680010563	16,212202021752063	15,83274711062526	16,54543669397797	15,856578738293837	15,815210986776316	16,189441830228326	78293,0625	55277,83984375	64355,7265625	65496,76953125	63561,109375	74383,84375	75920,5078125	58362,21875	95647,3046875	59334,30078125	57657,11328125	74732,171875
Q96AG4	LRRC59	Homo sapiens	Leucine-rich repeat-containing protein 59	LRC59_HUMAN	10	10	10	False	15,285720395775966	14,93606789414418	14,564927236219754	14,700001916185109	15,25215606638751	14,474602246129475	15,655877224557225	14,938642226039372	14,860191306358466	14,82727931478795	15,294747497823636	14,842774921459329	39944,80859375	31347,611328125	24237,0625	26615,921875	39026,21875	22766,142578125	51628,3984375	31403,59765625	29741,53125	29070,72265625	40195,53125	29384,646484375
Q96AQ6;Q96AQ6-2	PBXIP1	Homo sapiens	Pre-B-cell leukemia transcription factor-interacting protein 1;Isoform 2 of Pre-B-cell leukemia transcription factor-interacting protein 1	PBIP1_HUMAN	5	5	5	False	11,70895819440539	11,078492235463104	11,512378553673853	12,20388788371316	11,589218291541943	12,071756449765664	11,436136972925658	10,99539599523561	11,734279925816464	11,844495546832448	11,503416211452725	10,968580141545505	3347,70849609375	2162,51171875	2921,26708984375	4717,76513671875	3081,075439453125	4304,87744140625	2770,896240234375	2041,4747314453125	3406,985107421875	3677,464111328125	2903,17578125	2003,879638671875
