PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
Q8N9B5;Q8N9B5-2	JMY	Homo sapiens	Junction-mediating and -regulatory protein;Isoform 2 of Junction-mediating and -regulatory protein	JMY_HUMAN	3	3	3	False	12,778265763758014	12,691313933644123	12,074057162626366	13,142882045841926	12,592949126691135	12,59393827160403	NaN	11,295261810345819	12,348984193629772	12,619924972972598	11,713258858214088	12,624483130315951	7024,91845703125	6614,0302734375	4311,748046875	9044,857421875	6178,10693359375	6182,34423828125	NaN	2513,116455078125	5216,92578125	6294,71337890625	3357,702880859375	6314,6328125
Q8N9N2-2	ASCC1	Homo sapiens	Isoform 2 of Activating signal cointegrator 1 complex subunit 1	ASCC1_HUMAN	6	6	7	False	13,753988733938954	13,88308586878614	13,972880424930395	13,693643278767162	13,824156798656844	13,969308345603963	13,657442866369616	13,943763827889402	13,924718738165428	13,736113787853423	13,960635506863309	14,002480951088385	13815,390625	15108,63671875	16078,892578125	13249,435546875	14503,935546875	16039,130859375	12921,1142578125	15757,6396484375	15550,9892578125	13645,2744140625	15943	16412,19921875
Q8N9N5;Q8N9N5-2;Q8N9N5-3;Q8N9N5-4;Q8N9N5-5;Q8N9N5-6;Q8N9N5-7	BANP	Homo sapiens	Protein BANP;Isoform 2 of Protein BANP;Isoform 3 of Protein BANP;Isoform 4 of Protein BANP;Isoform 5 of Protein BANP;Isoform 6 of Protein BANP;Isoform 7 of Protein BANP	BANP_HUMAN	1	1	1	False	12,434148298328482	12,016366074437606	11,976351027404448	12,589691602159762	11,9598793039172	12,304537099383236	12,13694606719627	11,367837034043564	11,960757982394568	12,404103520042492	11,681721829520672	12,52854365354186	5534,15869140625	4142,72998046875	4029,40478515625	6164,1728515625	3983,661376953125	5058,6513671875	4503,859375	2642,7734375	3986,08837890625	5420,09912109375	3285,1005859375	5908,36669921875
Q8N9N7	LRRC57	Homo sapiens	Leucine-rich repeat-containing protein 57	LRC57_HUMAN	6	6	6	False	14,828963519595401	14,531882692636554	14,251615317882546	14,656113090472314	14,315206513578508	14,490991366459175	14,693311900112095	14,608361093426257	15,051591651883337	14,593728599436517	14,687861533436916	14,602682103303422	29104,6796875	23688,228515625	19505,796875	25818,419921875	20384,8046875	23026,2421875	26492,78515625	24977,83984375	33961,0078125	24725,783203125	26392,88671875	24879,7109375
Q8N9N8	EIF1AD	Homo sapiens	Probable RNA-binding protein EIF1AD	EIF1A_HUMAN	2	2	3	True	14,599866657900582	14,789324386957093	14,834114541849948	15,586189361766493	15,133871090118053	15,475947369250314	14,936357573021283	14,765136642653664	14,729911742070044	15,479383961575161	14,619263881477886	15,582781029499804	24831,205078125	28315,892578125	29208,78125	49193,81640625	35954,16015625	45574,7578125	31353,90625	27845,115234375	27173,48046875	45683,44921875	25167,318359375	49077,734375
Q8N9R8;Q8N9R8-2	SCAI	Homo sapiens	Protein SCAI;Isoform 2 of Protein SCAI	SCAI_HUMAN	4	4	4	True	14,08259006184155	14,022749447613199	13,987558164253063	13,847912307719543	12,287006779873423	13,67535537694662	13,774122070126982	5,802842319581392	12,211980355980783	11,790555220041902	9,381768550029665	12,098505863808226	17349,302734375	16644,40234375	16243,3115234375	14744,7353515625	4997,55517578125	13082,54296875	14009,541015625	55,825111389160156	4744,302734375	3542,507568359375	667,1043090820312	4385,43994140625
Q8N9T8	KRI1	Homo sapiens	Protein KRI1 homolog	KRI1_HUMAN	4	4	4	False	12,353556614047275	12,591586374859256	12,722600352302447	12,480337838678329	12,111442317852543	12,591688973981132	12,665030402984872	12,32514910245776	12,475995841031105	11,758366170109005	11,951343506125117	12,642216442469806	5233,486328125	6172,27392578125	6759,029296875	5714,2080078125	4424,9404296875	6172,712890625	6494,62451171875	5131,44384765625	5697,0361328125	3464,34326171875	3960,161376953125	6392,72998046875
Q8N9V2	TRIML1	Homo sapiens	Probable E3 ubiquitin-protein ligase TRIML1	TRIML_HUMAN	1	1	1	False	15,046599980592722	15,193087199083553	15,310982704391257	15,047948797639503	14,770928185269534	15,279336542804266	15,180012019738736	15,129698388607476	15,225383536429945	14,895114733771965	14,824992331174478	15,492804633822397	33843,70703125	37460,62109375	40650,421875	33875,36328125	27957,12109375	39768,4453125	37122,6484375	35850,3203125	38308,67578125	30470,271484375	29024,67578125	46110,40234375
Q8N9Z2	CCDC71L	Homo sapiens	Coiled-coil domain-containing protein 71L	CC71L_HUMAN	1	1	1	False	12,973371819015194	12,404234132247195	NaN	13,65828220845763	12,744878069636778	13,887277706040974	NaN	NaN	NaN	12,65426354881698	12,368285440887771	NaN	8042,18505859375	5420,58984375	NaN	12928,6337890625	6864,21044921875	15152,599609375	NaN	NaN	NaN	6446,33544921875	5287,18994140625	NaN
Q8NA61;Q8NA61-2	CBY2	Homo sapiens	Protein chibby homolog 2;Isoform 2 of Protein chibby homolog 2	CBY2_HUMAN	2	2	2	True	15,002907530590354	15,004979923971806	15,00780218337829	14,536399362164055	14,968781207583012	14,81830579641071	14,666024036094647	14,862681810048066	14,657627563531282	13,5133717178407	14,666306149115366	14,355263307507208	32834,10546875	32881,3046875	32945,69140625	23762,505859375	32066,54296875	28890,46484375	25996,396484375	29792,91796875	25845,537109375	11693,115234375	26001,48046875	20958,724609375
Q8NAA4;Q8NAA4-2;Q8NAA4-3	ATG16L2	Homo sapiens	Protein Atg16l2;Isoform 2 of Protein Atg16l2;Isoform 3 of Protein Atg16l2	A16L2_HUMAN	1	1	1	False	12,603571564155997	10,567546601621341	12,830135277217517	12,489061495970518	11,269972017453055	11,599799137671088	12,59311034498066	11,34200519911549	10,99111836228498	12,185997079907553	11,404559246799678	10,821437679256764	6223,763671875	1517,5692138671875	7282,08203125	5748,865234375	2469,446533203125	3103,75537109375	6178,79736328125	2595,875	2035,4306640625	4659,62158203125	2710,90576171875	1809,578125
Q8NAC3;Q8NAC3-2;Q8NAC3-3;Q8NAC3-4;Q8NAC3-5;Q8NAC3-8	IL17RC	Homo sapiens	Interleukin-17 receptor C;Isoform 2 of Interleukin-17 receptor C;Isoform 3 of Interleukin-17 receptor C;Isoform 4 of Interleukin-17 receptor C;Isoform 5 of Interleukin-17 receptor C;Isoform 8 of Interleukin-17 receptor C	I17RC_HUMAN	1	1	1	False	12,35569534413698	12,319483182807703	12,25940896026648	11,943608515317035	12,05932647006974	11,38855353333331	12,841832087219826	11,572082957013889	11,769889485568875	12,257478916434327	12,025446285981298	11,843859152675282	5241,25048828125	5111,33056640625	4902,86376953125	3938,98583984375	4267,94677734375	2680,996337890625	7341,3623046875	3044,697021484375	3492,125	4896,30908203125	4168,88623046875	3675,84228515625
Q8NAF0	ZNF579	Homo sapiens	Zinc finger protein 579	ZN579_HUMAN	3	3	3	True	12,284479885415685	12,464414004390942	12,43614599801101	12,676350320893304	12,633318325452137	12,692374992748038	11,784433163278694	12,21009846310119	11,771780001981648	11,92231826208375	11,5710277712869	12,427380114885628	4988,8095703125	5651,48388671875	5541,8271484375	6545,7841796875	6353,4228515625	6618,896484375	3527,5068359375	4738,1181640625	3496,7041015625	3881,283935546875	3042,470947265625	5508,2568359375
Q8NAT1	POMGNT2	Homo sapiens	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	PMGT2_HUMAN	2	2	2	False	14,907458714412547	14,62204265633132	14,999807624579478	14,668993047862838	14,655385831638812	NaN	14,359335494428082	14,497102382180445	NaN	14,312750312705276	14,4053071738692	NaN	30732,099609375	25215,83984375	32763,630859375	26049,951171875	25805,408203125	NaN	21017,966796875	23123,984375	NaN	20350,12890625	21698,4921875	NaN
Q8NAV1	PRPF38A	Homo sapiens	Pre-mRNA-splicing factor 38A	PR38A_HUMAN	10	10	10	False	14,793713138354882	14,88536245128839	14,701453583187336	14,717022868437303	14,654150114068491	14,752429344039323	14,103420205213068	14,448493689147636	14,710058612041069	14,738434025592392	14,415703864125298	14,62611461976866	28402,162109375	30264,994140625	26642,716796875	26931,796875	25783,314453125	27600,931640625	17601,615234375	22357,84765625	26802,103515625	27334,474609375	21855,42578125	25287,111328125
Q8NB12	SMYD1	Homo sapiens	Histone-lysine N-methyltransferase SMYD1	SMYD1_HUMAN	1	1	1	False	15,28114205446079	15,170360930703922	15,445058556928709	15,630953291742443	15,065534961047042	15,404591078619182	15,671285570873858	14,60122342826564	14,731750229465465	15,538919598546158	NaN	15,547974967043787	39818,24609375	36875,140625	44609,3515625	50744,12890625	34290,82421875	43375,44921875	52182,7578125	24854,568359375	27208,130859375	47608,10546875	NaN	47907,8671875
Q8NB14	USP38	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 38	UBP38_HUMAN	2	2	2	False	11,920268069204019	12,532262575520619	12,449772202853799	11,977409030285644	12,680118357899635	11,841266993107016	NaN	11,690358675133599	11,999022721623415	12,371193036553526	12,12285168657293	11,955973183448652	3875,772216796875	5923,61669921875	5594,41748046875	4032,36083984375	6562,90283203125	3669,24365234375	NaN	3304,826171875	4093,226318359375	5297,8564453125	4460,0732421875	3972,89013671875
Q8NB16	MLKL	Homo sapiens	Mixed lineage kinase domain-like protein	MLKL_HUMAN	3	3	3	False	13,13617961943344	12,711390127338381	12,91218847016084	13,158794414944941	12,827959394388083	13,364039915815313	NaN	12,99444304310714	12,610717922991267	12,108722088694325	12,709801120338605	12,745544261192947	9002,9345703125	6706,712890625	7708,25439453125	9145,1708984375	7271,107421875	10543,3076171875	NaN	8160,5068359375	6254,66943359375	4416,60498046875	6699,330078125	6867,380859375
Q8NB37	GATD1	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 1	GALD1_HUMAN	9	9	10	False	17,55430451804262	17,5620057275589	17,46339964391745	17,492730201056464	17,605013508026445	17,5145423876068	17,534027112361	17,421704542401585	17,533827793491167	17,526174682213686	17,59850736095106	17,600653631238597	192474,0625	193504,25	180720,375	184432,09375	199359,59375	187241,71875	189787,71875	175572,15625	189761,5	188757,53125	198462,5625	198758,03125
Q8NB49-3	ATP11C	Homo sapiens	Isoform 3 of Phospholipid-transporting ATPase IG	AT11C_HUMAN	15	15	15	False	15,460212521186184	15,407749458136639	15,773165270798954	15,56344592441062	15,237055582463995	15,237102131155192	15,474745935856157	15,207475530108278	15,30936935145641	15,431607780530745	15,140938178226005	15,29289015740204	45080,39453125	43470,51171875	56001,01171875	48424,37890625	38619,8671875	38621,11328125	45536,8203125	37836,09375	40604,98828125	44195,375	36130,71484375	40143,81640625
Q8NB66	UNC13C	Homo sapiens	Protein unc-13 homolog C	UN13C_HUMAN	1	1	1	False	13,569506705673811	NaN	14,20225477931751	12,932062337363693	13,806169720583148	12,40646194514924	12,837856665872811	12,903352130978872	13,933317768075476	NaN	NaN	12,581442310904327	12157,0595703125	NaN	18849,7109375	7815,17431640625	14324,2275390625	5428,966796875	7321,16064453125	7661,1865234375	15643,9560546875	NaN	NaN	6129,02685546875
Q8NB78;Q8NB78-2	KDM1B	Homo sapiens	Lysine-specific histone demethylase 1B;Isoform 2 of Lysine-specific histone demethylase 1B	KDM1B_HUMAN	1	1	1	False	NaN	NaN	11,302041726547774	12,218541360812758	NaN	11,778639349177798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2524,95458984375	4765,927734375	NaN	3513,368896484375	NaN	NaN	NaN	NaN	NaN	NaN
Q8NB90	SPATA5	Homo sapiens	ATPase family protein 2 homolog	AFG2H_HUMAN	22	22	22	False	15,222084539541614	15,322231853061593	15,346101938952831	15,290502365727177	15,45337928566297	15,429681161311587	15,359707743587567	15,450317956529641	15,49710433185265	15,344849871438798	15,44274839502679	15,45069765914118	38221,17578125	40968,625	41652,109375	40077,4296875	44867,37890625	44136,39453125	42046,78125	44772,2734375	46248,03125	41615,9765625	44537,9765625	44784,05859375
Q8NBF2	NHLRC2	Homo sapiens	NHL repeat-containing protein 2	NHLC2_HUMAN	18	18	20	False	16,49600161535509	16,596096464761043	16,711033278630477	16,705823248702576	16,723722180731805	16,752566851966368	16,771243015022183	16,81226643530476	16,746896013664816	16,70556257430988	16,86370204373695	16,760809370121645	92425,390625	99065,59375	107280,8671875	106894,140625	108228,59375	110414,25	111852,890625	115079,109375	109981,09375	106874,828125	119255,9765625	111046,8828125
Q8NBF6;Q8NBF6-2	AVL9	Homo sapiens	Late secretory pathway protein AVL9 homolog;Isoform 2 of Late secretory pathway protein AVL9 homolog	AVL9_HUMAN	2	2	2	False	13,382508461972401	13,202151480945139	13,536657725380838	13,576049253163081	13,04568301723911	13,366220413602026	12,872911271281541	13,608885567120883	13,417761882210833	13,453650313887554	13,295630925766469	13,49556424495402	10679,14453125	9424,1806640625	11883,380859375	12212,31640625	8455,55078125	10559,2548828125	7501,22900390625	12493,4609375	10943,3125	11218,9521484375	10055,0380859375	11549,671875
Q8NBI5;Q8NBI5-2	SLC43A3	Homo sapiens	Solute carrier family 43 member 3;Isoform 2 of Solute carrier family 43 member 3	S43A3_HUMAN	1	1	1	False	15,142987184106662	15,260773844246678	15,576428294906451	15,619131537241847	14,93935601050469	15,398530778522362	14,799840974373938	14,604880189256999	14,553962259672684	14,860270413523702	14,451220294693902	15,116326667426108	36182,06640625	39260,03515625	48862,1015625	50330,01953125	31419,138671875	43193,625	28523,056640625	24917,646484375	24053,55078125	29743,162109375	22400,142578125	35519,57421875
Q8NBI6	XXYLT1	Homo sapiens	Xyloside xylosyltransferase 1	XXLT1_HUMAN	4	4	4	False	13,607152612095055	14,013280072352721	14,451799325879236	13,935259217835494	13,558175329269774	13,902357632172917	13,784887507673949	13,504723960123481	13,592449737343522	13,689937205712598	13,568161638724739	13,491728835424135	12478,462890625	16535,51171875	22409,134765625	15665,0224609375	12061,9482421875	15311,814453125	14114,4716796875	11623,234375	12351,9375	13215,443359375	12145,73046875	11519,0078125
Q8NBJ4;Q8NBJ4-2	GOLM1	Homo sapiens	Golgi membrane protein 1;Isoform 2 of Golgi membrane protein 1	GOLM1_HUMAN	7	7	7	False	13,122714742794798	13,784172232440069	13,620242874058	13,636168121929284	13,363220275686544	13,650145008132535	13,917842328248735	13,561928489880605	13,597127227113592	13,300499753601978	13,602781877936303	13,994766114610668	8919,2998046875	14107,4755859375	12592,201171875	12731,970703125	10537,3193359375	12855,91796875	15477,0439453125	12093,3681640625	12392,0498046875	10089,029296875	12440,7158203125	16324,6689453125
Q8NBJ5	COLGALT1	Homo sapiens	Procollagen galactosyltransferase 1	GT251_HUMAN	37	40	45	False	20,25284701665749	20,220583209211547	20,191954251741688	20,179272219874974	20,170130143050034	20,18930442728897	20,31176563494766	20,058375281490456	20,027885247801102	19,991280149998452	20,142903852926626	19,99232942623099	1249437,25	1221805,5	1197798,875	1187315,75	1179815,75	1195600,875	1301519,625	1091874,25	1069040,625	1042257,375	1157759,25	1043015,6875
Q8NBJ7	SUMF2	Homo sapiens	Inactive C-alpha-formylglycine-generating enzyme 2	SUMF2_HUMAN	11	12	14	False	19,416526444397284	19,65049499659022	19,446487027923073	19,291365911266332	19,52695896283985	19,334470389804043	19,673511485679246	19,57127144213491	19,413921115025005	19,06085422433766	19,466631266909843	19,317849096845613	699772,5	822978,375	714456,6875	641622,8125	755440,6875	661082,3125	836213,3125	779004,125	698509,9375	546876	724502,5625	653509,6875
Q8NBJ9;Q8NBJ9-2	SIDT2	Homo sapiens	SID1 transmembrane family member 2;Isoform 2 of SID1 transmembrane family member 2	SIDT2_HUMAN	7	7	8	False	15,605037592291792	15,7425336430754	15,901358948451369	15,785265469875979	15,496688748394263	15,071515391057853	15,951949333518625	15,257168839325145	15,30068239761978	15,698427441355877	15,421927927679162	15,297603125220736	49840,73046875	54824,51953125	61204,875	56472,6796875	46234,7109375	34433,265625	63389,1953125	39162,0546875	40361,2265625	53173,78125	43899,8359375	40275,171875
Q8NBK3	SUMF1	Homo sapiens	Formylglycine-generating enzyme	SUMF1_HUMAN	9	9	10	False	16,281724762594568	16,35228095967781	16,231673106653886	15,825619730593395	16,488927313193958	15,94656668254015	16,459849319657064	16,35844261657319	16,289241895975056	15,387477682570442	16,206777550189102	15,719135287670039	79668,6640625	83661,7734375	76952,1015625	58074,6015625	91973,2890625	63153,1328125	90138,09375	84019,8515625	80084,859375	42863,96484375	75635,5859375	53942,51953125
Q8NBL1	POGLUT1	Homo sapiens	Protein O-glucosyltransferase 1	PGLT1_HUMAN	11	12	13	False	16,844723672193044	16,780099274466227	16,867640719615938	16,726478766464556	16,640747689676118	16,615960268773257	16,669859535521002	16,29894382884754	16,200051620847987	16,41345012936403	16,526469509034722	16,180979776842797	117697,4609375	112541,6328125	119582	108435,5859375	102179,6015625	100439,015625	104262,40625	80625,234375	75283,7890625	87285,2421875	94398,0546875	74295,1171875
Q8NBM4	UBAC2	Homo sapiens	Ubiquitin-associated domain-containing protein 2	UBAC2_HUMAN	6	6	6	False	16,1533211681276	16,26649833152515	16,396980468934157	16,256762544646534	16,087464945507122	15,956571664473666	16,21119556659755	15,907030559765717	15,707936430619922	16,202787747152797	16,138243047194354	16,084903088542312	72884,3359375	78832,25	86294,46875	78302,0546875	69632,1015625	63592,6171875	75867,5625	61445,9609375	53525,4140625	75426,703125	72126,5625	69508,5625
Q8NBM8	PCYOX1L	Homo sapiens	Prenylcysteine oxidase-like	PCYXL_HUMAN	6	6	7	False	16,809023269785392	16,749630400850112	16,8677503325929	16,513087819817176	16,30076282068031	16,55255348389976	16,711696167452143	16,172602692592264	16,408583840662544	16,227866353665785	16,471764754986072	16,324105402463466	114820,703125	110189,7421875	119591,0859375	93526,515625	80726,953125	96120,296875	107330,171875	73864,96875	86991,3203125	76749,3203125	90885,640625	82043,7265625
Q8NBN3;Q8NBN3-3	TMEM87A	Homo sapiens	Transmembrane protein 87A;Isoform 3 of Transmembrane protein 87A	TM87A_HUMAN	5	5	5	False	15,971101895203468	15,767075838484322	16,01794490677782	16,184307411798613	16,017963081330294	15,852788174909213	15,894099269256081	15,913718953189568	15,829053651358947	16,06125976999641	16,124002322050654	15,9093437788942	64236,33203125	55765,13671875	66356,2578125	74466,6796875	66357,09375	59178,609375	60897,6640625	61731,48828125	58212,99609375	68378,71875	71418,109375	61544,5625
Q8NBN7	RDH13	Homo sapiens	Retinol dehydrogenase 13	RDH13_HUMAN	12	12	13	False	15,883587839983285	15,910018387533627	15,785391202447519	15,857275053083697	15,704992765077222	15,713417457141944	15,781344904178933	15,573679427786242	15,706625539163918	15,587633554191175	15,495488368549825	15,321409439580203	60455,578125	61573,34765625	56477,6015625	59362,9453125	53416,3125	53729,15234375	56319,421875	48769,08984375	53476,80078125	49243,0859375	46196,2578125	40945,27734375
Q8NBP0	TTC13	Homo sapiens	Tetratricopeptide repeat protein 13	TTC13_HUMAN	4	4	4	False	13,74860613748933	13,733951961270883	13,646600347594164	13,72080630268302	13,456007542793381	13,589766453539811	13,690610389483984	13,353722300350112	13,572859214162856	13,347451195228038	13,496168551967397	13,284454750846516	13763,9423828125	13624,8427734375	12824,3701171875	13501,2587890625	11237,2978515625	12328,9853515625	13221,611328125	10468,1748046875	12185,3427734375	10422,7705078125	11554,5107421875	9977,4453125
Q8NBP7	PCSK9	Homo sapiens	Proprotein convertase subtilisin/kexin type 9	PCSK9_HUMAN	5	5	6	True	12,939568543644935	12,526758068112866	12,8115148300733	14,104834987461446	12,944921394551503	14,302337706195178	13,043711530747228	NaN	12,507589365246695	13,430097862893625	11,916249053576362	13,49263070692881	7855,94189453125	5901,05859375	7188,6982421875	17618,884765625	7885,14404296875	20203,78125	8444,00390625	NaN	5823,17138671875	11037,2861328125	3864,990234375	11526,2109375
Q8NBQ5	HSD17B11	Homo sapiens	Estradiol 17-beta-dehydrogenase 11	DHB11_HUMAN	9	9	10	False	15,91942002385598	15,921568939135327	16,018399371719987	15,96728053354667	15,681829900773216	15,641107022887097	15,916941391981158	15,558974046400143	15,462786067980273	15,475669366972761	15,590347419592156	15,575270555612148	61975,9140625	62068,296875	66377,1640625	64066,41015625	52565,546875	51102,52734375	61869,52734375	48274,51171875	45160,8828125	45565,9765625	49335,8046875	48822,90625
Q8NBR6;Q8NBR6-2	MINDY2	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase MINDY-2;Isoform 2 of Ubiquitin carboxyl-terminal hydrolase MINDY-2	MINY2_HUMAN	7	7	7	False	13,809695818685034	13,890279586839082	13,856468273194846	14,009872857767117	13,883025534710244	13,840130760602259	13,686814456538036	13,933914106768345	13,708771430294629	13,794194422467621	13,930176508740008	13,809129575551886	14359,2802734375	15184,1611328125	14832,439453125	16496,505859375	15108,0048828125	14665,419921875	13186,869140625	15650,423828125	13389,1005859375	14205,8193359375	15609,9306640625	14353,6455078125
Q8NBS9	TXNDC5	Homo sapiens	Thioredoxin domain-containing protein 5	TXND5_HUMAN	22	22	29	False	22,74692552810705	22,732814984972034	22,61472781443538	22,657368937266632	22,794044757532575	22,600904369656252	22,781622153939924	22,730342013631816	22,586935969799164	22,42861498605454	22,635761510760823	22,522700649167394	7038934	6970424	6422608	6615271,5	7272625	6361362,5	7210271,5	6958486	6300068	5645285	6516932	6025713,5
Q8NBU5	ATAD1	Homo sapiens	Outer mitochondrial transmembrane helix translocase	ATAD1_HUMAN	10	10	13	False	16,99715595917346	16,877644360839327	17,160226746258772	17,062222237206935	16,934699694557885	16,836069237651106	17,158566391872867	16,951280979290495	17,093605349349822	17,195230260827945	17,025159674535537	16,95123908568465	130813,8671875	120414,0625	146468,078125	136848,703125	125271,5859375	116993,53125	146299,609375	126719,671875	139858,203125	150065,234375	133377,859375	126715,9921875
Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4	SLC38A9	Homo sapiens	Sodium-coupled neutral amino acid transporter 9;Isoform 2 of Sodium-coupled neutral amino acid transporter 9;Isoform 3 of Sodium-coupled neutral amino acid transporter 9;Isoform 4 of Sodium-coupled neutral amino acid transporter 9	S38A9_HUMAN	1	1	1	True	15,146813515774934	15,215095101627343	15,519660365827757	15,080286009352584	15,208141610915586	14,68436788962053	14,885541384284831	14,452832301659383	14,677438461456065	14,203648658589277	14,753224911855026	14,466076336892723	36278,15625	38036,453125	46976,78515625	34643,234375	37853,56640625	26329,05078125	30268,748046875	22425,185546875	26202,892578125	18867,931640625	27616,15625	22631,998046875
Q8NBX0	SCCPDH	Homo sapiens	Saccharopine dehydrogenase-like oxidoreductase	SCPDL_HUMAN	16	17	20	False	17,746472086866834	17,644668929673816	17,75688712752102	17,949085308102823	17,615911677606015	17,728207020586023	18,109767699473	17,902116814756194	17,888499869291305	18,040987637769575	17,84883284397403	17,942889854085482	219897,5625	204915,40625	221490,78125	253053,921875	200871,265625	217131,125	282867,65625	244948,140625	242647,0625	269698,4375	236066,34375	251969,546875
Q8NC42	RNF149	Homo sapiens	E3 ubiquitin-protein ligase RNF149	RN149_HUMAN	3	3	3	False	14,650867793212761	14,12951885958807	14,29199788508356	15,374514585741348	13,356573401916629	14,684454574100338	14,509315208463695	13,116982893629194	14,439292309624449	15,00790857570788	13,340890390227448	14,425803927590552	25724,720703125	17922,9296875	20059,498046875	42480,54296875	10488,8828125	26330,6328125	23320,56640625	8883,93359375	22215,705078125	32948,12109375	10375,4794921875	22008,96875
Q8NC44	RETREG2	Homo sapiens	Reticulophagy regulator 2	RETR2_HUMAN	3	3	3	False	14,18099661617022	13,917177653061687	13,704975146136567	14,360830075714556	13,498559027524305	14,00364589302215	13,564279414869654	13,392426046207564	13,68420285365828	13,593135084806853	12,95755013176527	14,030292137713301	18573,99609375	15469,9150390625	13353,9150390625	21039,751953125	11573,671875	16425,45703125	12113,0908203125	10752,8095703125	13163,01953125	12357,806640625	7954,47021484375	16731,650390625
Q8NC51	SERBP1	Homo sapiens	Plasminogen activator inhibitor 1 RNA-binding protein	PAIRB_HUMAN	30	30	37	False	19,21557269435755	19,33902982445574	19,22329278889766	19,231482245639697	19,397629723486748	19,10038547613431	19,149120986181796	19,278918725593186	18,823633033160764	19,246936553116438	19,242107483106576	19,162218589006162	608784,75	663174,875	612051,1875	615535,375	690666,5	562068,125	581379,625	636110,875	463957,46875	622164,5	620085,4375	586681,75
Q8NC51-4	SERBP1	Homo sapiens	Isoform 4 of Plasminogen activator inhibitor 1 RNA-binding protein	PAIRB_HUMAN	5	5	7	False	13,689244935653482	13,855184244036556	13,586174812872871	13,480593496339976	13,67197388095471	13,330787934502252	12,575080895040285	13,624022996240312	13,096130736150661	13,288993188902786	13,432156241342666	13,143325599411678	13209,103515625	14819,244140625	12298,330078125	11430,44140625	13051,9150390625	10303,0791015625	6102,06103515625	12625,23828125	8756,4521484375	10008,8818359375	11053,044921875	9047,638671875
Q8NC54	KCT2	Homo sapiens	Keratinocyte-associated transmembrane protein 2	KCT2_HUMAN	2	2	2	False	13,419155502498866	13,536902291888763	13,603615139985601	13,92730135510768	11,85289711292122	13,908351478930479	12,905106835831624	12,798153462307788	13,04402634230779	13,239169041859991	12,345245236078974	13,15646518952007	10953,888671875	11885,3955078125	12447,9033203125	15578,8525390625	3698,9423828125	15375,5615234375	7670,51025390625	7122,42822265625	8445,8466796875	9669,12109375	5203,4228515625	9130,41796875
Q8NC56	LEMD2	Homo sapiens	LEM domain-containing protein 2	LEMD2_HUMAN	18	18	18	False	17,781660870615795	17,94338244618475	17,95339027442098	17,91800499044647	17,79659328902722	17,53619515253126	17,770660566274266	17,57927093092919	17,438212145669606	17,633029797731286	17,61439622599	17,55929457661254	225327,03125	252055,59375	253810,15625	247660,625	227671,359375	190073,140625	223615,484375	195833,890625	177592,625	203268,875	200660,375	193140,953125
