PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
A0A0A0MS03	TRBV5-3	Homo sapiens	Probable non-functional T cell receptor beta variable 5-3	TVB53_HUMAN	1	1	1	False	NaN	14,04442280369482	14,78139203339317	14,812466712381825	14,169308483909887	NaN	14,080743699268297	14,165661334137319	14,336088492815342	13,336233719782145	14,221525466615727	14,158999450864712	NaN	16896,3359375	28160,630859375	28773,771484375	18424,125	NaN	17327,11328125	18377,607421875	20682,005859375	10342,0439453125	19103,18359375	18292,94140625
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	GAL3B_HUMAN;GAL3A_HUMAN	10	11	16	False	18,766979425685918	18,743014527158223	18,664546349935353	18,753606873446845	18,67373596917444	18,638680171686275	19,16216802336873	18,78675748817419	18,81012717230666	18,65440844381739	18,738011729215383	18,661070221897862	446091,28125	438742,375	415516,53125	441975,5	418171,71875	408133,09375	586661,1875	452248,90625	459634,375	412606,90625	437223,59375	414516,5625
A0A0B4J2F0	PIGBOS1	Homo sapiens	Protein PIGBOS1	PIOS1_HUMAN	1	2	2	True	13,848082283860188	14,418816808036285	14,818439995102793	15,642239362654395	15,103309902072265	15,562954376811607	15,222836756074063	15,123865960953484	15,634427765670114	15,13888344651102	14,998986494288864	15,271873893274071	14746,47265625	21902,634765625	28893,15234375	51142,65234375	35200,5390625	48407,8828125	38241,109375	35705,6796875	50866,484375	36079,29296875	32744,98828125	39563,265625
A0A0U1RRL7	MMP24OS	Homo sapiens	Protein MMP24OS	MMPOS_HUMAN	2	2	2	False	13,335278168658032	13,778326630888628	13,751047207841333	13,602190830625352	13,275598677256234	13,542114268058748	13,552867119999421	13,273443335742636	13,250884320904797	13,206471285930979	12,907987565354647	13,356064771283231	10335,1962890625	14050,4296875	13787,2509765625	12435,6201171875	9916,3857421875	11928,4111328125	12017,6494140625	9901,58203125	9747,9580078125	9452,44140625	7685,841796875	10485,185546875
A0A1B0GUU1	C17orf113	Homo sapiens	Transmembrane protein C17orf113	CQ113_HUMAN	1	1	1	False	14,7420062232063	13,994525997302572	14,513588941629102	14,60167457053446	14,883342377004926	14,74516764887365	14,138176788150535	14,857437190256235	14,786640348898818	14,756294780210052	14,677157549130575	14,697541998006274	27402,240234375	16321,9521484375	23389,751953125	24862,341796875	30222,646484375	27462,353515625	18030,8125	29684,80859375	28263,26171875	27674,982421875	26197,791015625	26570,578125
A0A5B6	TRBV28	Homo sapiens	T cell receptor beta variable 28	TVB28_HUMAN	1	1	1	True	16,168803850529528	14,61458101282808	16,176289435016486	16,78267253814468	16,786654007329695	16,554600443993575	16,646639457128973	16,77442614931214	16,33615538622679	16,50842431457278	14,940512637273049	14,629541946408619	73670,7265625	25085,759765625	74053,96875	112742,546875	113054,1171875	96256,7734375	102597,7421875	112099,953125	82731,859375	93224,6796875	31444,337890625	25347,255859375
A0AVF1;A0AVF1-2;A0AVF1-3	TTC26	Homo sapiens	Intraflagellar transport protein 56;Isoform 2 of Intraflagellar transport protein 56;Isoform 3 of Intraflagellar transport protein 56	IFT56_HUMAN	3	3	3	False	13,849467239318312	13,597145872546605	13,81302087956728	13,248236252626203	13,475752723812525	13,045550713202056	13,287040891090934	13,252487001539734	13,263934654719161	13,072844721894414	13,504106856282496	11,74629329508986	14760,6357421875	12392,2099609375	14392,4130859375	9730,08203125	11392,15234375	8454,775390625	9995,3466796875	9758,79296875	9836,5361328125	8616,251953125	11618,263671875	3435,4736328125
A0AVT1	UBA6	Homo sapiens	Ubiquitin-like modifier-activating enzyme 6	UBA6_HUMAN	37	39	41	False	17,22274273203109	17,25937074101742	17,17240171757472	17,197012816857974	17,221511158820487	17,228949006183647	17,18120428504922	17,36067832990314	17,25171426805571	17,27770228513115	17,405512337902493	17,231233780889244	152954,46875	156887,484375	147709,359375	150250,765625	152823,953125	153613,875	148613,359375	168300,3125	156057,078125	158893,6875	173612,625	153857,34375
A0FGR8-2	ESYT2	Homo sapiens	Isoform 2 of Extended synaptotagmin-2	ESYT2_HUMAN	34	35	37	False	17,267825102813163	17,364942291178586	17,53930118352639	17,413368775807754	17,238522675878368	17,059090588872394	17,547407866414346	17,250557788482027	17,141503792601526	17,480121468088683	17,433660824039173	17,386494047940495	157809,5625	168798,46875	190482,796875	174560,640625	154636,640625	136551,96875	191556,15625	155932,03125	144579,53125	182827,234375	177033,25	171339
A0JLT2;A0JLT2-2	MED19	Homo sapiens	Mediator of RNA polymerase II transcription subunit 19;Isoform 2 of Mediator of RNA polymerase II transcription subunit 19	MED19_HUMAN	3	3	3	False	17,043066511407297	17,043268309126734	17,05190375335944	16,97709157109331	17,050745435952596	16,887475552954278	17,147907796934664	17,231158910773626	17,049636204692458	16,865725814932965	16,921738807679365	17,139148334662764	135043,671875	135062,5625	135873,421875	129007,15625	135764,375	121237,421875	145222,734375	153849,359375	135660,03125	119423,3828125	124151,2109375	144343,671875
A0JNW5	UHRF1BP1L	Homo sapiens	UHRF1-binding protein 1-like	UH1BL_HUMAN	6	6	6	False	12,434121567261359	11,697863818598517	12,03809043065114	11,846191832653798	12,636582694193946	11,658953221792586	NaN	11,488432751098696	11,524987959323955	11,37665561023414	11,507091842429768	11,786139184499735	5534,05615234375	3322,063232421875	4205,583984375	3681,79052734375	6367,81494140625	3233,662109375	NaN	2873,18017578125	2946,911376953125	2658,97705078125	2910,581787109375	3531,6806640625
A0PJW6	TMEM223	Homo sapiens	Transmembrane protein 223	TM223_HUMAN	3	3	3	False	14,327557852000954	14,520677542612885	14,455765171587249	13,865879078227414	14,13302647369495	13,773455264809279	14,382357264165096	13,881252619811223	13,83309922644967	13,598799922868308	13,823114909940882	13,58147414760392	20560,07421875	23504,958984375	22470,8203125	14929,5087890625	17966,55859375	14003,0673828125	21356,05078125	15089,4501953125	14594,1162109375	12406,42578125	14493,46484375	12258,32421875
A1A4S6	ARHGAP10	Homo sapiens	Rho GTPase-activating protein 10	RHG10_HUMAN	14	14	14	False	15,79477528081068	15,882323067849622	15,923996494758107	15,732078384231576	15,706923846631	15,780444650793163	15,740700518151739	15,792641972871829	15,741802914592865	15,629324377315275	15,700655712180923	15,639053603842052	56846,16015625	60402,6015625	62172,82421875	54428,640625	53487,859375	56284,2890625	54754,90234375	56762,1640625	54796,7578125	50686,8671875	53255,97265625	51029,84375
A1KXE4	FAM168B	Homo sapiens	Myelin-associated neurite-outgrowth inhibitor	F168B_HUMAN	1	1	1	False	11,753087874809959	12,428109149052355	NaN	11,761011134367497	12,479237278630707	12,561432112918304	NaN	12,242812563491933	12,23273241688786	11,427130455559	12,132233617819814	12,031741749165043	3451,691650390625	5511,041015625	NaN	3470,700439453125	5709,8505859375	6044,60400390625	NaN	4846,78564453125	4813,0390625	2753,65185546875	4489,171875	4187,11767578125
A1L0T0	ILVBL	Homo sapiens	2-hydroxyacyl-CoA lyase 2	HACL2_HUMAN	18	18	19	False	17,870004834076422	17,92380232451714	17,984113232520848	18,019682852446678	17,657951217173018	17,87202655503031	17,942145772161673	17,642036153705952	17,678218211933963	17,789039556240876	17,670266809269183	17,76421659539547	239556,234375	248657,828125	259273,140625	265744,96875	206810,6875	239892,171875	251839,625	204541,796875	209736,46875	226482,421875	208583,6875	222618,90625
A1L188	NDUFAF8	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	NDUF8_HUMAN	1	1	1	False	16,08374322507564	16,226719985354872	15,849933716605562	15,984225298318389	15,870115584878548	15,863321963143179	15,93408819874054	15,957128351553589	15,884384817233675	15,811667690801173	15,696376905616546	15,83505201960809	69452,703125	76688,359375	59061,63671875	64823,3203125	59893,65625	59612,28125	62609,25	63617,16015625	60488,984375	57515,6796875	53098,2578125	58455,53515625
A1L4H1;A1L4H1-2	SSC5D	Homo sapiens	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D;Isoform 2 of Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SRCRL_HUMAN	1	1	1	True	12,792634228763895	11,178792179620844	12,554061829859252	12,825104456136367	12,147417980851223	12,70089294029378	12,24589241104332	NaN	11,919285621681144	11,014587181876456	11,157059763826934	12,189954675557058	7095,232421875	2318,20458984375	6013,802734375	7256,73291015625	4536,669921875	6658,09130859375	4857,1435546875	NaN	3873,1337890625	2068,8125	2283,54541015625	4672,42138671875
A1X283	SH3PXD2B	Homo sapiens	SH3 and PX domain-containing protein 2B	SPD2B_HUMAN	37	37	41	False	17,598871237198956	17,459820809780425	17,481067095233797	17,64729998442051	17,604755227062178	17,523515056373565	17,45504759939603	17,49564219099513	17,063195421011176	17,63933894202811	17,48232938917651	17,46828794020364	198512,625	180272,625	182947,109375	205289,453125	199323,90625	188409,875	179677,171875	184804,734375	136941,046875	204159,75	183107,25	181333,75
A1XBS5;A1XBS5-2	FAM92A	Homo sapiens	Protein FAM92A;Isoform 2 of Protein FAM92A	FA92A_HUMAN	3	3	3	False	13,50440683324096	13,172990524218516	13,109640984635908	13,291528497453603	12,804120777598637	NaN	13,333490466910067	13,25560938607486	13,442097488564844	12,913862364176818	NaN	12,997739581956496	11620,6796875	9235,603515625	8838,837890625	10026,486328125	7151,94921875	NaN	10322,3974609375	9779,9365234375	11129,4716796875	7717,203125	NaN	8179,1748046875
A2RRD8	ZNF320	Homo sapiens	Zinc finger protein 320	ZN320_HUMAN	5	5	5	False	14,290695980954634	14,327926059088995	14,496436658808838	14,17952645497523	14,149433621630326	14,117406418987228	14,047957448367443	13,960429148307032	13,636124633066842	14,026316586811411	13,969407074709526	13,943501208436805	20041,404296875	20565,322265625	23113,31640625	18555,078125	18172,05078125	17773,083984375	16937,783203125	15940,7197265625	12731,5869140625	16685,607421875	16040,228515625	15754,771484375
A2RRP1	NBAS	Homo sapiens	Neuroblastoma-amplified sequence	NBAS_HUMAN	52	55	59	False	18,861630378271688	18,87248814437472	18,876043900629476	18,880084852226997	18,770105514422333	18,818171877859534	18,84536475838604	18,735857703801386	18,90037625021667	18,728393880808664	18,62684497537645	18,70209075901077	476339,40625	479937,875	481122,21875	482471,71875	447058,9375	462204,53125	470999,09375	436571,28125	489305,59375	434318,5	404798,65625	426471,78125
A2RTX5;A2RTX5-2	TARS3	Homo sapiens	Threonine--tRNA ligase 2, cytoplasmic;Isoform 2 of Threonine--tRNA ligase 2, cytoplasmic	SYTC2_HUMAN	5	5	5	False	10,914065360832774	10,133926105516263	10,982997229151069	9,900321149930123	10,74203820288412	10,73172392414807	10,47016620254793	11,091746733699033	9,790722048697594	10,40286816269552	10,180342772186762	9,928016703687401	1929,572265625	1123,6103515625	2024,005126953125	955,6384887695312	1712,677978515625	1700,4771728515625	1418,5155029296875	2182,470947265625	885,7293090820312	1353,864990234375	1160,3487548828125	974,1611938476562
A2RU67	FAM234B	Homo sapiens	Protein FAM234B	F234B_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	12,98380855038422	NaN	NaN	12,8965569131295	NaN	NaN	13,40896820964909	NaN	NaN	NaN	NaN	NaN	8100,57470703125	NaN	NaN	7625,1865234375	NaN	NaN	10876,8125
A2RUC4	TYW5	Homo sapiens	tRNA wybutosine-synthesizing protein 5	TYW5_HUMAN	2	2	2	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN
A2RUS2	DENND3	Homo sapiens	DENN domain-containing protein 3	DEND3_HUMAN	15	15	15	True	13,996730605726919	14,226578150233728	14,031532275080984	13,511198282524605	13,901011778473475	13,122441764167801	14,018691573437787	13,825504151976661	13,74835830181052	12,989829901991195	13,623891311083094	12,291266692369373	16346,9130859375	19170,205078125	16746,0390625	11675,5126953125	15297,537109375	8917,6123046875	16597,65234375	14517,4873046875	13761,578125	8134,45458984375	12624,0859375	5012,33349609375
A2VDJ0;A2VDJ0-2;A2VDJ0-3;A2VDJ0-5;A2VDJ0-6	TMEM131L	Homo sapiens	Transmembrane protein 131-like;Isoform 2 of Transmembrane protein 131-like;Isoform 3 of Transmembrane protein 131-like;Isoform 4 of Transmembrane protein 131-like;Isoform 5 of Transmembrane protein 131-like	T131L_HUMAN	1	1	1	False	NaN	NaN	12,335303796370628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,320205176210393	NaN	NaN	5167,68994140625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2556,944580078125
A3KMH1;A3KMH1-3	VWA8	Homo sapiens	von Willebrand factor A domain-containing protein 8;Isoform 3 of von Willebrand factor A domain-containing protein 8	VWA8_HUMAN	42	42	43	False	16,18805845570933	16,21106750026293	16,156034919136868	16,099963502943858	15,990511020646048	16,175765008806763	16,325331123305492	16,050942178131873	16,208738484421158	15,969525382629712	16,07741978952531	15,970660101207772	74660,546875	75860,828125	73021,5625	70237,96875	65106,3671875	74027,0546875	82113,4609375	67891,4453125	75738,4609375	64166,17578125	69148,953125	64216,6640625
A3KN83;A3KN83-2;A3KN83-3	SBNO1	Homo sapiens	Protein strawberry notch homolog 1;Isoform 2 of Protein strawberry notch homolog 1;Isoform 3 of Protein strawberry notch homolog 1	SBNO1_HUMAN	3	3	3	False	13,273501246025377	12,86947128564334	13,596457195929	13,73056135090242	13,09565681833787	13,288872409052432	13,175744149599202	12,777772213993815	9,849556767318225	13,170820256384783	11,87476067722018	11,249114031547581	9901,9794921875	7483,3642578125	12386,2958984375	13592,859375	8753,576171875	10008,0439453125	9253,248046875	7022,515625	922,5969848632812	9221,720703125	3755,425537109375	2434,0009765625
A4D1E9	GTPBP10	Homo sapiens	GTP-binding protein 10	GTPBA_HUMAN	8	8	8	True	13,62064828932155	13,435016279645197	13,811212392478744	13,173925346518987	13,191325389106954	13,282570812719356	13,54706973542921	13,253879360443474	13,449421351114458	12,736542110731971	13,3400679500139	12,920121476357693	12595,740234375	11074,978515625	14374,3828125	9241,58984375	9353,7255859375	9964,4248046875	11969,4541015625	9768,2158203125	11186,1142578125	6824,6630859375	10369,56640625	7750,7568359375
A4D1P6;A4D1P6-2	WDR91	Homo sapiens	WD repeat-containing protein 91;Isoform 2 of WD repeat-containing protein 91	WDR91_HUMAN	11	11	12	False	15,511295056464862	15,551831568713732	15,572128188458443	15,385521854340798	15,70926075355979	15,212020148459958	15,732359777810817	15,524452880050887	15,437594999346418	15,37321325416546	15,524639869539623	15,172206209316448	46705,18359375	48036,10546875	48716,6796875	42805,89453125	53574,5703125	37955,46875	54439,2578125	47133,09765625	44379,16796875	42442,2421875	47139,20703125	36922,3359375
A4D2H0;P0CG41;Q86UF2;Q8IX94	CTAGE15;CTAGE8;CTAGE6;CTAGE4	Homo sapiens	cTAGE family member 15;cTAGE family member 8;cTAGE family member 6;cTAGE family member 4	CTGEF_HUMAN;CTGE8_HUMAN;CTGE6_HUMAN;CTGE4_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14,899646138856115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30566,126953125	NaN	NaN
A5D8V6	VPS37C	Homo sapiens	Vacuolar protein sorting-associated protein 37C	VP37C_HUMAN	1	1	1	False	15,450961768511547	15,21722438428638	15,49443239409745	15,20587824505904	15,693341893225822	15,5181337350671	15,595138400060632	15,80627692526026	15,519941054502407	15,632806653715836	15,616452596886306	15,64699545894388	44792,2578125	38092,6328125	46162,45703125	37794,2265625	52986,671875	46927,1015625	49499,9140625	57301,16796875	46985,92578125	50809,359375	50236,6484375	51311,53125
A5PLL7;A5PLL7-2	PEDS1	Homo sapiens	Plasmanylethanolamine desaturase;Isoform 2 of Plasmanylethanolamine desaturase	PDES1_HUMAN	3	3	4	False	13,336732638761447	13,714213544918078	13,700955891249876	13,003253508074831	13,34814514398304	12,686434698069457	13,158825072055404	13,663748968158709	13,628765462359688	12,674721364045416	13,561823985263045	12,793493174168466	10345,62109375	13439,7021484375	13316,763671875	8210,4951171875	10427,78515625	6591,69921875	9145,365234375	12977,716796875	12666,80859375	6538,3974609375	12092,4921875	7099,4580078125
A5PLN9;A5PLN9-2;A5PLN9-4;A5PLN9-5	TRAPPC13	Homo sapiens	Trafficking protein particle complex subunit 13;Isoform 2 of Trafficking protein particle complex subunit 13;Isoform 3 of Trafficking protein particle complex subunit 13;Isoform 4 of Trafficking protein particle complex subunit 13	TPC13_HUMAN	8	8	8	False	15,225017631473818	15,204348004281362	15,060617438473999	15,117433370717372	15,166705259267546	15,13956852616696	15,177161889131519	15,13470565665339	15,15256151621393	15,076057145321172	15,34982194587271	14,959782661700261	38298,9609375	37754,16015625	34174,140625	35546,83203125	36781,8203125	36096,4296875	37049,3828125	35974,96484375	36422,984375	34541,8359375	41759,6484375	31867,15625
A5YKK6	CNOT1	Homo sapiens	CCR4-NOT transcription complex subunit 1	CNOT1_HUMAN	43	43	47	False	17,62749870652552	17,64545669403455	17,655350889532375	17,644420512691905	17,621668035834674	17,66238837544584	17,46350728598718	17,68083551140683	17,674503714683677	17,659132715878492	17,71857395045315	17,631154958475065	202491,0625	205027,328125	206438,265625	204880,125	201674,34375	207447,734375	180733,859375	210117,3125	209197,15625	206980,125	215686,140625	203004,890625
A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	MP3B2_HUMAN;MLP3B_HUMAN	2	2	3	True	16,067198816658404	15,670284208797739	16,12725427936081	16,602488763234483	15,703110225805831	16,607415995607777	15,86700672368915	15,789183172886506	15,762383153973394	16,696549469088215	15,861873317334531	16,832222881047745	68660,7890625	52146,55078125	71579,2734375	99505,5078125	53346,65625	99845,9296875	59764,73046875	56626,2421875	55584,04296875	106209,21875	59552,453125	116682,03125
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	10	10	11	False	17,021736895646985	17,21081252229776	17,031987190536412	16,95869324278384	17,123175592953142	16,910505403693946	16,934264339711408	16,98725160622436	16,95633565221345	17,011007612859654	17,06876958723072	16,917559468993396	133061,796875	151694,84375	134010,5625	127372,40625	142754,390625	123188,2734375	125233,7890625	129918,8828125	127164,4296875	132075,890625	137471,171875	123792,078125
A6NDN3	GOLGA6B	Homo sapiens	Golgin subfamily A member 6B	GOG6B_HUMAN	1	1	1	False	12,603762382596544	10,450749755050653	12,713589252974309	12,699555721129478	11,48115396028011	12,086148052069095	12,729310183602758	11,96049242884374	10,982686132126702	12,002407467115647	11,669787104846396	10,762209061121533	6224,5869140625	1399,5523681640625	6716,94384765625	6651,9228515625	2858,720703125	4348,03564453125	6790,5380859375	3985,354736328125	2023,5687255859375	4102,8408203125	3258,03662109375	1736,791748046875
A6NDU8	C5orf51	Homo sapiens	UPF0600 protein C5orf51	CE051_HUMAN	12	12	13	False	15,84773437981768	15,825203759540132	15,9827118926375	16,104644499911796	15,980061982429355	16,07467818871782	16,15147912195334	16,17312842190389	15,96628206241016	16,388411902291907	16,34659475241941	16,149334379621276	58971,66796875	58057,859375	64755,35546875	70466,234375	64636,5234375	69017,671875	72791,3359375	73891,890625	64022,0859375	85783,4609375	83332,6796875	72683,203125
A6NED2	RCCD1	Homo sapiens	RCC1 domain-containing protein 1	RCCD1_HUMAN	1	1	1	False	13,596688307691158	13,75228610543955	13,60533810297742	13,566818915854356	13,603052514442366	13,362452744227118	13,558614211338625	13,57433990630839	13,655252501117657	13,674063466967764	13,662219827666318	13,276808090653692	12388,2802734375	13799,095703125	12462,7783203125	12134,431640625	12443,0498046875	10531,71484375	12065,6181640625	12197,85546875	12901,51171875	13070,8330078125	12963,96875	9924,7021484375
A6NEE1	PLEKHD1	Homo sapiens	Pleckstrin homology domain-containing family D member 1	PLHD1_HUMAN	1	1	1	False	NaN	10,532043031113032	NaN	NaN	11,697625031409478	11,156052823906679	NaN	11,169450557068581	11,18400829931446	NaN	11,260153458902296	10,304142119012965	NaN	1480,6788330078125	NaN	NaN	3321,513427734375	2281,9521484375	NaN	2303,242431640625	2326,601318359375	NaN	2452,697265625	1264,316650390625
A6NFI3	ZNF316	Homo sapiens	Zinc finger protein 316	ZN316_HUMAN	1	1	1	False	10,4506945131927	10,494720596943173	10,625945346410859	11,031551625367767	10,361378129540977	11,167027434488315	NaN	10,298835622976256	9,212767389901563	10,816608510457405	10,428011488539354	10,5194190978603	1399,498779296875	1442,864990234375	1580,259033203125	2093,282958984375	1315,484130859375	2299,377197265625	NaN	1259,6748046875	593,3614501953125	1803,531005859375	1377,6669921875	1467,779052734375
A6NFQ2;A6NFQ2-2;A6NFQ2-3	TCAF2	Homo sapiens	TRPM8 channel-associated factor 2;Isoform 2 of TRPM8 channel-associated factor 2;Isoform 3 of TRPM8 channel-associated factor 2	TCAF2_HUMAN	3	3	3	False	13,145889244543003	12,669626122757988	13,107126063805351	12,968040956439092	12,563041570927538	NaN	12,814994667285642	13,558695713318773	13,510269308655621	13,104498618384719	13,699571288396491	13,541983867130332	9063,73046875	6515,34619140625	8823,443359375	8012,5234375	6051,35107421875	NaN	7206,05859375	12066,2998046875	11667,9970703125	8807,388671875	13303,9892578125	11927,3330078125
A6NFY7	SDHAF1	Homo sapiens	Succinate dehydrogenase assembly factor 1, mitochondrial	SDHF1_HUMAN	1	1	1	False	14,055924829987646	14,403369272407332	13,851550808486083	13,779085499569899	14,146722948447325	14,410763554308486	14,644835360523738	14,663523685222035	14,652765338350308	14,385963877633635	14,42076723110136	14,813782463123726	17031,58203125	21669,365234375	14781,96875	14057,822265625	18137,939453125	21780,712890625	25617,380859375	25951,380859375	25758,578125	21409,505859375	21932,265625	28800,025390625
A6NGJ6;A6NI03;A6NLI5	TRIM64;TRIM64B;TRIM64C	Homo sapiens	Tripartite motif-containing protein 64;Putative tripartite motif-containing protein 64B;Tripartite motif-containing protein 64C	TRI64_HUMAN;TR64B_HUMAN;TR64C_HUMAN	1	1	1	False	NaN	NaN	0	0,23316133704671302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0,047108507152634614	NaN	NaN	1	1,1754077672958374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0,9678742289543152
A6NHQ2	FBLL1	Homo sapiens	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	FBLL1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8,242235004609762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	302,8028564453125	NaN
A6NHR9	SMCHD1	Homo sapiens	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMHD1_HUMAN	25	25	27	False	15,283340623718246	15,31753337395764	15,310407258857696	15,213292631936262	15,221290918874326	15,285476866221126	15,105947181988146	15,106786076020539	15,219172952759912	15,24118818055855	15,24290528863154	15,10462482596113	39878,97265625	40835,41796875	40634,2109375	37988,9609375	38200,15625	39938,06640625	35264,9453125	35285,45703125	38144,1171875	38730,65234375	38776,77734375	35232,63671875
A6NHX0	CASTOR2	Homo sapiens	Cytosolic arginine sensor for mTORC1 subunit 2	CAST2_HUMAN	2	2	2	True	15,683268578330676	16,31787269049306	16,096596616977077	16,1161772021799	15,947662440271776	16,1116989219414	15,480294567156365	15,29592261989172	15,549057486627024	13,80943068362471	14,843279323096247	15,778122560446583	52617,9921875	81690,046875	70074,2421875	71031,7890625	63201,1171875	70811,640625	45712,29296875	40228,28515625	47943,828125	14356,6416015625	29394,921875	56193,76953125
A6NI28	ARHGAP42	Homo sapiens	Rho GTPase-activating protein 42	RHG42_HUMAN	1	1	1	False	12,988544363772165	12,720584224768844	12,89687790985947	13,18133047972887	12,695586203362401	13,278178177580905	12,784179223165786	12,164024264672012	12,839928138341573	12,855458783256502	12,510252645399664	13,120832542163308	8127,20947265625	6749,59033203125	7626,88330078125	9289,1474609375	6633,6455078125	9934,1318359375	7053,77197265625	4589,19140625	7331,68017578125	7411,0322265625	5833,93115234375	8907,6708984375
A6NI72;A8MVU1;P14598	NCF1B;NCF1C;NCF1	Homo sapiens	Putative neutrophil cytosol factor 1B;Putative neutrophil cytosol factor 1C;Neutrophil cytosol factor 1	NCF1B_HUMAN;NCF1C_HUMAN;NCF1_HUMAN	1	1	1	False	NaN	NaN	11,643212913819962	12,887329401743935	NaN	11,116353322021366	12,281286550665534	9,283438410913067	NaN	NaN	13,241767031271129	NaN	NaN	NaN	3198,573486328125	7576,5712890625	NaN	2220,014404296875	4977,779296875	623,1511840820312	NaN	NaN	9686,548828125	NaN
A6NI79	CCDC69	Homo sapiens	Coiled-coil domain-containing protein 69	CCD69_HUMAN	5	5	5	False	12,966842231118646	12,660141410049807	12,08344118313625	12,78580943386204	12,588902169357114	12,089654783617185	12,784402109690465	12,59274740743407	NaN	12,458802587875246	12,506652616611944	11,54295320590415	8005,86865234375	6472,65283203125	4339,88525390625	7061,7470703125	6160,80078125	4358,6171875	7054,86181640625	6177,2431640625	NaN	5629,544921875	5819,3916015625	2983,83740234375
