PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
A0A0B4J2D5;P0DPI2	GATD3B;GATD3A	Homo sapiens	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	GAL3B_HUMAN;GAL3A_HUMAN	3	3	3	False	10,798846518177237	10,40731859929308	10,497020859153078	10,912672744575053	10,431000813908287	10,446625847412	10,345344601795952	1,2951192678414643	10,589009761572575	10,727066025424708	10,957576522143741	8,36930326679336	1781,462646484375	1358,0478515625	1445,1673583984375	1927,7105712890625	1380,5245361328125	1395,5574951171875	1300,9453125	2,453972816467285	1540,3150634765625	1694,995849609375	1988,6539306640625	330,6825866699219
A0AVT1;A0AVT1-2	UBA6	Homo sapiens	Ubiquitin-like modifier-activating enzyme 6;Isoform 2 of Ubiquitin-like modifier-activating enzyme 6	UBA6_HUMAN	1	1	1	False	9,63158762504996	9,03817719373442	9,582843609729213	10,05982385654664	9,603366796725604	9,512572177912093	9,759508084425201	NaN	9,6560423674896	10,135187279213744	9,119278841750846	9,790810724492665	793,2257080078125	525,7296142578125	766,8728637695312	1067,3546142578125	777,8600463867188	730,414794921875	866,7716064453125	NaN	806,7860717773438	1124,593017578125	556,1301879882812	885,7837524414062
A0FGR8;A0FGR8-2;A0FGR8-5;A0FGR8-6	ESYT2	Homo sapiens	Extended synaptotagmin-2;Isoform 2 of Extended synaptotagmin-2;Isoform 5 of Extended synaptotagmin-2;Isoform 6 of Extended synaptotagmin-2	ESYT2_HUMAN	1	1	1	False	8,014981602963353	NaN	NaN	6,92792459261843	8,321214396762107	10,227295560535483	7,50312925526481	9,805668211636785	NaN	9,84984984197987	9,070141749907993	NaN	258,6722717285156	NaN	NaN	121,76237487792969	319,84173583984375	1198,7337646484375	181,4123992919922	894,9530639648438	NaN	922,784423828125	537,5077514648438	NaN
A1L4H1	SSC5D	Homo sapiens	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SRCRL_HUMAN	21	21	22	False	14,363324427352685	15,382744858199937	14,435142596680953	13,99944292664659	15,342519352424219	14,881230117786588	14,61352544354402	15,450634109651482	15,411100393617094	14,081058012676266	14,970119937222522	14,898457835199466	21076,16015625	42723,578125	22151,896484375	16377,6748046875	41548,8046875	30178,4296875	25067,412109375	44782,0859375	43571,59765625	17330,888671875	32096,3125	30540,9609375
A1X283	SH3PXD2B	Homo sapiens	SH3 and PX domain-containing protein 2B	SPD2B_HUMAN	9	9	9	False	12,383729865140737	12,331985586160192	12,78384113285066	12,520507663298453	12,29612321294044	12,171666249136225	12,24706292393344	12,592352097301486	12,342988984598374	12,18938089793815	12,488379669057377	12,402912779312995	5344,0947265625	5155,81787109375	7052,119140625	5875,5478515625	5029,23486328125	4613,56494140625	4861,0859375	6175,55078125	5195,29150390625	4670,5634765625	5746,14892578125	5415,62744140625
A4D0V7	CPED1	Homo sapiens	Cadherin-like and PC-esterase domain-containing protein 1	CPED1_HUMAN	1	1	1	False	10,944943550140572	10,968555621523432	10,26659183426174	10,776355919403235	10,61415973171001	11,121243870717139	NaN	10,81768545290363	11,047387054731349	10,057999652654132	10,804432583365141	10,351074022285012	1971,3162841796875	2003,8455810546875	1231,833740234375	1753,90625	1567,4022216796875	2227,552734375	NaN	1804,8778076171875	2116,385986328125	1066,005859375	1788,373779296875	1306,1220703125
A5D8V6	VPS37C	Homo sapiens	Vacuolar protein sorting-associated protein 37C	VP37C_HUMAN	1	1	1	False	12,421913678271876	11,570279021788254	13,179144174124342	12,65633058557374	12,107754247504115	13,31455074614209	12,321315156118649	12,79933301079854	12,064125342436688	12,806571549559296	12,13451186589462	12,941538141326767	5487,42529296875	3040,892333984375	9275,0810546875	6455,578125	4413,64306640625	10187,7705078125	5117,8251953125	7128,25390625	4282,1669921875	7164,10888671875	4496,2666015625	7866,67431640625
A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	MP3B2_HUMAN;MLP3B_HUMAN	2	2	2	True	9,852074446517507	11,506098461527737	10,817981854095917	12,182852743103915	11,81769364914695	9,243693211790243	11,218071699229496	1,017620104206911	10,918336629793233	9,575708653548649	10,409135812726904	8,310500038970412	924,2084350585938	2908,578369140625	1805,2486572265625	4649,47705078125	3609,776123046875	606,2181396484375	2382,188232421875	2,024576425552368	1935,29345703125	763,089599609375	1359,759521484375	317,4751892089844
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	6	6	6	False	12,17400477086748	11,857941616493541	10,929067384121225	11,904342177383924	11,54622517995454	11,721055682146108	11,722919132806219	9,775042859152228	11,876250321010085	12,480044281894793	12,072322689268383	11,511100415990917	4621,04931640625	3711,898681640625	1949,7418212890625	3833,222900390625	2990,6123046875	3375,898193359375	3380,261474609375	876,1553344726562	3759,30517578125	5713,04541015625	4306,5673828125	2918,68017578125
A6NFN3;A6NFN3-2;O43251;O43251-10;O43251-2;O43251-4;O43251-5;O43251-6;O43251-7;O43251-8;O43251-9;Q9NWB1;Q9NWB1-2;Q9NWB1-3;Q9NWB1-4;Q9NWB1-5	RBFOX3;RBFOX3;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX2;RBFOX1;RBFOX1;RBFOX1;RBFOX1;RBFOX1	Homo sapiens	RNA binding protein fox-1 homolog 3;Isoform 2 of RNA binding protein fox-1 homolog 3;RNA binding protein fox-1 homolog 2;Isoform 10 of RNA binding protein fox-1 homolog 2;Isoform 2 of RNA binding protein fox-1 homolog 2;Isoform 4 of RNA binding protein fox-1 homolog 2;Isoform 5 of RNA binding protein fox-1 homolog 2;Isoform 6 of RNA binding protein fox-1 homolog 2;Isoform 7 of RNA binding protein fox-1 homolog 2;Isoform 8 of RNA binding protein fox-1 homolog 2;Isoform 9 of RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1;Isoform 2 of RNA binding protein fox-1 homolog 1;Isoform 3 of RNA binding protein fox-1 homolog 1;Isoform 4 of RNA binding protein fox-1 homolog 1;Isoform 5 of RNA binding protein fox-1 homolog 1	RFOX3_HUMAN;RFOX3_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX2_HUMAN;RFOX1_HUMAN;RFOX1_HUMAN;RFOX1_HUMAN;RFOX1_HUMAN;RFOX1_HUMAN	1	1	1	False	10,75222188337431	7,685279314341092	8,904836899994118	8,772778387208145	8,6333702144005	11,526516193378162	10,366126878762504	11,942945499389458	9,041380255628908	10,3299428840496	9,079088399968706	1,6628041728233742	1724,8101806640625	205,82569885253906	479,31719970703125	437,3905944824219	397,10321044921875	2950,03466796875	1319,8212890625	3937,176025390625	526,8981323242188	1287,1307373046875	540,8513793945312	3,166313648223877
A6NGH7	CCDC160	Homo sapiens	Coiled-coil domain-containing protein 160	CC160_HUMAN	1	1	1	True	12,45484409061993	11,537885592625738	12,37623669619144	12,306059741920484	12,933282194260245	12,884888199431451	11,93338675175913	11,219492928679514	12,25306249194924	11,755625488395511	11,987245706902481	13,048926334295828	5614,11962890625	2973,374755859375	5316,41015625	5063,9931640625	7821,78515625	7563,76171875	3911,176025390625	2384,5361328125	4881,34326171875	3457,768310546875	4059,948486328125	8474,5810546875
A6NKD2;P0CV98;P0CV99;P0CW01;Q01534;Q01534-2	TSPY2;TSPY3;TSPY4;TSPY10;TSPY1;TSPY1	Homo sapiens	Testis-specific Y-encoded protein 2;Testis-specific Y-encoded protein 3;Testis-specific Y-encoded protein 4;Testis-specific Y-encoded protein 10;Testis-specific Y-encoded protein 1;Isoform 2 of Testis-specific Y-encoded protein 1	TSPY2_HUMAN;TSPY3_HUMAN;TSPY4_HUMAN;TSPYA_HUMAN;TSPY1_HUMAN;TSPY1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN
B5ME19;Q99613	EIF3CL;EIF3C	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein;Eukaryotic translation initiation factor 3 subunit C	EIFCL_HUMAN;EIF3C_HUMAN	5	5	5	True	10,262484730571511	9,986891703437719	11,132654729686335	9,946656183385244	11,480762102058385	9,812080333883916	11,056011519752746	10,33046299471492	11,615289947796644	8,680836262390777	9,428612302698074	9,528845148874908	1228,3319091796875	1014,7380981445312	2245,2412109375	986,8289184570312	2857,9443359375	898,9395751953125	2129,07568359375	1287,5948486328125	3137,26123046875	410,3855895996094	689,1204223632812	738,7001953125
B7ZAP0;Q5R372-5;Q5R372-6;Q5R372-7;Q5R372-8;Q9Y3P9	RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1	Homo sapiens	Rab GTPase-activating protein 1-like, isoform 10;Isoform 5 of Rab GTPase-activating protein 1-like;Isoform 6 of Rab GTPase-activating protein 1-like;Isoform 7 of Rab GTPase-activating protein 1-like;Isoform 8 of Rab GTPase-activating protein 1-like;Rab GTPase-activating protein 1	RBG10_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBG1L_HUMAN;RBGP1_HUMAN	1	1	1	False	9,14232694456318	8,972706482657635	NaN	7,5198311845855335	NaN	NaN	NaN	NaN	NaN	8,933626908121601	9,148569366789475	NaN	565,0861206054688	502,4048156738281	NaN	183,52479553222656	NaN	NaN	NaN	NaN	NaN	488,9783935546875	567,5364990234375	NaN
B9A064;P0DOX8	IGLL5;	Homo sapiens	Immunoglobulin lambda-like polypeptide 5;Immunoglobulin lambda-1 light chain	IGLL5_HUMAN;IGL1_HUMAN	1	1	1	False	12,552372188726075	12,228776423420456	NaN	12,530375853869636	13,126852378955471	11,254067714146348	11,56519681441882	NaN	12,84322928390264	13,114135181654621	13,764047078305445	12,083216517709547	6006,763671875	4799,859375	NaN	5915,875	8944,9169921875	2442,372802734375	3030,198974609375	NaN	7348,4755859375	8866,4150390625	13912,046875	4339,20947265625
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Homo sapiens	Putative WAS protein family homolog 3;WAS protein family homolog 2	WASH3_HUMAN;WASH2_HUMAN	3	3	3	False	12,957362462769495	12,371898254959087	13,327189413829213	13,15580383505562	12,47727456146717	13,047626521064439	12,310933072592695	13,23246689370366	12,463299852669708	12,787548602137647	12,694037303345098	12,862131921564904	7953,435546875	5300,44677734375	10277,412109375	9126,2333984375	5702,087890625	8466,94921875	5081,1279296875	9624,306640625	5647,12109375	7070,26513671875	6626,52734375	7445,39111328125
C9J7I0	UMAD1	Homo sapiens	UBAP1-MVB12-associated (UMA)-domain containing protein 1	UMAD1_HUMAN	1	1	1	False	NaN	10,194310348894854	10,400430102855456	9,910850662789947	8,91944893960194	NaN	8,996493056404358	NaN	10,653610794534007	NaN	NaN	NaN	NaN	1171,6373291015625	1351,5789794921875	962,6387329101562	484,196533203125	NaN	510,7569274902344	NaN	1610,8548583984375	NaN	NaN	NaN
C9JL84;C9JL84-2	HHLA1	Homo sapiens	HERV-H LTR-associating protein 1;Isoform 2 of HERV-H LTR-associating protein 1	HHLA1_HUMAN	1	1	1	False	NaN	2,8434777372954376	NaN	2,111617424844194	3,4628571952765728	NaN	NaN	-6,055407852582511	1,8512305285110842	NaN	NaN	-4,283630040332729	NaN	7,177481651306152	NaN	4,321755409240723	11,02614974975586	NaN	NaN	0,015036286786198616	3,6080780029296875	NaN	NaN	0,051345083862543106
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	3	3	3	True	13,998641213327733	13,395991400480012	14,98394803044404	14,505353158457046	13,169195304751202	13,34142774525107	14,101498219443018	13,815911627495009	14,116349831566675	13,86626367474723	12,500915165805498	13,346960296913181	16368,576171875	10779,416015625	32405,431640625	23256,609375	9211,33984375	10379,3447265625	17578,181640625	14421,2802734375	17760,072265625	14933,4892578125	5796,29443359375	10419,224609375
E9PAV3;E9PAV3-2;Q13765	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	NACAM_HUMAN;NACAM_HUMAN;NACA_HUMAN	4	4	6	False	12,424647371494839	13,278151089258639	12,914558312032893	12,741364217481422	13,939574820519056	13,304428476634412	13,414413110155568	12,379865628864408	13,939378789816056	12,432345770088393	13,356907017804824	12,767227518953797	5497,8330078125	9933,9453125	7720,9267578125	6847,51220703125	15711,9521484375	10116,541015625	10917,9404296875	5329,7998046875	15709,8173828125	5527,24853515625	10491,30859375	6971,375
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	2	2	2	True	12,967564628778621	11,93178090037465	13,300035499136586	12,866094600780619	11,994868035864187	12,67712840080695	12,599583732692771	13,073580349432252	12,029893963437692	12,44128543721293	11,405847030261203	12,251686678251813	8009,87841796875	3906,824951171875	10085,783203125	7465,86962890625	4081,45556640625	6549,3154296875	6206,583984375	8620,646484375	4181,75830078125	5561,6044921875	2713,32666015625	4876,6904296875
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	7	9	9	False	17,48970748180672	17,966015234748106	17,73427723788551	17,138327429306866	17,751652846982562	17,717711351870594	17,806795231098082	17,92966367618791	17,902311901120445	17,459429492304775	17,62849626967289	17,508007263123414	184046,078125	256040,984375	218046,640625	144261,5625	220688,640625	215557,21875	229287,03125	249670,125	244981,265625	180223,734375	202631,125	186395,46875
O00139;O00139-1;O00139-2;O00139-4;O00139-5	KIF2A	Homo sapiens	Kinesin-like protein KIF2A;Isoform 1 of Kinesin-like protein KIF2A;Isoform 2 of Kinesin-like protein KIF2A;Isoform 4 of Kinesin-like protein KIF2A;Isoform 5 of Kinesin-like protein KIF2A	KIF2A_HUMAN	2	2	2	False	10,196567609404731	10,37738292273888	NaN	10,650254922857822	10,026766903239894	10,185012109322287	8,895613462204532	8,868457009099485	10,368661382238422	10,281919276411116	10,194410452693305	10,43158266006093	1173,471923828125	1330,158935546875	NaN	1607,1121826171875	1043,176025390625	1164,1103515625	476,2626037597656	467,3815612792969	1322,1419677734375	1244,99072265625	1171,7186279296875	1381,0814208984375
O00151	PDLIM1	Homo sapiens	PDZ and LIM domain protein 1	PDLI1_HUMAN	13	15	15	False	16,028597114281496	15,617485289198912	16,458644786735576	16,310408090992848	15,781282363035626	15,838709498892108	16,405961908690404	16,864142872284624	16,20727488615503	16,587330706173955	16,121543634948186	16,489059412862964	66848,015625	50272,62109375	90062,8671875	81268,46875	56316,98046875	58603,91796875	86833,3671875	119292,421875	75661,6640625	98465,5	71296,5	91981,7109375
O00154;O00154-4;O00154-6;O00154-7	ACOT7	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase;Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase	BACH_HUMAN	10	10	10	False	13,32010654345997	13,37767284498161	13,38327924528862	13,832659913201415	13,462799919360295	13,290680093392442	13,476331018394314	13,017143980011683	13,429803350074247	13,623072696394606	13,478513391505103	13,407299276998486	10227,0791015625	10643,41015625	10684,8515625	14589,6728515625	11290,3291015625	10020,591796875	11396,7197265625	8289,9287109375	11035,033203125	12616,9248046875	11413,97265625	10864,2373046875
O00159;O00159-2;O00159-3	MYO1C	Homo sapiens	Unconventional myosin-Ic;Isoform 2 of Unconventional myosin-Ic;Isoform 3 of Unconventional myosin-Ic	MYO1C_HUMAN	10	10	11	False	11,435824110771732	10,664052257425421	11,277092686554662	10,863670854622038	11,269419072427121	11,483019495020967	11,5121865916672	12,129211470388158	11,714318580597823	11,489179983078266	11,224878130603788	10,463051342466715	2770,29541015625	1622,5556640625	2481,6650390625	1863,3343505859375	2468,500244140625	2862,419677734375	2920,87841796875	4479,77783203125	3360,170166015625	2874,668701171875	2393,45361328125	1411,537109375
O00161;O00161-2	SNAP23	Homo sapiens	Synaptosomal-associated protein 23;Isoform SNAP-23b of Synaptosomal-associated protein 23	SNP23_HUMAN	3	3	4	True	11,174276548943048	11,080294468336751	11,984438451433553	12,074078401494418	11,659545315116427	11,504173550165746	11,379373078465939	10,82957719489209	11,218926348565304	11,221444043041684	10,895017908325205	11,187266734242165	2310,9599609375	2165,21484375	4052,05615234375	4311,8115234375	3234,989501953125	2904,7001953125	2663,990234375	1819,81640625	2383,599853515625	2387,76318359375	1904,26416015625	2331,862060546875
O00170	AIP	Homo sapiens	AH receptor-interacting protein	AIP_HUMAN	6	6	6	False	13,149760916807429	12,988117850616925	13,094040304058245	13,055456383525868	12,63184270096289	13,136321706631636	13,43264167574668	13,502830711721666	12,680183831857187	13,522831009158754	13,082427639039096	12,956241608783522	9088,0869140625	8124,80712890625	8743,7734375	8513,0263671875	6346,927734375	9003,8212890625	11056,7646484375	11607,9912109375	6563,20068359375	11770,03515625	8673,6748046875	7947,2587890625
O00186	STXBP3	Homo sapiens	Syntaxin-binding protein 3	STXB3_HUMAN	2	2	2	False	NaN	7,156372602712572	NaN	NaN	8,942585466711893	7,813561330188866	7,448598542453965	NaN	8,55733514825412	6,952445152575052	6,686644998733884	NaN	NaN	142,65362548828125	NaN	NaN	492,0242004394531	224,96571350097656	174,68338012695312	NaN	376,7164306640625	123,84957885742188	103,01031494140625	NaN
O00193	SMAP	Homo sapiens	Small acidic protein	SMAP_HUMAN	2	2	2	True	9,87658551551615	11,342344913554697	11,884773081614439	10,556068519282944	11,614761957427037	10,28431791508956	10,662119624231222	11,764893148896826	11,75371173196031	9,78612143215031	10,81091538135971	10,230494433091883	940,044677734375	2596,486328125	3781,5791015625	1505,5433349609375	3136,11328125	1247,0623779296875	1620,383544921875	3480,052001953125	3453,1845703125	882,9093017578125	1796,427978515625	1201,3946533203125
O00194	RAB27B	Homo sapiens	Ras-related protein Rab-27B	RB27B_HUMAN	2	2	2	False	NaN	13,084214582773878	NaN	8,855046384351681	9,687250190092671	NaN	NaN	NaN	NaN	8,879217335135417	8,293862827142114	NaN	NaN	8684,4248046875	NaN	463,05712890625	824,4282836914062	NaN	NaN	NaN	NaN	470,88055419921875	313,8350830078125	NaN
O00203;O00203-3	AP3B1	Homo sapiens	AP-3 complex subunit beta-1;Isoform 2 of AP-3 complex subunit beta-1	AP3B1_HUMAN	1	1	1	True	10,996935714819589	10,98660956642212	10,511566278501823	10,778907697459596	11,744021510778863	11,308434859812943	11,024490749344084	11,354063707565562	12,069980213248947	11,052186594033062	11,606653824133963	11,585479044121556	2043,6546630859375	2029,079345703125	1459,8114013671875	1757,01123046875	3430,068115234375	2536,16845703125	2083,06298828125	2617,6630859375	4299,58056640625	2123,4384765625	3118,537353515625	3073,10009765625
O00217	NDUFS8	Homo sapiens	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUS8_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	-1,2644344733974313	0	NaN	0,4605180147640165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0,41626250743865967	1	NaN	1,3760358095169067	NaN	NaN
O00231	PSMD11	Homo sapiens	26S proteasome non-ATPase regulatory subunit 11	PSD11_HUMAN	4	4	4	True	13,200256265694383	12,884148994363649	12,84326781998698	12,41163226881721	13,131399660766405	7,135847819504046	12,086203621666055	6,518735266084072	10,47708244261231	9,800332365868242	8,70485676659653	4,5878516661003275	9411,80859375	7559,88720703125	7348,671875	5448,4580078125	8973,1552734375	140,6385040283203	4348,203125	91,69271850585938	1425,3321533203125	891,649169921875	417,2756042480469	24,048110961914062
O00232;O00232-2	PSMD12	Homo sapiens	26S proteasome non-ATPase regulatory subunit 12;Isoform 2 of 26S proteasome non-ATPase regulatory subunit 12	PSD12_HUMAN	3	3	3	False	12,094276339806832	9,63992677720435	9,837555370080574	10,879312235002994	9,380259706703633	8,01021358294514	10,494733656869034	11,199243536556974	10,034347620000963	10,94764523071372	10,149864314865287	5,633450815967446	4372,60205078125	797,8240356445312	914,9539794921875	1883,6461181640625	666,406982421875	257,81878662109375	1442,8780517578125	2351,301025390625	1048,671875	1975,0113525390625	1136,09228515625	49,64067459106445
O00233	PSMD9	Homo sapiens	26S proteasome non-ATPase regulatory subunit 9	PSMD9_HUMAN	10	11	13	False	14,882562640859385	14,732158832369443	15,306314147650603	15,223197763252085	14,7747361958172	14,885904581673097	15,01392662128649	14,873476217542049	14,765028158408319	15,216491733905436	14,696072587506297	14,969755910281446	30206,31640625	27215,837890625	40519,08984375	38250,6796875	28031,01171875	30276,369140625	33085,84765625	30016,66796875	27843,021484375	38073,29296875	26543,529296875	32088,21484375
O00244	ATOX1	Homo sapiens	Copper transport protein ATOX1	ATOX1_HUMAN	5	5	6	False	12,04249952408822	11,543070063525816	11,344484198109626	12,032825480981595	11,30304992855557	11,57811673867645	11,92635318874925	9,751647944042766	11,627915109417982	11,868181917527414	11,3763147384188	10,965391064980667	4218,45654296875	2984,0791015625	2600,33935546875	4190,26416015625	2526,7197265625	3057,45751953125	3892,154296875	862,0620727539062	3164,836181640625	3738,339599609375	2658,348876953125	1999,4549560546875
O00264	PGRMC1	Homo sapiens	Membrane-associated progesterone receptor component 1	PGRC1_HUMAN	3	3	3	False	13,868313157823785	13,724655192353763	14,326298084249952	13,94799740616992	14,40794883104655	14,234341928206279	13,930515197819663	14,7444916340264	14,057694320229336	13,88158534737511	14,180348387796698	14,357133950707416	14954,71875	13537,326171875	20542,12890625	15803,9482421875	21738,259765625	19273,646484375	15613,595703125	27449,48828125	17052,484375	15092,9306640625	18565,65234375	20985,91796875
O00273	DFFA	Homo sapiens	DNA fragmentation factor subunit alpha	DFFA_HUMAN	6	6	6	False	12,407688785229269	11,495046327457526	12,631242123970155	12,161056361247706	11,59321340579086	11,915489458926336	12,11586410004637	12,534556159701738	11,45060340354846	12,094593678547223	11,72727557670251	11,31893014505422	5433,58544921875	2886,381591796875	6344,2861328125	4579,76025390625	3089,619384765625	3862,955810546875	4438,5234375	5933,04150390625	2798,82080078125	4373,56396484375	3390,484130859375	2554,685791015625
O00291;O00291-3;O00291-4	HIP1	Homo sapiens	Huntingtin-interacting protein 1;Isoform 3 of Huntingtin-interacting protein 1;Isoform 4 of Huntingtin-interacting protein 1	HIP1_HUMAN	3	3	3	False	10,941977752516653	10,263284103033191	11,539237159098345	11,296196887461988	10,966267274177957	11,406348663726392	10,852200110422965	NaN	9,933506699866454	10,838158956951798	10,601302331665357	10,86850938360521	1967,2679443359375	1229,0126953125	2976,16162109375	2514,745849609375	2000,669677734375	2714,270263671875	1848,577880859375	NaN	977,8753051757812	1830,6737060546875	1553,4954833984375	1869,5941162109375
O00299	CLIC1	Homo sapiens	Chloride intracellular channel protein 1	CLIC1_HUMAN	14	14	16	False	15,283208204770121	15,617736930263474	14,31408601192033	15,287019888825156	15,725490559528335	15,309087443366971	15,223273489621887	14,453403150247794	15,504300381298565	15,66642491704316	15,948842009389475	15,13656187728855	39875,3125	50281,390625	20368,978515625	39980,8046875	54180,66796875	40597,0546875	38252,6875	22434,060546875	46479,2890625	52007,2421875	63252,8125	36021,28125
O00300	TNFRSF11B	Homo sapiens	Tumor necrosis factor receptor superfamily member 11B	TR11B_HUMAN	1	1	1	False	11,625228026595662	12,571371445240997	12,469103698885899	11,617392131642093	12,38036897750381	12,78783432502296	11,742290827702204	11,77780772392165	12,522498442184615	12,262705508854435	12,726709604065617	12,917041948843442	3158,947021484375	6086,3916015625	5669,884765625	3141,8359375	5331,65966796875	7071,66552734375	3425,955810546875	3511,34423828125	5883,6611328125	4914,07958984375	6778,30859375	7734,22998046875
O00303	EIF3F	Homo sapiens	Eukaryotic translation initiation factor 3 subunit F	EIF3F_HUMAN	3	3	3	True	13,253659968047344	13,911928448244426	11,589368725369456	12,502572288182948	11,990587017250382	11,814483895567122	11,526155932581572	10,781970766664447	12,385896490336409	11,55336539736144	11,424186540071197	5,56183878180605	9766,73046875	15413,73046875	3081,396728515625	5802,9560546875	4069,3623046875	3601,75390625	2949,298095703125	1760,74560546875	5352,12646484375	3005,4501953125	2748,03857421875	47,23678207397461
O00339;O00339-2;O00339-3;O00339-4	MATN2	Homo sapiens	Matrilin-2;Isoform 2 of Matrilin-2;Isoform 3 of Matrilin-2;Isoform 4 of Matrilin-2	MATN2_HUMAN	10	10	10	False	12,53481948289156	13,871473919259946	13,365477171348653	12,331630030311663	13,73423102536634	13,686215709158613	12,946206659946832	13,456785914656178	13,790489099652651	12,801542302567649	13,8394389030171	13,987371669533928	5934,12451171875	14987,5185546875	10553,81640625	5154,54736328125	13627,478515625	13181,3974609375	7892,171875	11243,3623046875	14169,380859375	7139,17822265625	14658,388671875	16241,2119140625
O00391	QSOX1	Homo sapiens	Sulfhydryl oxidase 1	QSOX1_HUMAN	35	37	45	False	18,635533253621297	19,055387369550207	18,29233623836159	18,17167434163421	18,613997365212363	18,37425388257348	18,62356316187475	18,634972420147545	18,602899877165605	18,433280049218656	18,78413757791385	18,522523824367877	407243,8125	544807,625	321027,25	295269,8125	401209,8125	339782,9375	403878,875	407085,53125	398135,46875	353973,0625	451428,375	376560,9375
