Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_WO / WT_WO	Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4	Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4	-0,620438062049296	0,620438062049296	0,029871669445144525	0,04732989311113985	6	Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4	SLC38A9	Sodium-coupled neutral amino acid transporter 9;Isoform 2 of Sodium-coupled neutral amino acid transporter 9;Isoform 3 of Sodium-coupled neutral amino acid transporter 9;Isoform 4 of Sodium-coupled neutral amino acid transporter 9	S38A9_HUMAN	1	-34,9526612966572	0,650473387033428	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q96EF6	Q96EF6	-0,8348892475646021	0,8348892475646021	0,029986864013033673	0,04744704743730957	5	Q96EF6	FBXO17	F-box only protein 17	FBX17_HUMAN	3	-43,93739246418106	0,5606260753581894	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P55347;P55347-2	P55347;P55347-2	-1,537834480639178	1,537834480639178	0,030073022216446796	0,04751802358899797	10	P55347;P55347-2	PKNOX1	Homeobox protein PKNOX1;Isoform 2 of Homeobox protein PKNOX1	PKNX1_HUMAN	1	-65,55979776753176	0,3444020223246825	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q58FF8	Q58FF8	0,8213849816721427	0,8213849816721427	0,030473869077078882	0,04787032525984916	12	Q58FF8	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	H90B2_HUMAN	1	76,71015892747117	1,7671015892747117	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q8N1A6	Q8N1A6	0,7113623431471825	0,7113623431471825	0,030474730897572754	0,04787032525984916	11	Q8N1A6	C4orf33	UPF0462 protein C4orf33	CD033_HUMAN	2	63,73495435575873	1,6373495435575873	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P00156	P00156	-0,6045451217378547	0,6045451217378547	0,031003617490939807	0,04836827882575818	12	P00156	MT-CYB	Cytochrome b	CYB_HUMAN	1	-34,23212880752809	0,657678711924719	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O95684;O95684-2	O95684;O95684-2	0,7236351412510548	0,7236351412510548	0,03128875319161461	0,048586903534465	8	O95684;O95684-2	CEP43	Centrosomal protein 43;Isoform 2 of Centrosomal protein 43	CEP43_HUMAN	1	65,13376524231262	1,6513376524231262	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P35869	P35869	-0,8256482438549199	0,8256482438549199	0,03208334862745733	0,049166735411899976	12	P35869	AHR	Aryl hydrocarbon receptor	AHR_HUMAN	4	-43,577137850714905	0,5642286214928509	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9UKL0	Q9UKL0	-1,2856714327391126	1,2856714327391126	0,0323776478003387	0,04947231711411553	12	Q9UKL0	RCOR1	REST corepressor 1	RCOR1_HUMAN	4	-58,98201384328681	0,410179861567132	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P20742	P20742	1,3235069482903805	1,3235069482903805	0,032435334503615486	0,04952949548693299	12	P20742	PZP	Pregnancy zone protein	PZP_HUMAN	5	150,27374420867412	2,502737442086741	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9NQ55;Q9NQ55-2;Q9NQ55-3	Q9NQ55;Q9NQ55-2;Q9NQ55-3	-0,6502180285725434	0,6502180285725434	0,03251711605168121	0,049588538572846966	12	Q9NQ55;Q9NQ55-2;Q9NQ55-3	PPAN	Suppressor of SWI4 1 homolog;Isoform 2 of Suppressor of SWI4 1 homolog;Isoform 3 of Suppressor of SWI4 1 homolog	SSF1_HUMAN	2	-36,28159886180998	0,6371840113819002	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9Y5H2	Q9Y5H2	-0,9355592536295306	0,9355592536295306	0,032661306278510355	0,04974540973264926	12	Q9Y5H2	PCDHGA11	Protocadherin gamma-A11	PCDGB_HUMAN	4	-47,71602456486252	0,5228397543513748	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P08571	P08571	0,651993056764119	0,651993056764119	0,03283164464418766	0,04986841012095999	12	P08571	CD14	Monocyte differentiation antigen CD14	CD14_HUMAN	1	57,133747096566864	1,5713374709656687	TLR10_WO	WT_WO	NaN	NaN	NaN
