Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_Light / WT_Light	Q9H0H5	Q9H0H5	1,0993323895922333	1,0993323895922333	0,011408938096855484	0,043123676444531404	12	Q9H0H5	RACGAP1	Rac GTPase-activating protein 1	RGAP1_HUMAN	7	114,25552233369918	2,1425552233369918	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9HCM4;Q9HCM4-3;Q9HCM4-4	Q9HCM4;Q9HCM4-3;Q9HCM4-4	1,3888679433216615	1,3888679433216615	0,011473167941807735	0,04326123249244149	8	Q9HCM4;Q9HCM4-3;Q9HCM4-4	EPB41L5	Band 4.1-like protein 5;Isoform 3 of Band 4.1-like protein 5;Isoform 4 of Band 4.1-like protein 5	E41L5_HUMAN	1	161,87311303903843	2,618731130390384	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q13643	Q13643	-1,0118935728576712	1,0118935728576712	0,011630578083733262	0,04354737762411212	12	Q13643	FHL3	Four and a half LIM domains protein 3	FHL3_HUMAN	2	-50,410505397181325	0,49589494602818673	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O60888;O60888-2;O60888-3	O60888;O60888-2;O60888-3	-0,9253346280032089	0,9253346280032089	0,011873107973469056	0,04415072650456921	12	O60888;O60888-2;O60888-3	CUTA	Protein CutA;Isoform A of Protein CutA;Isoform C of Protein CutA	CUTA_HUMAN	2	-47,344162953628796	0,526558370463712	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P08708	P08708	-0,6784740649489625	0,6784740649489625	0,01202267755065664	0,04445594722219549	12	P08708	RPS17	40S ribosomal protein S17	RS17_HUMAN	10	-37,51741981924069	0,6248258018075931	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9P270	Q9P270	0,9148966194780683	0,9148966194780683	0,012039663536834336	0,04450091268003457	5	Q9P270	SLAIN2	SLAIN motif-containing protein 2	SLAI2_HUMAN	1	88,54339607248107	1,8854339607248107	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9Y3F4;Q9Y3F4-2	Q9Y3F4;Q9Y3F4-2	-0,6879164123085705	0,6879164123085705	0,012095729528229097	0,04458306063522331	12	Q9Y3F4;Q9Y3F4-2	STRAP	Serine-threonine kinase receptor-associated protein;Isoform 2 of Serine-threonine kinase receptor-associated protein	STRAP_HUMAN	10	-37,92502899266436	0,6207497100733564	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9BUD6	Q9BUD6	1,485427355075808	1,485427355075808	0,012151545288648983	0,04466383047107251	12	Q9BUD6	SPON2	Spondin-2	SPON2_HUMAN	7	180,0001024565701	2,800001024565701	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O43915	O43915	-1,8419392853362586	1,8419392853362586	0,012290710699635856	0,044884312043720856	12	O43915	VEGFD	Vascular endothelial growth factor D	VEGFD_HUMAN	6	-72,10534304231109	0,2789465695768892	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P09493-3	P09493-3	-0,840019698910212	0,840019698910212	0,012311307191121878	0,044884312043720856	12	P09493-3	TPM1	Isoform 3 of Tropomyosin alpha-1 chain	TPM1_HUMAN	21	-44,13640587674556	0,5586359412325443	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P17342;P17342-2	P17342;P17342-2	0,8332581222334203	0,8332581222334203	0,012313739912233113	0,044884312043720856	12	P17342;P17342-2	NPR3	Atrial natriuretic peptide receptor 3;Isoform 2 of Atrial natriuretic peptide receptor 3	ANPRC_HUMAN	10	78,17045493932117	1,7817045493932118	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7	0,6391354447010226	0,6391354447010226	0,01252523500318066	0,045190812675795014	12	O43493;O43493-3;O43493-5;O43493-7	TGOLN2	Trans-Golgi network integral membrane protein 2;Isoform TGN48 of Trans-Golgi network integral membrane protein 2;Isoform 5 of Trans-Golgi network integral membrane protein 2;Isoform 7 of Trans-Golgi network integral membrane protein 2	TGON2_HUMAN	12	55,73955884055106	1,5573955884055106	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UN86;Q9UN86-2	Q9UN86;Q9UN86-2	-0,8173151238779198	0,8173151238779198	0,012521180570554902	0,045190812675795014	12	Q9UN86;Q9UN86-2	G3BP2	Ras GTPase-activating protein-binding protein 2;Isoform B of Ras GTPase-activating protein-binding protein 2	G3BP2_HUMAN	5	-43,25029192796853	0,5674970807203147	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P25325;P25325-2	P25325;P25325-2	-1,5400150938925539	1,5400150938925539	0,012592971298564744	0,04528509011682213	11	P25325;P25325-2	MPST	3-mercaptopyruvate sulfurtransferase;Isoform 2 of 3-mercaptopyruvate sulfurtransferase	THTM_HUMAN	2	-65,61181432752747	0,3438818567247252	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P49354;P49354-2	P49354;P49354-2	-0,6583059250537452	0,6583059250537452	0,013000761622302468	0,04607796998657151	12	P49354;P49354-2	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha;Isoform 2 of Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA_HUMAN	9	-36,637811344013016	0,6336218865598698	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P35052	P35052	0,6783364821891004	0,6783364821891004	0,013071484600202972	0,04622330649495288	12	P35052	GPC1	Glypican-1	GPC1_HUMAN	15	60,029345227475474	1,6002934522747547	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P27635	P27635	-0,6641482882358916	0,6641482882358916	0,013094244677020504	0,046284064550204326	12	P27635	RPL10	60S ribosomal protein L10	RL10_HUMAN	10	-36,893885125912774	0,6310611487408723	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O75339	O75339	-1,5212063319426814	1,5212063319426814	0,013206557739226129	0,046540100911126925	10	O75339	CILP	Cartilage intermediate layer protein 1	CILP1_HUMAN	8	-65,16055207138834	0,34839447928611655	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P67936	P67936	-0,6448564402507326	0,6448564402507326	0,013217146420108591	0,046540100911126925	12	P67936	TPM4	Tropomyosin alpha-4 chain	TPM4_HUMAN	21	-36,04435715238213	0,6395564284761787	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P17813;P17813-2	P17813;P17813-2	0,9634167484156357	0,9634167484156357	0,01327414374447477	0,04666539440192031	12	P17813;P17813-2	ENG	Endoglin;Isoform Short of Endoglin	EGLN_HUMAN	6	94,992245061317	1,94992245061317	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P51911	P51911	-0,7600978414516644	0,7600978414516644	0,013398509826709162	0,046856677141415205	12	P51911	CNN1	Calponin-1	CNN1_HUMAN	8	-40,9543714518287	0,590456285481713	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q16666;Q16666-2;Q16666-3;Q16666-6	Q16666;Q16666-2;Q16666-3;Q16666-6	-0,832846006638695	0,832846006638695	0,013815118891163347	0,047727320061635624	12	Q16666;Q16666-2;Q16666-3;Q16666-6	IFI16	Gamma-interferon-inducible protein 16;Isoform 2 of Gamma-interferon-inducible protein 16;Isoform 3 of Gamma-interferon-inducible protein 16;Isoform 4 of Gamma-interferon-inducible protein 16	IF16_HUMAN	4	-43,85793660868238	0,5614206339131762	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9BX68	Q9BX68	-2,2911303472244793	2,2911303472244793	0,014052024434493797	0,048120226266209355	10	Q9BX68	HINT2	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2_HUMAN	2	-79,56846285670989	0,20431537143290118	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P04179	P04179	-0,9346517335041689	0,9346517335041689	0,014157054793724038	0,04824699161408835	12	P04179	SOD2	Superoxide dismutase [Mn], mitochondrial	SODM_HUMAN	9	-47,68312524419615	0,5231687475580385	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9Y5Y2	Q9Y5Y2	-0,8462180972224119	0,8462180972224119	0,014175516770257803	0,048292063411642945	10	Q9Y5Y2	NUBP2	Cytosolic Fe-S cluster assembly factor NUBP2	NUBP2_HUMAN	2	-44,37590349434226	0,5562409650565774	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q15063-2	Q15063-2	-1,6593538155022962	1,6593538155022962	0,014459110572906117	0,04882530856951308	12	Q15063-2	POSTN	Isoform 2 of Periostin	POSTN_HUMAN	4	-68,34190863621801	0,31658091363781987	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q14956;Q14956-2	Q14956;Q14956-2	0,9338616368502412	0,9338616368502412	0,014716810013375308	0,049406050944065194	12	Q14956;Q14956-2	GPNMB	Transmembrane glycoprotein NMB;Isoform 2 of Transmembrane glycoprotein NMB	GPNMB_HUMAN	4	91,0382646768791	1,910382646768791	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P22105;P22105-1	P22105;P22105-1	1,4700178649854474	1,4700178649854474	0,014782477359663718	0,049554346132613156	12	P22105;P22105-1	TNXB	Tenascin-X;Isoform 3 of Tenascin-X	TENX_HUMAN	86	177,02532402334379	2,770253240233438	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O75937	O75937	-0,6154020048632944	0,6154020048632944	0,014826543830200082	0,04964946395788621	12	O75937	DNAJC8	DnaJ homolog subfamily C member 8	DNJC8_HUMAN	5	-34,72520190694901	0,6527479809305099	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q96CG8;Q96CG8-3	Q96CG8;Q96CG8-3	-0,8400248261557134	0,8400248261557134	0,014934800096789104	0,04988537098934514	12	Q96CG8;Q96CG8-3	CTHRC1	Collagen triple helix repeat-containing protein 1;Isoform 3 of Collagen triple helix repeat-containing protein 1	CTHR1_HUMAN	3	-44,136604412017796	0,558633955879822	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9NR99	Q9NR99	1,210830336965117	1,210830336965117	0,014968036534386104	0,04992232655338469	12	Q9NR99	MXRA5	Matrix-remodeling-associated protein 5	MXRA5_HUMAN	31	131,47082049221726	2,3147082049221726	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UMX0	Q9UMX0	-0,7435072876763514	0,7435072876763514	0,014958727362747788	0,04992232655338469	12	Q9UMX0	UBQLN1	Ubiquilin-1	UBQL1_HUMAN	6	-40,27144550434178	0,5972855449565823	TLR10_Light	WT_Light	NaN	NaN	NaN
