Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_Light / WT_Light	Q9H2H8	Q9H2H8	-0,7136253066772098	0,7136253066772098	0,012501276184692503	0,04240309699839691	12	Q9H2H8	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	PPIL3_HUMAN	5	-39,02141013836252	0,6097858986163748	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q08752	Q08752	-0,8306284107709492	0,8306284107709492	0,013086941695820725	0,04335245648705686	12	Q08752	PPID	Peptidyl-prolyl cis-trans isomerase D	PPID_HUMAN	5	-43,7715731435346	0,562284268564654	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q86VP6	Q86VP6	-0,833065903854688	0,833065903854688	0,013087720402221538	0,04335245648705686	12	Q86VP6	CAND1	Cullin-associated NEDD8-dissociated protein 1	CAND1_HUMAN	9	-43,86649319360261	0,5613350680639739	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P09341	P09341	0,8403183918978563	0,8403183918978563	0,013382326047248665	0,04383339790852957	12	P09341	CXCL1	Growth-regulated alpha protein	GROA_HUMAN	1	79,04452359963152	1,7904452359963152	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P20962	P20962	-0,7628221014312594	0,7628221014312594	0,013488344721531828	0,04406319986172214	12	P20962	PTMS	Parathymosin	PTMS_HUMAN	5	-41,06576288307914	0,5893423711692086	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q12913;Q12913-2;Q12913-3	Q12913;Q12913-2;Q12913-3	-0,5948358565412923	0,5948358565412923	0,013551284999538171	0,0441384711413529	12	Q12913;Q12913-2;Q12913-3	PTPRJ	Receptor-type tyrosine-protein phosphatase eta;Isoform 2 of Receptor-type tyrosine-protein phosphatase eta;Isoform 3 of Receptor-type tyrosine-protein phosphatase eta	PTPRJ_HUMAN	3	-33,78802160281255	0,6621197839718745	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O60245;O60245-2	O60245;O60245-2	0,7661329866550886	0,7661329866550886	0,013634260345462659	0,044253557812744045	12	O60245;O60245-2	PCDH7	Protocadherin-7;Isoform B of Protocadherin-7	PCDH7_HUMAN	7	70,07050827497416	1,7007050827497416	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9H3U1;Q9H3U1-2	Q9H3U1;Q9H3U1-2	-0,9195917749571754	0,9195917749571754	0,013928580983012206	0,04488439202234991	12	Q9H3U1;Q9H3U1-2	UNC45A	Protein unc-45 homolog A;Isoform 2 of Protein unc-45 homolog A	UN45A_HUMAN	3	-47,134141162723054	0,5286585883727695	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P19338	P19338	-0,8564826507965939	0,8564826507965939	0,01394707730065488	0,04492202869199857	12	P19338	NCL	Nucleolin	NUCL_HUMAN	19	-44,770255853662164	0,5522974414633783	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O76071	O76071	-0,8866766674261277	0,8866766674261277	0,01396776205416597	0,044961135061044696	12	O76071	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	CIAO1_HUMAN	4	-45,914141620368476	0,5408585837963152	TLR10_Light	WT_Light	NaN	NaN	NaN
