Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_WO / WT_WO	Q86X55;Q86X55-1;Q86X55-2	Q86X55;Q86X55-1;Q86X55-2	-2,613059701594548	2,613059701594548	0,00900393469309723	0,03589306936240122	12	Q86X55;Q86X55-1;Q86X55-2	CARM1	Histone-arginine methyltransferase CARM1;Isoform 1 of Histone-arginine methyltransferase CARM1;Isoform 2 of Histone-arginine methyltransferase CARM1	CARM1_HUMAN	2	-83,65478455485979	0,16345215445140213	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P30050	P30050	-0,7052492508500934	0,7052492508500934	0,009138364883385638	0,03611197283475814	12	P30050	RPL12	60S ribosomal protein L12	RL12_HUMAN	6	-38,66634851582932	0,6133365148417068	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P08779	P08779	0,6578104830955693	0,6578104830955693	0,009249749760819912	0,03630482868797289	12	P08779	KRT16	Keratin, type I cytoskeletal 16	K1C16_HUMAN	24	57,76864183005288	1,5776864183005288	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P05120	P05120	-2,1099082010253385	2,1099082010253385	0,009548509507622696	0,0369725701181791	12	P05120	SERPINB2	Plasminogen activator inhibitor 2	PAI2_HUMAN	9	-76,83382443124191	0,2316617556875808	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q16853;Q16853-2	Q16853;Q16853-2	0,9179926455256588	0,9179926455256588	0,009679819426665607	0,03722971043503656	12	Q16853;Q16853-2	AOC3	Membrane primary amine oxidase;Isoform 2 of Membrane primary amine oxidase	AOC3_HUMAN	8	88,94844498823369	1,8894844498823369	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q27J81;Q27J81-2	Q27J81;Q27J81-2	-0,8022274570464605	0,8022274570464605	0,010167770465860464	0,03807708581455766	12	Q27J81;Q27J81-2	INF2	Inverted formin-2;Isoform 2 of Inverted formin-2	INF2_HUMAN	3	-42,65369078998448	0,5734630921001552	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P24821;P24821-4	P24821;P24821-4	-0,6632033630890626	0,6632033630890626	0,01022593394890076	0,03818381883743856	12	P24821;P24821-4	TNC	Tenascin;Isoform 4 of Tenascin	TENA_HUMAN	32	-36,852538836076974	0,6314746116392302	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O43678	O43678	-0,8330348725753572	0,8330348725753572	0,010249711467062873	0,03825338743957393	12	O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUA2_HUMAN	2	-43,86528579133553	0,5613471420866447	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P00747	P00747	-1,0220942597760019	1,0220942597760019	0,01026424379240074	0,03825882463256632	12	P00747	PLG	Plasminogen	PLMN_HUMAN	3	-50,75989510679195	0,4924010489320804	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q86SF2	Q86SF2	-0,6928467095694766	0,6928467095694766	0,010649221088434167	0,03901455038158393	12	Q86SF2	GALNT7	N-acetylgalactosaminyltransferase 7	GALT7_HUMAN	9	-38,13680327512855	0,6186319672487145	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9NRP2	Q9NRP2	-1,3115624968857567	1,3115624968857567	0,01087975004129099	0,03962002271734028	12	Q9NRP2	CMC2	COX assembly mitochondrial protein 2 homolog	COXM2_HUMAN	2	-59,71156967022744	0,4028843032977256	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P49755	P49755	-0,8571086277582044	0,8571086277582044	0,011037755215390223	0,03997088089137598	12	P49755	TMED10	Transmembrane emp24 domain-containing protein 10	TMEDA_HUMAN	4	-44,79421451930041	0,5520578548069959	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q99622	Q99622	-1,1776566534601975	1,1776566534601975	0,011062775932969858	0,03997902311223113	11	Q99622	C12orf57	Protein C10	C10_HUMAN	3	-55,79310391331678	0,4420689608668322	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P02656	P02656	-0,7023557063714275	0,7023557063714275	0,011088534650419892	0,04000622982383305	12	P02656	APOC3	Apolipoprotein C-III	APOC3_HUMAN	1	-38,5432110988297	0,614567889011703	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P61247	P61247	-0,6858711631647918	0,6858711631647918	0,011180919351868475	0,04020733718586705	12	P61247	RPS3A	40S ribosomal protein S3a	RS3A_HUMAN	17	-37,83696546409308	0,6216303453590691	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q96CX2	Q96CX2	-0,9026320477003199	0,9026320477003199	0,011315547591401758	0,04052544951339234	12	Q96CX2	KCTD12	BTB/POZ domain-containing protein KCTD12	KCD12_HUMAN	5	-46,50900472914105	0,5349099527085895	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q8WXX5	Q8WXX5	-1,2640655039574644	1,2640655039574644	0,011461156585588717	0,04074768428849646	12	Q8WXX5	DNAJC9	DnaJ homolog subfamily C member 9	DNJC9_HUMAN	4	-58,36310197575505	0,41636898024244945	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P60520	P60520	-0,8328090947856598	0,8328090947856598	0,011479477480099684	0,04077978685565157	12	P60520	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	GBRL2_HUMAN	3	-43,85650017614131	0,5614349982385869	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5	-1,2136213213732137	1,2136213213732137	0,011496363298624102	0,040806743645500354	12	O60462;O60462-2;O60462-3;O60462-4;O60462-5	NRP2	Neuropilin-2;Isoform A0 of Neuropilin-2;Isoform A17 of Neuropilin-2;Isoform B0 of Neuropilin-2;Isoform B5 of Neuropilin-2	NRP2_HUMAN	5	-56,881506491184844	0,43118493508815164	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O43155	O43155	-1,5958531688797901	1,5958531688797901	0,01163778316719514	0,04098782837139768	12	O43155	FLRT2	Leucine-rich repeat transmembrane protein FLRT2	FLRT2_HUMAN	4	-66,91734716755022	0,3308265283244977	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q7L9L4;Q7L9L4-2;Q9H8S9	Q7L9L4;Q7L9L4-2;Q9H8S9	-1,5073735974183158	1,5073735974183158	0,011771575257248198	0,041210301423333213	12	Q7L9L4;Q7L9L4-2;Q9H8S9	MOB1B;MOB1B;MOB1A	MOB kinase activator 1B;Isoform 2 of MOB kinase activator 1B;MOB kinase activator 1A	MOB1B_HUMAN;MOB1B_HUMAN;MOB1A_HUMAN	4	-64,8249006696475	0,3517509933035249	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q8N2Q7;Q8N2Q7-2	Q8N2Q7;Q8N2Q7-2	-1,281847121653139	1,281847121653139	0,011888960143453111	0,041396783871174694	12	Q8N2Q7;Q8N2Q7-2	NLGN1	Neuroligin-1;Isoform 2 of Neuroligin-1	NLGN1_HUMAN	2	-58,873138697141016	0,4112686130285899	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q16222;Q16222-2;Q16222-3	Q16222;Q16222-2;Q16222-3	-0,6101343584269968	0,6101343584269968	0,01216912157192546	0,041847428866880025	12	Q16222;Q16222-2;Q16222-3	UAP1	UDP-N-acetylhexosamine pyrophosphorylase;Isoform AGX1 of UDP-N-acetylhexosamine pyrophosphorylase;Isoform 3 of UDP-N-acetylhexosamine pyrophosphorylase	UAP1_HUMAN	13	-34,48643138064361	0,6551356861935639	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9Y371	Q9Y371	-0,6795593199405267	0,6795593199405267	0,01223622408115311	0,041971061834135424	12	Q9Y371	SH3GLB1	Endophilin-B1	SHLB1_HUMAN	3	-37,56440413119153	0,6243559586880847	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P98066	P98066	-1,1354126253325374	1,1354126253325374	0,012320589039964894	0,042081508212328464	12	P98066	TNFAIP6	Tumor necrosis factor-inducible gene 6 protein	TSG6_HUMAN	4	-54,479529496084034	0,4552047050391596	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P36542-2	P36542-2	0,7380138842227532	0,7380138842227532	0,01246363703233338	0,04235609983345816	12	P36542-2	ATP5F1C	Isoform Heart of ATP synthase subunit gamma, mitochondrial	ATPG_HUMAN	4	66,78781389147619	1,6678781389147619	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P23396	P23396	-0,6802500210520466	0,6802500210520466	0,012597173258439665	0,042628368104311254	12	P23396	RPS3	40S ribosomal protein S3	RS3_HUMAN	10	-37,59428848848129	0,6240571151151871	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9H3U1;Q9H3U1-2	Q9H3U1;Q9H3U1-2	-2,037125138734027	2,037125138734027	0,012612223264605229	0,042646415954046495	12	Q9H3U1;Q9H3U1-2	UNC45A	Protein unc-45 homolog A;Isoform 2 of Protein unc-45 homolog A	UN45A_HUMAN	3	-75,63512271812276	0,24364877281877234	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q15599-3	Q15599-3	0,635515313973305	0,635515313973305	0,01275079894365666	0,04281809989572233	12	Q15599-3	SLC9A3R2	Isoform 3 of Na(+)/H(+) exchange regulatory cofactor NHE-RF2	NHRF2_HUMAN	1	55,3492540471787	1,553492540471787	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9H2H8	Q9H2H8	-0,988916466456667	0,988916466456667	0,012763961247866966	0,04283361399359746	12	Q9H2H8	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	PPIL3_HUMAN	5	-49,614394684981846	0,5038560531501816	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P09038;P09038-1;P09038-2;P09038-3	P09038;P09038-1;P09038-2;P09038-3	-0,6651676326956197	0,6651676326956197	0,01299097538489449	0,043211361094582734	12	P09038;P09038-1;P09038-2;P09038-3	FGF2	Fibroblast growth factor 2;Isoform 2 of Fibroblast growth factor 2;Isoform 3 of Fibroblast growth factor 2;Isoform 4 of Fibroblast growth factor 2	FGF2_HUMAN	2	-36,93845736525759	0,6306154263474241	TLR10_WO	WT_WO	NaN	NaN	NaN
