"logFC","AveExpr","t","P.Value","B","gene","count","sca.t","sca.P.Value","qvalue","sca.qvalue"
24.7196388740224,-20.9869309085758,9.41281933242125,9.01066631343168e-09,10.3389370012957,"RILP",1,93.5802423925408,4.04127957792221e-27,3.79514554314297e-06,1.70927363308108e-23
-23.4872611240243,-8.95328944875908,-31.4258420174335,1.91745453185437e-18,28.079051734015,"MED25",2,-59.5330848339097,2.42458717939762e-23,8.07600544467946e-15,5.1274390412028e-20
-23.7999984046707,-21.2168410259137,-8.73934563815539,3.00078341401731e-08,9.18937283305583,"IGHG2",1,-41.2920621742555,2.67906114408705e-20,1.05323415267943e-05,3.77706160198764e-17
24.6808448851848,-20.9966294057852,9.12653941501805,1.49232631264555e-08,9.85798280813498,"TSGA10",1,35.3251798300122,5.24605952299196e-19,5.71403162888625e-06,5.54709903591622e-16
-23.4212938918043,-9.0577776954122,-24.8976528288491,1.7724366588993e-16,25.2632413265665,"SERAC1",3,-34.4228737298114,8.57990230054233e-19,2.72761018488497e-13,7.25780065148019e-16
-23.4527251643368,-21.3036593359972,-8.4508563301204,5.11268658955602e-08,8.6774077120794,"ADCK1",1,-32.5091417533041,2.5419913978974e-18,1.43558674789062e-05,1.7919072363787e-15
-24.3123690511803,-8.55939834609691,-24.7796540914384,1.94281760183264e-16,25.2008830382901,"CARMIL2",3,-30.8866836197984,6.70776919778716e-18,2.72761018488497e-13,4.0529642037167e-15
-22.967903810412,-9.08288973610964,-23.6278508708898,4.86588929370679e-16,24.566154907896,"UBE2D2",1,-30.453985079808,8.76124574055485e-18,5.12358282508783e-13,4.63200022682351e-15
24.7423837653369,-8.33168473781213,22.2656162194116,1.52358270525058e-15,23.7499379624752,"PRDM2",2,25.4577514612804,2.56817430018827e-16,1.06951360241847e-12,1.20690943764159e-13
-25.9754723718014,-8.02029565930884,-22.7330950800339,1.02247192885909e-15,24.0384984509339,"GPATCH3",1,-24.8450410846039,4.05565433002347e-16,8.61296967131952e-13,1.71535348582945e-13
-24.0599632853577,-21.151849805742,-8.48909635202369,4.76109274034323e-08,8.74595484066495,"KAT5",1,-23.5178055813147,1.13291706829708e-15,1.43235323761871e-05,4.35610291688703e-13
-24.2840841105406,-21.0958195994463,-8.50210717719981,4.64726549808127e-08,8.76922949824899,"HEPH",1,-21.7821751061672,4.72654029472451e-15,1.43235323761871e-05,1.66592258419086e-12
24.2121989174279,-21.1137908977245,8.40622125571953,5.55738703998231e-08,8.59713111131091,"MMP24",1,20.7333526758336,1.18034913372189e-14,1.46292543211192e-05,3.84025294121594e-12
-24.3505844820282,-8.42705760342757,-17.787395443222,1.08544405947009e-13,20.4551332814392,"TOMM6",1,-19.0917664489705,5.40421023316752e-14,6.53101881281098e-11,1.63266430153956e-11
-24.909951581342,-8.13888731421321,-17.4365428458987,1.57755883661887e-13,20.1496619339406,"ZNF532",2,-18.5590833566445,9.0832330708069e-14,8.30552533461834e-11,2.56119058195965e-11
24.5011579814097,-8.90960698226908,16.596250459064,3.97101179125492e-13,19.3850655966521,"PRAMEF22",1,17.9139555007546,1.73489377095789e-13,1.85836148418464e-10,4.58612198456764e-11
